entity_id,f1,f2,f3,f4,f5
E0144,16.975397,12.522928,5.571481,12.189525,14.596276
E0017,7.20883,1.771978,15.0154,2.952422,15.432935
E0063,6.010626,30.63765,2.904128,9.353168,4.283387
E0105,8.332447,4.320892,15.299648,6.191425,6.013425
E0261,11.167975,5.725935,26.687825,5.498957,9.385452
E0041,8.907472,6.08512,2.798724,3.033446,17.910678
E0187,2.926529,9.881048,7.500505,4.459869,6.381942
E0164,3.643568,8.306306,17.850731,3.428333,2.050434
E0051,17.318784,6.332917,13.939174,17.911971,5.085191
E0190,9.46731,5.47156,8.131309,6.647916,9.11988
E0100,18.793876,14.216061,6.406974,9.054995,7.879769
E0107,2.802,3.622359,14.38923,2.430788,3.194575
E0179,8.718353,2.639693,7.252408,23.811986,2.33115
E0004,8.689554,11.530795,2.85519,2.813001,12.179071
E0053,23.769526,4.073013,2.226854,9.623606,11.837956
E0112,7.691718,3.4483,9.732733,6.58393,1.592681
E0205,1.901896,1.968551,16.704434,10.091917,4.546503
E0067,59.675974,3.501123,6.056818,18.041632,4.818618
E0033,12.79122,7.057723,1.417302,5.288666,2.500509
E0156,2.518925,13.657675,3.374675,2.576516,58.746019
E0149,3.740831,3.008743,4.705367,4.111838,5.45744
E0121,25.009969,17.507854,14.758217,8.983382,5.23826
E0221,2.807749,10.310286,3.005879,0.636273,5.746446
E0271,14.36791,10.861698,6.283036,7.894402,4.508991
E0218,2.788925,4.952191,36.296351,8.939951,10.481495
E0020,7.024453,2.844987,5.480833,4.970024,8.243277
E0124,3.793485,10.636995,2.719037,11.393226,13.087998
E0197,17.260303,8.43941,16.662107,12.908716,22.501808
E0259,9.677762,9.140139,8.286989,5.751561,4.216534
E0010,9.18413,6.919301,9.495826,12.702977,5.171259
E0044,2.672997,7.159468,11.000877,5.990478,8.053698
E0284,2.660467,6.848852,29.495328,4.712453,1.703913
E0282,7.037223,2.820398,3.61292,1.351199,6.721351
E0286,7.080884,18.858975,16.325893,2.478992,7.209245
E0239,13.721699,2.477313,10.30673,9.322706,11.546024
E0153,21.418099,10.523544,1.431511,6.617705,7.565441
E0135,5.44559,1.188862,7.847784,3.631534,8.42311
E0018,3.662621,2.362482,3.252256,8.819943,11.852085
E0235,4.764823,9.402115,9.237737,2.655448,11.813369
