entity_id,event_time,f1,f2,f3,f4,f5,f6
E0000,2026-01-01T00:00:00Z,3.2379,8.8962,5.5865,9.9498,-0.2619,1.6191
E0001,2026-01-01T00:00:00Z,3.857,8.4027,4.2276,5.5303,-1.1645,1.0579
E0002,2026-01-01T00:00:00Z,3.5798,10.5238,4.0483,5.3145,1.3314,4.1111
E0003,2026-01-01T00:00:00Z,5.2753,8.1532,3.9143,9.4591,0.1772,2.4074
E0004,2026-01-01T00:00:00Z,3.479,6.8568,5.4609,6.5962,1.4054,3.5027
E0005,2026-01-01T00:00:00Z,2.6794,9.9184,6.2331,6.536,2.9693,4.0022
E0006,2026-01-01T00:00:00Z,4.3323,9.912,5.0151,7.589,1.5408,4.1102
E0007,2026-01-01T00:00:00Z,4.7658,9.2624,6.2238,7.6681,0.5247,2.4722
E0008,2026-01-01T00:00:00Z,3.795,6.5679,6.9109,6.7287,1.6736,3.825
E0009,2026-01-01T00:00:00Z,3.2384,10.2186,6.1467,6.0249,2.5695,4.7803
E0010,2026-01-01T00:00:00Z,4.1576,8.8977,3.5305,8.9001,1.2812,1.5779
E0011,2026-01-01T00:00:00Z,3.9976,7.7991,4.6588,5.5045,1.1821,2.3275
E0012,2026-01-01T00:00:00Z,5.1593,9.2997,5.9128,10.124,3.204,3.4263
E0013,2026-01-01T00:00:00Z,5.1802,10.8605,4.3123,8.5736,0.5415,2.869
E0014,2026-01-01T00:00:00Z,4.2281,9.2881,4.4286,6.5016,0.0627,2.5346
E0015,2026-01-01T00:00:00Z,5.4993,10.7398,4.4622,4.9371,0.5686,3.9408
E0016,2026-01-01T00:00:00Z,2.2173,10.4227,3.0637,11.5463,1.3775,4.8546
E0017,2026-01-01T00:00:00Z,3.9113,8.2852,6.1934,3.0965,1.0177,2.8457
E0018,2026-01-01T00:00:00Z,4.3159,10.8388,4.7465,7.0585,-0.1091,3.2746
E0019,2026-01-01T00:00:00Z,3.6616,12.538,6.1102,5.0975,1.5603,2.4392
E0020,2026-01-01T00:00:00Z,2.824,11.2503,6.5302,11.3016,0.3208,1.8204
E0021,2026-01-01T00:00:00Z,4.7615,9.6299,7.3571,8.5221,1.3334,1.3029
E0022,2026-01-01T00:00:00Z,3.9961,9.0411,4.9204,7.8299,0.9624,1.9114
E0023,2026-01-01T00:00:00Z,3.2819,12.5551,6.1257,11.4539,1.035,3.4824
E0024,2026-01-01T00:00:00Z,3.661,9.064,6.3126,6.3676,1.7163,2.6189
E0025,2026-01-01T00:00:00Z,3.7809,10.2345,3.7355,7.571,1.0009,2.2496
E0026,2026-01-01T00:00:00Z,4.2659,9.5955,6.7941,9.6571,0.8379,3.3114
E0027,2026-01-01T00:00:00Z,4.6357,8.0216,5.7022,2.8252,0.5093,0.4656
E0028,2026-01-01T00:00:00Z,2.4666,11.0593,6.5552,3.2804,0.1108,4.1474
E0029,2026-01-01T00:00:00Z,4.1064,6.4427,7.1791,4.8484,2.7398,3.9406
E0030,2026-01-01T00:00:00Z,3.992,8.6874,6.9228,10.3224,1.5465,2.5931
E0031,2026-01-01T00:00:00Z,4.2583,12.3737,4.0305,4.6715,1.2144,5.382
E0032,2026-01-01T00:00:00Z,4.017,9.9029,5.8997,6.6787,0.8555,1.9616
E0033,2026-01-01T00:00:00Z,4.4097,9.8992,4.7595,8.8076,-0.3697,4.606
E0034,2026-01-01T00:00:00Z,4.9717,9.4822,5.0073,9.4835,0.4863,4.5947
