row_id,b_val
R00000,-4.6348
R00001,-0.8751
R00002,-1.017
R00003,-7.8561
R00004,-3.3233
R00005,-7.6983
R00006,2.2287
R00007,4.5407
R00008,-7.8217
R00009,-5.1976
R00010,-3.4267
R00014,-0.0647
R00015,-1.924
R00016,2.0957
R00017,1.8714
R00019,4.198
R00020,-9.7805
R00021,-3.7912
R00022,-6.1731
R00023,-6.5747
R00024,-0.0246
R00025,-5.5301
R00026,6.7253
R00027,2.81
R00028,-3.3322
R00030,-12.2691
R00032,-8.4013
R00033,3.7362
R00034,-3.371
R00035,-8.7311
R00037,-4.5991
R00038,-2.7384
R00039,-8.8217
R00040,-1.4775
R00042,0.3134
R00043,-2.2418
R00044,-4.6661
R00045,-11.7927
R00047,-6.6796
R00048,-2.8875
R00050,-0.6646
R00051,-1.6817
R00052,-0.9866
R00053,-4.5941
R00055,4.8441
R00056,-1.4713
R00057,-7.8642
R00058,-7.735
R00059,-6.0585
R00061,-3.2244
R00062,-7.3453
R00063,-0.9325
R00064,0.1546
R00066,-12.0184
R00067,2.3499
R00070,-5.8456
R00071,-3.9003
R00072,-6.0742
R00076,-6.1666
R00078,-5.8452
R00079,5.292
R00080,4.8091
R00084,-6.0288
R00085,5.636
R00086,-0.4568
R00087,-4.0015
R00089,-5.0208
R00091,0.7582
R00092,-5.3716
R00095,-6.7895
R00097,-0.1636
R00100,-5.0885
R00101,0.3612
R00102,-10.1581
R00103,-4.4047
R00104,-3.4828
R00105,2.7616
R00106,10.3683
R00107,2.3592
R00108,-5.1998
R00111,2.6854
R00115,-11.361
R00117,-5.7161
R00118,-11.4007
R00119,-1.1947
R00120,-1.9736
R00121,-1.8349
R00122,-6.4875
R00123,-5.8124
R00124,-2.5227
R00126,-3.4232
R00127,-3.2568
R00128,-3.3835
R00129,-6.705
R00131,-1.7697
R00132,3.7868
R00133,-2.3665
R00134,-5.6262
R00135,-8.9401
R00136,-4.2265
R00137,-5.7576
R00138,-8.2569
R00139,0.5942
R00140,0.1342
R00141,-2.5591
R00142,6.285
R00143,-12.739
R00144,5.5275
R00145,-7.5931
R00147,-3.2953
R00148,-1.4427
R00150,3.9741
R00151,-7.7396
R00153,1.8561
R00154,2.4955
R00155,-0.0226
R00156,1.8345
R00157,-0.0629
R00158,1.4733
R00159,-4.915
R00160,-4.9377
R00161,1.3163
R00162,1.0086
R00163,-2.544
R00164,3.9445
R00165,7.8427
R00166,-2.0649
R00167,-6.8151
R00168,-1.063
R00169,-4.6243
R00170,-0.049
R00171,-7.9428
R00173,-0.1744
R00174,-0.3906
R00176,2.7772
R00178,-2.1062
R00180,2.3536
R00181,-6.122
R00184,-3.5531
R00185,-2.59
R00186,2.7211
R00187,1.5187
R00188,9.9561
R00190,-8.9898
R00192,-5.1121
R00193,-1.5867
R00194,-10.7764
R00195,-6.3618
R00196,-3.9347
R00197,2.1223
R00198,2.443
R00199,4.7319
R00200,0.551
R00203,-0.4178
R00204,-0.4795
R00205,-2.1277
R00206,-7.7578
R00207,-8.9793
R00209,-5.4158
R00211,-5.2295
R00212,-14.9754
R00213,-7.4726
R00214,0.1592
R00215,-5.073
R00216,-8.2912
R00218,-3.0352
R00220,4.2705
R00221,-4.5234
R00223,-3.8651
R00224,-4.3728
R00225,-2.127
R00226,-3.1213
R00228,-7.8579
R00229,-2.8913
R00230,-3.1053
R00232,2.8616
R00233,-4.4258
R00234,4.1629
R00235,-13.9553
R00236,-7.7196
R00237,1.2234
R00238,-2.6264
R00239,-10.7639
R00240,-6.8379
R00241,-2.3782
R00243,-5.5234
R00246,-3.2884
R00248,-4.3974
R00250,-9.3186
R00251,-0.9657
R00252,2.9899
R00253,-5.4854
R00254,7.0913
R00255,2.7239
R00256,0.1703
R00257,-5.973
R00258,-3.7748
R00259,-2.2151
R00260,1.9164
R00261,-3.9001
R00262,-1.3133
R00263,-2.9005
R00264,0.8052
R00265,1.5371
R00266,-2.7304
R00267,9.5699
R00268,3.3565
R00269,-9.0325
R00271,-7.8607
R00274,3.0014
R00275,0.4204
R00277,-6.1324
R00278,-3.0124
R00279,-4.8907
R00281,-1.8091
R00283,4.4111
R00285,0.7952
R00286,-0.4843
R00287,1.4178
R00289,-4.2056
R00290,-7.5648
R00291,-6.253
R00292,-4.3265
R00295,-1.2507
R00296,-13.6584
R00298,-8.9074
R00299,3.6829
R00300,-12.9455
R00301,-5.7983
R00302,-7.1609
R00304,-8.8862
R00306,-6.0695
R00307,-5.3939
R00309,-4.8069
R00310,-2.0812
R00313,0.2518
R00314,-13.2518
R00316,3.3522
R00317,2.6596
R00319,-6.7805
