account_id,event_time,f1,f2,f3
A0000,1770265200000,-2.5217,-0.7178,3.6908
A0000,1770472980000,0.6947,-0.4672,-0.5989
A0000,1771342620000,-3.4154,0.5974,-1.2376
A0000,1772248860000,2.6492,1.152,-2.0846
A0000,1772606280000,1.6315,-3.906,0.8957
A0000,1773619140000,1.2375,-0.9135,0.0694
A0000,1774032420000,-1.7548,-0.8308,-3.9282
A0000,1774574280000,0.0883,0.1478,-2.1412
A0001,1770597900000,-0.6756,-0.1515,-1.0614
A0001,1770775380000,-1.353,0.059,1.1304
A0001,1771409520000,2.1346,-0.4377,2.0596
A0001,1771570620000,-3.2231,-1.8953,-0.8474
A0001,1773963960000,-1.9274,1.7524,-0.6422
A0001,1774308360000,-2.0928,-3.0707,0.1254
A0001,1774485540000,-0.8019,2.6081,-0.6943
A0001,1774819620000,-3.1211,2.0068,2.5925
A0002,1770497700000,0.4581,-3.8672,1.2795
A0002,1770811440000,0.1036,1.097,-4.1057
A0002,1772502000000,-1.6926,1.1707,1.0878
A0002,1772884740000,-0.7675,-2.0387,-0.0071
A0002,1773112380000,3.2182,-3.0837,0.8327
A0002,1773531780000,-0.207,-0.2942,3.8596
A0002,1774036200000,1.8815,-1.1826,0.7448
A0002,1774450140000,-1.2983,-2.1925,-3.3665
A0003,1770371340000,4.3243,0.2542,1.1474
A0003,1771245660000,-0.6999,-2.0937,3.2538
A0003,1771445160000,3.0225,-1.1417,-0.3879
A0003,1772410260000,1.1811,-0.4526,-1.9579
A0003,1773450420000,-2.8016,0.3555,-1.0787
A0003,1773672000000,1.3611,-4.1191,2.1689
A0003,1774543260000,0.7966,0.5726,2.6822
A0004,1770104340000,2.1406,-0.1153,2.0996
A0004,1770174480000,-0.7754,-0.0965,-3.4081
A0004,1770254400000,-1.0008,-4.2292,-0.549
A0004,1771188060000,2.4591,-1.1035,-2.8318
A0004,1771764360000,0.085,-0.5878,0.3609
A0004,1772015940000,-1.4785,0.7409,0.0386
A0004,1773252480000,0.6648,-1.9765,0.5079
A0004,1774022100000,-2.2367,-0.6934,-0.2057
A0005,1769985120000,1.971,1.8186,0.8952
A0005,1770934980000,1.695,1.0933,-2.1384
A0005,1771505940000,1.1905,2.6615,1.436
A0005,1772338080000,3.3405,0.3535,-0.9652
A0005,1772758560000,-0.9569,-1.0813,-0.9936
A0005,1772973900000,-0.7064,-2.1153,0.3321
A0005,1774227600000,0.26,0.905,-0.2108
A0005,1774887780000,1.6177,1.5526,1.8706
A0006,1770711840000,4.5784,-4.0904,-2.7488
A0006,1771287780000,-4.7462,0.5404,2.1431
A0006,1771440060000,-1.198,-3.5269,-1.6074
A0006,1772177220000,-0.5899,-0.1463,-4.0275
A0006,1772323860000,0.5975,-5.2862,-2.1637
A0006,1772550240000,1.809,0.8608,-0.6453
A0006,1773886860000,5.265,-1.6108,-2.4574
A0006,1774330140000,-2.4354,1.4022,-1.3061
A0007,1770987660000,0.1008,-2.5314,1.1771
A0007,1771419600000,-2.0232,1.7699,-3.0162
A0007,1771789620000,2.0919,2.4163,-2.2276
A0007,1771931580000,-2.4632,-1.812,-1.0413
A0007,1772666400000,0.5572,0.9757,-2.9238
A0007,1772978880000,2.5876,0.2837,-1.6906
A0007,1773386460000,0.6913,2.1657,2.342
A0007,1773503100000,-1.5785,-2.0173,2.1269
A0008,1770115920000,2.9313,1.4186,3.0572
A0008,1771045020000,0.5799,0.2087,3.8969
A0008,1771646880000,-0.3703,1.8313,3.0563
A0008,1773329400000,0.112,-1.9525,-0.6726
A0008,1773565920000,1.3351,1.5236,-3.3095
A0008,1773769860000,-2.0209,-1.6016,-3.2654
A0008,1773938400000,-0.3982,2.0128,1.8498
A0008,1774140720000,0.1948,0.8733,0.4946
A0008,1774502280000,-3.706,-1.1361,0.5236
A0009,1770909540000,0.6056,1.4842,-0.5028
A0009,1772133660000,0.6355,2.271,3.0417
A0009,1772256720000,-0.247,-0.2432,-2.5629
A0009,1773110700000,0.8069,-0.8932,-0.8795
A0009,1773758160000,0.0906,-0.8071,-3.5891
A0009,1773795780000,0.7869,0.7516,-2.3258
A0009,1774137720000,-1.3995,-2.4333,-1.4508
A0009,1774285260000,0.4872,0.7384,2.6964
A0009,1774509480000,1.86,5.2665,-2.5554
A0009,1774850700000,0.447,0.1328,0.881
