item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.1679,-0.6569,0.8311,0.8011,-0.7469,1.0693,1.2041,-0.1512
I0001,0.7883,0.1553,0.5422,-0.2255,-0.5528,-0.1267,0.0158,-0.8281
I0002,0.4253,-2.4028,-1.6826,-2.201,0.2002,0.3682,-0.4845,-0.3339
I0003,0.655,0.5937,0.1238,1.7108,1.836,0.0882,-0.942,-0.3694
I0004,0.3454,-0.7125,1.3034,0.2529,0.9096,2.1429,1.5422,-1.8309
I0005,0.0875,0.4947,-0.9528,0.778,-1.0769,0.169,-0.4297,0.9108
I0006,1.0594,-0.0114,-0.3841,0.0785,-0.5827,0.4425,1.7468,-1.7901
I0007,-1.8903,0.6019,1.703,1.7223,0.6024,1.6386,0.2733,0.374
I0008,0.0765,1.1596,-1.3642,1.1151,-0.6322,0.4163,1.2763,-1.0629
I0009,0.7883,0.1553,0.5422,-0.2255,-0.5528,-0.1267,0.0158,-0.8281
I0010,0.6181,0.4246,-1.0646,-0.0771,0.2104,1.2426,1.0706,0.6971
I0011,0.7658,0.9779,0.7601,1.0259,-0.4884,0.3647,-0.9623,0.4666
I0012,0.4117,1.5421,0.042,-0.2207,1.547,-1.3042,-0.5667,-0.7222
I0013,0.1947,-0.4655,0.3804,0.931,-0.4676,0.3098,0.0329,0.5519
I0014,0.3695,0.3321,1.1965,-0.0808,-0.386,-0.1116,-2.5156,1.4623
I0015,-0.3859,0.2435,0.1644,0.3455,-0.3826,1.8783,1.0552,-0.2684
I0016,-0.7976,2.8051,0.0824,0.9645,0.0103,-1.2086,-0.9371,-0.1294
I0017,-0.1013,1.0245,-0.0906,-1.7342,0.6783,1.0067,0.0834,-0.2544
I0018,0.0891,0.7914,0.1014,0.4877,0.7612,0.3095,1.1227,0.1625
I0019,1.1534,0.5604,-0.8886,1.8847,-0.9064,-0.4981,-0.2808,-0.9234
I0020,0.7854,-0.9165,0.7397,1.2947,0.5859,1.0523,-0.9272,0.1043
I0021,0.1997,0.753,-0.2392,-0.3318,-1.1816,1.113,-2.3895,0.0369
I0022,-0.1275,1.0043,0.5657,-0.7531,0.0161,0.0257,0.7818,0.6348
I0023,-0.487,1.7612,0.5645,-0.4603,-0.7315,-0.0268,-0.5684,0.6342
I0024,0.6561,1.8923,-1.3081,-0.6475,-1.0163,-0.7937,0.6068,-1.4803
I0025,-0.7976,2.8051,0.0824,0.9645,0.0103,-1.2086,-0.9371,-0.1294
I0026,-0.8452,-0.5116,-0.4209,-0.2529,-2.0119,-3.3898,-1.4877,0.5502
I0027,-1.1887,-0.3259,2.1432,1.1149,-1.6927,0.0305,-1.8411,0.1839
I0028,-1.3361,-0.2397,0.005,-0.353,-1.8736,-0.9115,-0.5222,-0.433
I0029,-1.8903,0.6019,1.703,1.7223,0.6024,1.6386,0.2733,0.374
I0030,0.3591,1.3748,-1.0177,-0.0801,0.2431,0.5897,0.5692,0.2365
I0031,-1.8362,-0.5455,0.2706,-2.2261,-0.7851,1.1469,-0.2334,-1.4665
I0032,-0.918,2.1932,0.1519,0.6057,-0.1274,0.5282,-1.083,-0.0163
I0033,0.1004,0.0499,0.3587,1.2584,-0.7067,-0.2087,1.3311,1.2962
I0034,-0.2755,-0.0543,0.2482,0.1961,-0.9938,0.2037,-1.0288,0.672
I0035,2.1436,-1.5895,0.8329,-1.6014,-0.7153,-0.3989,0.319,-0.6266
I0036,-1.522,0.9321,-0.7133,1.5354,0.327,0.7847,-1.6606,0.9061
I0037,0.0145,-0.2198,-1.5085,-1.6518,-1.2514,1.4707,0.8467,1.5695
I0038,0.6131,-1.5632,-0.1321,1.7314,1.4358,-0.8886,0.3275,-0.1259
I0039,0.198,-0.019,0.0428,-0.09,-0.2393,-0.0067,-0.0508,1.269
I0040,0.1947,-0.4655,0.3804,0.931,-0.4676,0.3098,0.0329,0.5519
I0041,-1.0601,0.6113,1.2282,-1.54,0.6896,-1.0874,0.392,0.0561
I0042,-1.0019,-0.9425,0.4459,-0.3347,0.4755,0.1669,0.0216,-2.0808
I0043,1.0726,-1.2517,0.1789,0.1041,0.6748,-1.2158,-0.0461,0.481
I0044,-1.9011,-0.2248,1.6115,-1.6919,-0.6659,-0.2304,0.5532,0.4161
I0045,-0.8927,-0.6853,-1.6849,0.4692,-0.3715,0.1506,-0.5418,1.4236
I0046,0.0765,1.1596,-1.3642,1.1151,-0.6322,0.4163,1.2763,-1.0629
I0047,-0.9474,-0.0735,2.0648,0.6146,1.2366,-0.961,-0.5983,-0.6615
I0048,-0.9474,-0.0735,2.0648,0.6146,1.2366,-0.961,-0.5983,-0.6615
I0049,-0.8062,-0.0251,-1.1174,-0.1359,-1.4784,-1.7539,1.574,-0.5138
I0050,-0.5191,-0.1958,-1.3729,-0.7035,0.2931,2.0165,-0.6074,-1.6588
I0051,-1.6325,0.0806,-1.8938,1.1198,-1.2749,-1.4514,-0.4893,-0.2716
I0052,-0.0808,0.192,-1.2192,-0.1136,1.9205,-0.5172,-0.3048,1.0154
I0053,0.0862,2.4149,0.0146,0.6035,0.8632,0.5208,-1.6733,-1.295
I0054,-1.1355,1.157,-0.4164,0.8759,-0.9917,0.0515,0.3988,-0.5844
I0055,-0.5191,-0.1958,-1.3729,-0.7035,0.2931,2.0165,-0.6074,-1.6588
I0056,-0.2032,-0.902,0.3869,1.8367,-0.8151,0.5745,0.1741,-1.1939
I0057,0.0875,0.4947,-0.9528,0.778,-1.0769,0.169,-0.4297,0.9108
I0058,-1.9211,-0.9132,1.2941,0.926,-1.377,-1.5146,2.0536,-2.9655
I0059,1.5985,-0.6785,-1.0389,0.5618,-0.7713,-0.2796,0.5559,0.5323
