item_id,embedding,label
I0000,"[0.998009, -4.756729, -1.713584, -0.200447, -3.383519, 1.360671, -0.332009, 0.301012, 3.800043, -0.865761, 0.078626, 6.534761, -3.347859, 1.520725, 2.68637, 1.411785]",c5
I0001,"[5.215445, -3.230628, 1.470749, -2.136082, 4.907104, -2.003932, -0.95883, -0.57052, -1.300986, -0.997243, 3.726064, 4.454618, -3.136189, -5.789955, -0.767768, 3.845531]",c4
I0002,"[2.053848, -0.586407, 0.313504, 3.754941, -3.336333, -3.458288, 3.336578, -2.165646, 1.79937, -3.352178, -0.817353, 2.282538, 11.64483, -1.390306, 3.388842, -0.857177]",c2
I0003,"[4.961988, -1.854675, 2.04203, -1.862998, 5.302784, -3.557138, -0.80249, -1.099785, -2.294006, -0.847436, 2.452839, 3.341826, -2.54812, -6.632143, 0.008969, 4.168034]",c4
I0004,"[0.941456, -1.86774, -1.307344, -0.273394, 7.485509, 8.711538, -1.645113, -1.110413, -2.259334, 7.091807, -0.114996, 1.656217, 6.508951, -3.762703, -3.741156, 6.793367]",c1
I0005,"[1.93617, -0.684578, -0.457001, 1.863451, -3.614167, -3.206044, 3.17922, -3.275348, 0.90165, -4.577687, -0.660886, 2.417531, 10.66114, 0.702864, 4.49688, -1.346839]",c2
I0006,"[0.175524, -0.790588, -1.770485, -1.801069, 6.429521, 6.53354, -2.209781, -2.187808, -2.121384, 6.622113, 0.358006, 2.315289, 5.748251, -4.44275, -4.015984, 5.302323]",c1
I0007,"[1.977855, -4.956549, -1.510453, -1.338014, -1.389378, 0.770505, -1.7715, -0.445349, 3.499678, -1.197921, -0.462812, 5.262974, -2.698341, 1.365721, 3.227376, 1.712377]",c5
I0008,"[4.2395, -2.938658, 2.164363, -3.832695, 4.948615, -3.235715, -0.601056, -0.369671, -1.215604, -0.517314, 3.040279, 3.465318, -3.724702, -7.137205, -0.313379, 3.374137]",c4
I0009,"[2.268456, -0.582891, -0.434331, 2.961904, -3.437718, -2.174122, 3.693451, -3.343607, 1.617076, -2.475429, -1.105055, 2.583943, 11.059098, -1.315353, 3.563354, -1.057976]",c2
I0010,"[0.584702, -2.398585, -1.985592, -0.283147, 8.200125, 7.127672, -1.525721, 0.18064, -1.921952, 7.507814, 0.67249, 2.187949, 6.009067, -3.608134, -4.363968, 5.854883]",c1
I0011,"[1.830239, 0.025307, -0.976622, 1.651986, -2.927435, -4.264644, 2.812893, -1.929912, 1.942486, -3.292756, -0.333204, 2.444968, 11.632851, -0.541009, 4.505673, -1.510222]",c2
I0012,"[0.098153, -4.401325, -2.008461, -0.147137, 1.499158, 0.42147, -2.62409, -0.893993, 2.455905, 1.776303, -3.505024, -6.009782, -2.595735, 0.854002, -1.431006, -3.522815]",c0
I0013,"[0.635819, 5.143502, -3.734628, -3.694325, -1.999071, -0.501234, 1.101727, -2.710974, -2.513106, 0.433791, 0.217074, 1.920293, 3.762002, -2.266487, 2.639381, 5.129064]",c3
I0014,"[4.870325, -3.250088, 2.25204, -2.281264, 5.295013, -3.346246, -0.9148, -0.210333, -2.327714, -0.378637, 3.681923, 3.307441, -4.188185, -7.818925, -1.554946, 4.140047]",c4
I0015,"[0.836565, 4.382999, -4.341733, -3.596759, -1.025324, -1.416142, 0.854741, -2.823561, -2.009628, 0.718868, -0.282215, 1.95933, 2.179588, -2.230183, 2.822361, 5.486956]",c3
I0016,"[2.452911, -4.032818, -1.081261, -0.633504, -1.468862, 2.021227, -1.300739, -0.047798, 3.960469, -1.323752, 0.024917, 4.835406, -2.283431, 1.727319, 3.73082, 2.058345]",c5
I0017,"[2.272729, -1.111471, -0.736831, 0.778213, -2.320515, -2.970249, 2.767393, -3.083302, 1.183724, -2.403543, -1.245036, 3.37425, 11.957663, -2.191609, 4.090307, -1.28168]",c2
I0018,"[1.470616, -5.680581, -1.22579, -0.613964, -1.545174, 1.295839, -1.220455, -0.987781, 3.68341, -1.423936, -0.308903, 4.916396, -0.914591, 1.413127, 2.741651, 1.014547]",c5
I0019,"[-0.84647, 6.020775, -4.557683, -5.150221, -1.87508, -1.536765, 1.25426, -2.557802, -2.62075, -0.103937, -0.814755, 3.239248, 2.610318, -1.443336, 3.315361, 4.451315]",c3
I0020,"[-0.852588, -3.431589, -2.438612, -0.720813, 1.302412, -0.400744, -2.236768, -4.237598, 1.457953, 1.632991, -3.416065, -5.491934, -2.935432, 0.979349, -0.279248, -2.483942]",c0
I0021,"[2.496403, -0.885254, 0.025579, 2.305249, -2.582622, -2.512786, 3.820657, -2.783696, 1.224222, -2.754758, -1.14883, 2.719147, 11.529559, -0.667031, 4.008836, -0.472004]",c2
I0022,"[0.619827, -5.896863, -1.936659, -0.985104, -2.074551, 1.021845, -0.768875, -0.494861, 4.015973, -2.596401, -0.015658, 5.898558, -1.263506, 1.721601, 2.894908, 2.067984]",c5
