row_id,account_id,event_time,amount_usd,is_weekend,amount_7d
R00000,A0021,1772326800000,1.75817E1,1,1.613E1
R00001,A0052,1772328360000,1.009E1,1,1.009E1
R00002,A0006,1772331420000,6.4092E0,1,5.88E0
R00003,A0053,1772333280000,5.884E1,1,5.884E1
R00004,A0010,1772333400000,1.1237900000000002E1,1,1.031E1
R00005,A0041,1772342280000,9.906E-1,1,7.8E-1
R00006,A0054,1772362320000,2.3544000000000004E1,1,2.16E1
R00007,A0033,1772374680000,1.2827E1,1,1.01E1
R00008,A0000,1772383320000,7.713E1,1,7.713E1
R00009,A0035,1772400180000,3.9141400000000004E1,1,3.082E1
R00010,A0052,1772407320000,1.0098500000000001E0,1,2.072E1
R00011,A0008,1772409180000,1.199E1,1,1.199E1
R00012,A0029,1772411460000,3.84683E1,0,3.029E1
R00013,A0041,1772412840000,4.218300000000001E1,0,3.9480000000000004E1
R00014,A0048,1772413140000,1.13145E0,0,1.191E1
R00015,A0034,1772413380000,1.74371E1,0,1.373E1
R00016,A0029,1772416260000,1.958848E2,0,1.8453E2
R00017,A0000,1772423520000,2.953E1,0,1.0666E2
R00018,A0046,1772423700000,1.8069E0,0,1.902E1
R00019,A0048,1772436780000,5.1807700000000004E1,0,5.944E1
R00020,A0055,1772438160000,4.21386E1,0,3.318E1
R00021,A0013,1772439780000,7.28E1,0,7.28E1
R00022,A0053,1772462640000,4.89077E1,0,9.735E1
R00023,A0030,1772463840000,2.843E1,0,2.843E1
R00024,A0035,1772475180000,4.68E0,0,3.55E1
R00025,A0059,1772476200000,2.75225E1,0,2.525E1
R00026,A0011,1772482260000,3.04546E1,0,2.398E1
R00027,A0049,1772482260000,1.39411E1,0,1.279E1
R00028,A0034,1772486520000,1.539E-1,0,1.5350000000000001E1
R00029,A0011,1772491380000,1.71704E1,0,3.75E1
R00030,A0022,1772492520000,1.2159049999999999E1,0,1.2799E2
R00031,A0009,1772500320000,4.25E1,0,4.25E1
R00032,A0032,1772511120000,2.0025999999999997E0,0,2.108E1
R00033,A0013,1772512260000,5.05433E1,0,1.1916999999999999E2
R00034,A0000,1772519340000,2.48031E1,0,1.2619E2
R00035,A0054,1772525580000,3.51025E0,0,5.8550000000000004E1
R00036,A0034,1772532480000,6.2611E0,0,2.028E1
R00037,A0026,1772541480000,1.4478000000000002E1,0,1.14E1
R00038,A0031,1772547900000,2.8994000000000003E1,0,2.66E1
R00039,A0045,1772550420000,2.5004600000000003E1,0,2.294E1
R00040,A0059,1772561640000,9.06E0,0,3.431E1
R00041,A0046,1772561880000,1.1720770000000002E2,0,1.2655E2
R00042,A0045,1772570160000,1.60528E1,0,3.558E1
R00043,A0038,1772572080000,1.893E1,0,1.893E1
R00044,A0055,1772572380000,1.01555E0,0,4.387E1
R00045,A0014,1772582040000,8.07E0,0,8.07E0
R00046,A0058,1772584560000,4.1049500000000005E0,0,4.321E1
R00047,A0021,1772592480000,1.0925E0,0,2.763E1
R00048,A0041,1772594400000,2.64765E0,0,6.735000000000001E1
R00049,A0031,1772597580000,3.075E1,0,5.735E1
R00050,A0001,1772602380000,5.994499999999999E-1,0,6.31E0
R00051,A0033,1772611860000,1.12395E1,0,1.895E1
R00052,A0048,1772617200000,3.0675499999999998E0,0,9.172999999999999E1
R00053,A0017,1772627100000,1.69799E1,0,1.337E1
R00054,A0027,1772643540000,3.054E1,0,3.054E1
R00055,A0030,1772644320000,2.204E1,0,5.047E1
R00056,A0025,1772654700000,7.052300000000001E0,0,6.47E0
R00057,A0052,1772660820000,7.107899999999999E0,0,9.553999999999999E1
R00058,A0014,1772662980000,3.03911E1,0,3.2E1
R00059,A0058,1772672100000,8.739999999999999E-1,0,5.241E1
R00060,A0020,1772680860000,3.88747E1,0,3.061E1
R00061,A0009,1772682840000,1.87452E1,0,5.726E1
R00062,A0056,1772684700000,3.52552E1,0,2.776E1
R00063,A0022,1772685900000,1.03251E1,0,1.3612E2
R00064,A0014,1772699220000,6.232E-1,0,3.856E1
R00065,A0020,1772702340000,7.967650000000001E0,0,1.1448E2
R00066,A0005,1772709840000,2.0383000000000004E0,0,1.87E0
R00067,A0030,1772722560000,9.671E-1,0,6.065E1
R00068,A0004,1772727240000,1.71323E1,0,1.349E1
R00069,A0041,1772728740000,2.6153500000000003E0,0,9.488000000000001E1
R00070,A0008,1772735940000,7.628499999999999E-1,0,2.002E1
R00071,A0054,1772740080000,3.72495E0,0,9.776E1
R00072,A0039,1772740740000,6.05625E0,0,6.375E1
R00073,A0032,1772752020000,8.66E0,0,2.974E1
R00074,A0030,1772755920000,4.085E-1,0,6.495E1
R00075,A0057,1772756160000,1.468E1,0,1.468E1
R00076,A0044,1772766540000,1.837563E2,0,1.4469E2
R00077,A0020,1772778360000,7.99E0,0,1.2247E2
R00078,A0031,1772778900000,3.42265E1,0,8.43E1
R00079,A0041,1772779440000,4.43E1,0,1.3918E2
R00080,A0045,1772780400000,1.50749E1,0,4.7449999999999996E1
R00081,A0001,1772786460000,9.41E0,0,1.5719999999999999E1
R00082,A0041,1772795640000,1.5836500000000002E0,0,1.5585000000000002E2
R00083,A0024,1772796600000,2.9514799999999997E1,0,2.324E1
R00084,A0058,1772811000000,1.0887E0,0,6.387E1
R00085,A0040,1772819220000,7.75843E1,0,6.109E1
R00086,A0046,1772826540000,9.98E0,0,1.3653E2
R00087,A0030,1772832840000,2.29743E1,0,8.304E1
R00088,A0043,1772840640000,9.613999999999999E-1,0,1.012E1
R00089,A0050,1772852040000,5.72755E0,1,6.029E1
R00090,A0049,1772852640000,2.8120000000000003E0,1,4.239E1
R00091,A0042,1772856900000,1.4772500000000002E0,1,1.555E1
R00092,A0029,1772860020000,2.815E1,1,2.1268E2
R00093,A0021,1772860380000,1.44907E1,1,3.904E1
R00094,A0026,1772861760000,1.48463E1,1,2.309E1
R00095,A0014,1772862780000,7.6954E0,1,4.5620000000000005E1
R00096,A0037,1772865180000,1.85293E1,1,1.459E1
R00097,A0031,1772866800000,5.9612100000000005E1,1,1.3899E2
R00098,A0014,1772882340000,2.188E1,1,6.75E1
R00099,A0022,1772884560000,3.8912800000000004E1,1,1.6676E2
R00100,A0000,1772888520000,2.6924E0,1,1.2831E2
R00101,A0013,1772888520000,2.21445E0,1,1.4248E2
R00102,A0052,1772891700000,2.3544000000000005E0,1,9.769999999999999E1
R00103,A0002,1772895600000,3.92291E1,1,3.599E1
R00104,A0047,1772897220000,1.628E1,1,1.628E1
R00105,A0012,1772901420000,2.194E1,1,2.194E1
R00106,A0018,1772901660000,2.313E1,1,2.313E1
R00107,A0022,1772906160000,2.51245E1,1,1.8981E2
R00108,A0028,1772907780000,1.7570800000000002E1,1,1.612E1
R00109,A0036,1772911800000,3.92E1,1,3.92E1
R00110,A0029,1772918580000,4.92244E1,1,2.5784000000000003E2
R00111,A0013,1772923740000,4.54385E0,1,1.9031E2
R00112,A0036,1772929560000,8.4836E0,1,4.588E1
R00113,A0031,1772929560000,6.242430000000001E1,1,1.9626000000000002E2
R00114,A0008,1772929860000,5.1854099999999995E1,1,6.0849999999999994E1
R00115,A0007,1772934240000,3.8341300000000004E1,1,3.019E1
R00116,A0027,1772943420000,7.1800999999999995E0,1,1.0612E2
R00117,A0032,1772950380000,1.02828E1,1,1.3798E2
R00118,A0001,1772955120000,2.6923000000000002E1,1,4.042E1
R00119,A0029,1772955600000,2.30317E1,1,2.7897E2
R00120,A0021,1772961240000,1.2545900000000001E1,1,3.442E1
R00121,A0029,1772962620000,6.4643E0,1,2.8406E2
R00122,A0004,1772973780000,9.525E0,1,2.0990000000000002E1
R00123,A0024,1772975460000,7.9243E0,1,3.0509999999999998E1
R00124,A0012,1772980140000,5.7019E0,1,8.196000000000001E1
R00125,A0015,1772991360000,1.57795E0,1,1.661E1
R00126,A0054,1772997960000,1.368095E1,1,2.2017E2
R00127,A0027,1773007440000,1.5488900000000003E1,1,1.2033000000000001E2
R00128,A0052,1773007800000,7.433800000000001E0,1,9.442999999999998E1
R00129,A0030,1773008400000,2.35458E1,1,1.0158000000000001E2
R00130,A0042,1773011160000,4.519930000000001E1,1,5.114E1
R00131,A0007,1773011940000,1.651E1,1,4.319E1
R00132,A0014,1773017340000,9.4612E0,0,7.618E1
R00133,A0034,1773018720000,3.36205E0,0,4.194E1
R00134,A0037,1773023160000,4.9115E-1,0,1.9759999999999998E1
R00135,A0035,1773023340000,1.705E1,0,2.173E1
R00136,A0030,1773026760000,4.93525E0,0,1.5353000000000003E2
R00137,A0025,1773028920000,1.935E1,0,2.582E1
R00138,A0033,1773035220000,6.222E1,0,7.107E1
R00139,A0055,1773038280000,8.89E0,0,5.087E1
R00140,A0046,1773055140000,4.143E1,0,1.5894E2
R00141,A0057,1773060660000,2.2432199999999998E1,0,3.526E1
R00142,A0020,1773069900000,8.97E0,0,1.3144E2
R00143,A0053,1773070980000,5.2763E0,0,5.554E1
R00144,A0037,1773074460000,1.099E1,0,3.075E1
R00145,A0009,1773084240000,1.00838E1,0,6.52E1
R00146,A0037,1773090780000,1.45445E0,0,4.606E1
R00147,A0006,1773093300000,2.2058999999999997E0,0,2.322E1
R00148,A0020,1773102180000,5.735E1,0,1.8879E2
R00149,A0058,1773103200000,5.681E-1,0,6.985E1
R00150,A0018,1773116880000,2.6051000000000002E1,0,4.703E1
R00151,A0005,1773118620000,1.82248E1,0,1.859E1
R00152,A0043,1773150360000,1.61798E1,0,2.286E1
R00153,A0029,1773153060000,2.68375E0,0,1.2778E2
R00154,A0050,1773155940000,8.47115E0,0,1.4946E2
R00155,A0014,1773156240000,6.4201E0,0,8.207000000000001E1
R00156,A0037,1773157200000,2.685E1,0,7.291E1
R00157,A0056,1773176640000,2.5907999999999998E1,0,4.816E1
R00158,A0052,1773176640000,2.2669500000000003E1,0,1.0164999999999998E2
R00159,A0042,1773177060000,2.157E1,0,7.271000000000001E1
R00160,A0021,1773177240000,2.0073499999999997E0,0,5.555E1
R00161,A0024,1773181440000,2.90225E0,0,6.106E1
R00162,A0015,1773190920000,8.19785E1,0,8.116E1
R00163,A0038,1773192480000,5.71805E0,0,6.019E1
R00164,A0006,1773200520000,1.0426700000000002E1,0,3.143E1
R00165,A0052,1773204660000,2.19964E1,0,1.1896999999999997E2
R00166,A0055,1773214500000,3.116E-1,0,1.028E1
R00167,A0019,1773217740000,4.0319100000000006E1,0,3.699E1
R00168,A0058,1773228600000,2.55016E1,0,4.671999999999999E1
R00169,A0030,1773238980000,4.14E0,0,1.2924E2
R00170,A0027,1773243240000,4.5135799999999996E1,0,1.5587E2
R00171,A0018,1773248340000,6.505505E1,0,7.318199999999999E2
R00172,A0005,1773271560000,1.83388E1,0,3.303E1
R00173,A0000,1773290400000,1.6852899999999998E1,0,1.539E1
R00174,A0051,1773297420000,1.863E1,0,1.863E1
R00175,A0046,1773306000000,1.045E0,0,6.241E1
R00176,A0012,1773322380000,4.142E0,0,8.576E1
R00177,A0059,1773325860000,2.401E1,0,2.401E1
R00178,A0003,1773330960000,1.71E0,0,1.71E0
R00179,A0006,1773338700000,1.6317300000000003E1,0,4.64E1
R00180,A0049,1773338880000,3.4798E1,0,5.7E1
R00181,A0023,1773346380000,7.13E0,0,7.13E0
R00182,A0008,1773352800000,1.4485E2,0,1.8568E2
R00183,A0012,1773360000000,2.3503E0,0,1.105E2
R00184,A0040,1773362100000,3.1255E-1,0,6.438000000000001E1
R00185,A0022,1773365220000,4.8222E0,0,1.0444999999999999E2
R00186,A0024,1773367800000,1.8060670000000002E2,0,2.0327E2
R00187,A0059,1773381540000,4.818E1,0,7.219E1
R00188,A0029,1773382200000,1.1025350000000002E2,0,2.2893E2
R00189,A0007,1773386400000,6.78E0,0,4.997E1
R00190,A0024,1773394200000,1.5827E0,0,2.1993E2
R00191,A0002,1773398580000,2.965E1,0,6.564E1
R00192,A0053,1773404520000,1.045E0,0,6.653999999999999E1
R00193,A0019,1773420300000,2.6704499999999998E0,0,6.51E1
R00194,A0041,1773422580000,2.2809500000000003E0,0,2.401E1
R00195,A0044,1773423480000,2.189E1,0,2.189E1
R00196,A0056,1773434460000,1.25E1,0,3.29E1
R00197,A0037,1773440580000,1.6929E0,0,9.072999999999999E1
R00198,A0016,1773452340000,1.008E1,1,1.008E1
R00199,A0026,1773471420000,1.2822E2,1,1.2822E2
R00200,A0043,1773471900000,2.3845E0,1,3.784E1
R00201,A0054,1773476280000,1.5189200000000001E1,1,1.5597E2
R00202,A0056,1773477540000,2.45364E1,1,5.222E1
R00203,A0034,1773478500000,4.63296E1,1,7.187E1
R00204,A0000,1773489600000,2.5255300000000005E1,1,3.856E1
R00205,A0001,1773489720000,9.0906E0,1,3.304E1
