entity_id,f1,f2,f3,f4,f5
E0162,9.175851,3.73378,13.993361,0.574253,48.893022
E0021,7.965493,9.65815,7.433778,1.317916,5.313885
E0079,16.280769,19.649456,2.356869,11.247055,7.35354
E0148,10.84452,3.929359,4.040406,8.653407,21.989359
E0161,4.908706,5.242123,24.2561,5.905669,11.255677
E0072,4.924611,5.047141,38.279539,7.257014,9.555767
E0210,0.817615,4.052415,44.898876,6.932014,10.838403
E0291,8.24112,5.132923,6.040403,24.883531,2.476056
E0237,3.889599,4.743445,4.320166,2.780468,34.834351
E0196,13.07219,4.735531,1.612183,4.758689,4.463746
E0122,23.304638,5.071741,2.849002,10.472928,10.987626
E0029,12.462777,11.961545,5.561516,6.931838,10.442439
E0243,11.534242,31.552816,16.110505,5.123839,3.016746
E0232,9.962081,2.406215,40.747024,24.323091,11.533149
E0007,16.607689,7.920327,34.170721,8.655462,5.468317
E0296,7.256971,2.08795,10.191808,6.805269,18.796401
E0224,8.792735,7.904071,2.540253,13.872586,2.32545
E0175,3.668174,5.668394,6.912154,15.989497,2.486783
E0203,3.091941,8.149166,2.202656,41.951151,5.543182
E0220,5.80139,57.183952,12.188205,6.68944,4.173036
E0153,6.936817,6.440928,1.494515,1.199623,39.997511
E0054,13.433468,6.187999,12.136096,11.319257,3.539341
E0159,30.691034,6.374167,12.131938,15.14254,3.427361
E0278,3.617707,6.064205,4.118386,12.55051,10.218403
E0030,26.197368,9.305274,3.727514,2.149916,8.180291
E0137,7.653406,16.14984,3.681217,3.459578,9.479079
E0048,17.294507,24.349447,5.197198,9.51012,1.76806
E0244,1.823581,11.357324,3.739256,4.076995,12.565918
E0095,10.665925,12.210676,7.795359,2.715431,57.27155
E0041,9.033491,4.845462,11.109627,8.648795,5.822754
E0117,4.362346,23.818555,10.076805,11.902437,6.208537
E0205,30.084979,2.050857,2.42618,29.525518,3.086122
E0139,3.870715,3.854272,5.816033,21.897147,17.597357
E0189,1.696592,5.008842,5.54619,7.334292,5.554144
E0264,13.17185,13.8595,2.505349,6.175011,10.075176
E0097,3.842359,4.511881,11.330531,39.571248,11.56156
E0267,16.058132,8.221907,12.533384,6.694594,11.081897
E0102,3.509994,8.395475,10.006986,9.804254,5.258214
E0001,7.738113,15.858504,6.031811,11.478936,11.367214
E0038,0.724517,8.896476,10.953143,11.217902,5.598781
E0032,2.889533,5.810964,5.357866,6.921506,41.321101
E0128,6.278184,14.176279,4.371635,8.869063,12.610774
E0110,13.383419,1.877248,12.101941,15.398756,14.23855
E0213,5.062586,14.891321,4.770028,2.540881,7.001999
E0222,4.011682,2.062083,19.861134,3.324559,10.080689
