item_id,embedding,label
I0000,"[-3.796694, 4.511235, -0.419938, 4.524858, 2.962908, 5.592249, 2.53131, 4.159744, 1.191154, 1.557018, -6.784615, 1.127366, -1.531394, 0.741837, -2.482868, 1.921346]",c3
I0001,"[0.757652, 1.994112, 1.839397, -1.416052, -1.973333, -2.11732, -0.478184, 3.523706, 6.911029, 2.839648, -0.5526, -1.584094, 0.078755, -0.327597, 2.110778, -3.514638]",c1
I0002,"[-0.027661, -4.136382, 3.822051, 4.743571, 3.464554, -2.256329, -0.488994, -2.2291, -0.281798, -1.436923, -2.330394, -4.756976, 0.489561, -1.282323, 3.123399, 3.586317]",c5
I0003,"[-1.20667, 2.423393, 1.650467, -1.369781, -1.385252, -4.600331, 1.417266, -1.336059, 2.979986, -0.779348, -1.442565, -0.195965, 0.178335, -4.934338, -2.998059, -7.602952]",c0
I0004,"[1.153822, 3.878345, 0.331757, -3.666748, 0.768991, 4.997108, -5.101162, 3.057402, 3.042167, -0.733642, 1.974512, -3.58751, -4.422235, -2.41297, -2.990697, -2.204778]",c2
I0005,"[-1.046869, 2.20499, 2.209065, -0.761846, -1.030067, -5.137498, 1.319584, 0.710166, 2.573776, -0.925854, -2.220726, 0.385136, -0.947976, -4.74662, -6.441304, -6.660506]",c0
I0006,"[-2.260121, 3.115811, 3.462736, -0.348941, -1.378893, -5.432707, 0.795309, -0.449416, 3.018117, -1.227035, -3.274696, 0.042927, -0.179239, -4.060461, -3.767557, -7.205965]",c0
I0007,"[-1.367556, 3.014306, 2.031984, -0.482708, -2.25896, -4.970683, 1.485196, 0.082757, 1.585689, -1.541365, -2.059125, 0.240801, -1.369372, -3.922731, -3.813843, -7.308589]",c0
I0008,"[-1.595241, 1.996669, 2.961979, -1.29861, -2.683726, -4.795122, 1.360223, 0.393649, 2.312901, -0.840879, -3.060575, -1.227989, -1.389051, -5.165799, -4.586958, -7.467639]",c0
I0009,"[-0.182734, -4.45319, 3.274216, 4.398704, 4.065763, -2.146844, -0.066677, -0.760513, -1.081568, -1.122957, -2.247929, -4.757104, -0.388293, -1.201855, 2.978978, 4.276673]",c5
