row_id,b_val
R00001,0.5332
R00002,-12.2018
R00004,5.3504
R00005,-10.9874
R00006,-11.0806
R00009,-3.7132
R00010,-0.0888
R00011,-5.8686
R00013,-6.6086
R00014,4.0318
R00017,-3.4979
R00018,-12.4095
R00022,-8.1823
R00023,-8.2647
R00024,-1.162
R00026,-1.7294
R00027,-0.2572
R00029,3.5221
R00030,-0.6434
R00032,13.3963
R00034,-6.5149
R00035,0.3477
R00036,0.2731
R00037,-10.7728
R00038,-3.3493
R00039,-0.0686
R00041,-12.724
R00042,-4.3546
R00044,1.0039
R00045,-6.5029
R00047,-2.3678
R00048,-6.4778
R00049,-1.7572
R00051,-7.4161
R00052,1.8429
R00053,1.2537
R00054,1.0968
R00055,1.6501
R00056,-0.578
R00057,-12.4837
R00058,3.0845
R00059,-3.3704
R00060,0.5067
R00061,6.3125
R00063,-7.2012
R00064,-9.152
R00065,-0.3942
R00070,-0.0337
R00071,2.8976
R00072,-3.7075
R00073,-0.9464
R00074,-5.9506
R00075,-2.4519
R00076,-2.423
R00077,5.218
R00078,1.4978
R00079,-10.9444
R00080,-0.1884
R00081,-5.2754
R00082,-2.1422
R00083,-0.0079
R00084,-9.6248
R00085,1.8331
R00086,0.9328
R00087,-5.3132
R00088,2.8759
R00090,-10.615
R00093,-4.4198
R00094,2.7177
R00097,-7.9826
R00099,-7.0399
R00100,5.1377
R00101,2.1179
R00102,1.3457
R00103,-4.8042
R00105,-1.0481
R00106,-6.5748
R00107,-0.6488
R00108,-0.4582
R00109,-4.4676
R00110,-0.2214
R00111,-10.9644
R00112,-8.5762
R00113,2.1795
R00114,5.25
R00117,-5.1015
R00118,1.112
R00119,0.2047
R00120,-9.7114
R00121,-6.0431
R00123,-1.2169
R00124,-15.5596
R00125,-7.9781
R00127,-2.8281
R00129,4.1016
R00130,-0.2951
R00131,-4.1501
R00132,0.9638
R00133,-0.5232
R00134,1.9361
R00135,-10.8796
R00137,-0.6981
R00138,1.3476
R00139,-0.6396
R00140,-8.0849
R00141,2.2812
R00142,-5.9034
R00144,0.8293
R00145,4.7427
R00146,1.6987
R00147,-8.0991
R00148,-2.584
R00149,-16.6324
R00150,-9.4704
R00151,-2.1577
R00152,-4.5576
R00153,-11.5538
R00155,-5.038
R00157,-1.2042
R00158,-1.1441
R00160,8.6936
R00162,0.243
R00163,0.3767
R00165,-3.0224
R00166,-7.8103
R00167,-4.7923
R00168,-1.786
R00170,-0.8184
R00172,-5.634
R00173,-6.5163
R00174,-9.5489
R00175,-5.9497
R00176,-5.617
R00177,-1.036
R00178,-0.6683
R00179,0.5831
R00180,-1.2537
R00181,7.4656
R00182,-3.5738
R00184,-5.6945
R00185,-5.1768
R00186,-3.4188
R00188,3.8527
R00190,-0.9038
R00192,-6.4064
R00193,-5.7367
R00194,-8.2805
R00196,-9.0476
R00197,-1.2652
R00199,-5.8912
R00200,7.4405
R00202,-9.734
R00203,-8.7814
R00204,-3.2041
R00205,7.971
R00207,-6.646
R00208,4.9117
R00209,2.691
R00210,-4.9793
R00211,-5.3435
R00212,-4.6603
R00214,-7.8872
R00215,-4.8325
R00216,2.993
R00218,-1.7449
R00220,-5.351
R00221,-2.2619
R00223,0.9136
R00224,-11.6376
R00225,-8.3863
R00227,1.3895
R00228,-7.2193
R00230,-1.5339
R00231,9.7936
R00232,3.1236
R00233,-9.0318
R00234,-4.4675
R00237,5.4449
R00238,-5.6777
R00240,-6.3846
R00241,-5.0884
R00244,-4.4845
R00245,-6.1473
R00248,4.1612
R00249,2.9648
R00251,-0.5783
R00252,0.3366
R00253,-3.4092
R00254,-7.3764
R00255,4.0519
R00256,6.4829
R00257,-6.8739
R00258,-4.9066
R00259,-10.4413
R00260,-4.6807
R00261,-0.9272
R00262,-4.167
R00263,-0.2848
R00264,-1.2468
R00265,-8.6918
R00266,3.165
R00267,-3.7054
R00269,1.7719
R00271,4.5194
R00272,-6.3048
R00274,-8.1418
R00275,5.2174
R00276,-1.4199
R00277,-4.3957
R00278,-5.5178
R00280,-10.5682
R00281,-1.5495
R00282,0.6695
R00283,2.4405
R00284,-5.8034
R00286,-0.9007
R00287,4.0768
R00289,-0.411
R00290,4.3836
R00291,2.1603
R00292,3.2497
R00293,-2.2174
R00294,-4.2632
R00295,-1.0722
R00296,-7.8922
R00297,-5.2898
R00299,1.33
R00301,0.4647
R00302,-6.9281
R00303,-3.1683
R00304,-4.5015
R00305,-12.4216
R00307,1.0145
R00308,-12.3037
R00309,-9.4424
R00312,-0.0323
R00313,-2.3735
R00314,0.9193
R00317,7.5678
R00319,-11.1179
