account_id,event_time,health_score
A0000,1767301231000,46.26
A0000,1773951451000,90.22
A0001,1767385763000,62.47
A0001,1773078721000,13.97
A0002,1767344612000,55.62
A0002,1773470005000,90.48
A0003,1767343665000,58.81
A0003,1772860354000,89.33
A0004,1767294563000,54.06
A0004,1773884596000,5.22
A0005,1767396455000,45.9
A0005,1772814832000,90.3
A0006,1767276167000,49.32
A0006,1773836549000,9.75
A0007,1767278982000,48.05
A0007,1772840971000,7.31
A0008,1767353259000,46.31
A0008,1773417050000,86.17
A0009,1767273251000,55.49
A0009,1773657348000,85.27
A0010,1767323891000,50.02
A0010,1773696263000,93.86
A0011,1767295663000,44.71
A0011,1772597037000,9.94
A0012,1767383339000,46.72
A0012,1773680828000,13.57
A0013,1767366140000,50.7
A0013,1772768287000,88.1
A0014,1767306011000,59.04
A0014,1773972770000,86.89
A0015,1767303563000,55.22
A0015,1773093768000,94.09
A0016,1767290846000,39.99
A0016,1774285573000,11.89
A0017,1767275010000,45.6
A0017,1774113379000,94.49
A0018,1767365174000,46.1
A0018,1773805535000,87.4
A0019,1767295855000,42.67
A0019,1773926116000,93.62
A0020,1767286024000,44.45
A0020,1773798257000,11.16
A0021,1767271201000,59.05
A0021,1773308191000,86.36
A0022,1767232912000,46.93
A0022,1774186731000,7.7
A0023,1767313414000,50.15
A0023,1773315853000,6.01
A0024,1767235389000,45.19
A0024,1774128984000,8.23
A0025,1767259178000,54.79
A0025,1773110009000,6.71
A0026,1767285090000,54.85
A0026,1772904586000,9.35
A0027,1767359448000,45.7
A0027,1773190627000,13.07
A0028,1767245141000,56.26
A0028,1774391182000,9.86
A0029,1767364399000,48.18
A0029,1774122513000,85.02
A0030,1767267340000,50.78
A0030,1774302217000,7.82
A0031,1767372262000,44.41
A0031,1773685365000,13.8
A0032,1767241310000,45.83
A0032,1773494455000,8.21
A0033,1767296715000,63.37
A0033,1773543026000,89.99
A0034,1767225703000,46.3
A0034,1774129168000,93.23
A0035,1767381160000,46.87
A0035,1773685174000,13.02
A0036,1767262657000,44.85
A0036,1774153684000,8.48
A0037,1767308095000,49.11
A0037,1773071220000,89.28
A0038,1767246745000,46.55
A0038,1773607923000,89.43
A0039,1767358940000,45.87
A0039,1773710465000,94.48
A0040,1767317843000,54.5
A0040,1773820988000,88.12
A0041,1767354847000,43.44
A0041,1772944111000,9.25
A0042,1767336917000,43.99
A0042,1773038535000,89.39
A0043,1767228522000,49.47
A0043,1773966995000,85.16
A0044,1767285623000,48.83
A0044,1773194432000,91.14
A0045,1767314923000,54.13
A0045,1772536276000,94.8
A0046,1767225930000,35.74
A0046,1773564978000,93.92
A0047,1767310964000,44.88
A0047,1772545503000,87.97
A0048,1767397952000,47.18
A0048,1772844973000,89.76
A0049,1767346650000,45.77
A0049,1774207341000,13.27
A0050,1767236168000,53.78
A0050,1773104461000,8.46
A0051,1767324607000,49.0
A0051,1773182182000,11.38
A0052,1767287625000,56.0
A0052,1773812213000,93.49
A0053,1767230718000,44.8
A0053,1773725241000,86.53
A0054,1767309486000,57.06
A0054,1773902163000,91.95
A0055,1767368493000,48.31
A0055,1774174482000,8.73
A0056,1767232041000,42.06
A0056,1773415587000,12.33
A0057,1767384356000,46.08
A0057,1772465181000,94.71
