row_id,a_val
R00000,10.3186
R00001,11.6176
R00003,15.7185
R00004,20.7993
R00006,10.7391
R00008,8.262
R00009,13.6321
R00010,13.337
R00011,5.3852
R00013,7.7823
R00014,11.4674
R00015,8.7419
R00017,15.8737
R00019,12.4023
R00020,13.1408
R00021,10.4676
R00023,10.3201
R00024,13.8835
R00025,6.8413
R00026,8.1874
R00027,12.0953
R00028,8.8018
R00029,13.8061
R00030,6.6488
R00031,7.4948
R00033,8.4326
R00035,7.7102
R00037,11.1575
R00038,10.6597
R00039,13.3783
R00040,7.7371
R00043,10.2712
R00044,5.1586
R00045,9.1571
R00047,13.3097
R00048,13.117
R00049,7.4133
R00051,13.4274
R00052,11.7749
R00054,17.5264
R00055,5.6278
R00056,11.9561
R00057,8.1352
R00058,14.4468
R00060,9.1663
R00062,8.4048
R00063,12.2041
R00065,7.7007
R00066,9.0077
R00067,5.1982
R00069,11.4978
R00070,11.8929
R00074,17.114
R00075,14.7884
R00076,15.6148
R00077,9.0084
R00078,6.0162
R00079,7.8631
R00080,10.6827
R00081,17.8768
R00083,11.2888
R00084,8.5957
R00085,15.5582
R00087,6.8318
R00088,9.2304
R00089,6.2451
R00090,9.7691
R00091,6.087
R00092,10.4924
R00096,2.9148
R00097,9.79
R00098,12.2407
R00101,5.4316
R00102,11.3295
R00103,9.5209
R00104,7.199
R00105,2.4272
R00107,10.7443
R00111,8.7895
R00112,11.4893
R00113,10.3267
R00115,11.4474
R00116,13.3147
R00117,11.2782
R00118,5.3712
R00119,5.9263
R00121,14.316
R00122,11.5434
R00123,10.9017
R00124,1.5413
R00125,13.1242
R00126,6.0515
R00127,16.2338
R00129,11.0446
R00130,11.383
R00131,3.7429
R00132,17.5702
R00133,7.789
R00135,15.7866
R00136,11.2203
R00137,16.6829
R00138,12.234
R00139,5.3347
R00140,9.9182
R00141,7.0208
R00143,15.3932
R00144,11.6119
R00145,13.9928
R00146,3.3695
R00147,5.2887
R00150,5.2482
R00151,19.9098
R00154,-2.2806
R00155,16.4572
R00156,9.301
R00157,8.0685
R00158,7.4325
R00159,12.7701
R00161,16.0355
R00162,10.366
R00163,12.947
R00164,8.3198
R00165,5.0571
R00166,12.4842
R00167,5.0972
R00168,12.9276
R00169,10.6536
R00170,12.5947
R00171,12.7496
R00172,2.0547
R00173,1.3327
R00174,8.8428
R00175,8.7547
R00176,13.13
R00177,14.0126
R00178,11.5388
R00180,9.8375
R00181,5.4242
R00182,12.512
R00183,5.6573
R00184,10.3595
R00185,11.1016
R00186,7.0763
R00187,10.3238
R00188,16.1132
R00189,12.329
R00190,2.6475
R00191,17.0436
R00193,5.967
R00194,10.0651
R00196,4.1303
R00197,6.4432
R00198,8.3862
R00201,7.8121
R00202,7.8191
R00204,9.742
R00205,9.7579
R00206,6.1591
R00207,13.6526
R00208,11.9565
R00210,12.4034
R00211,1.7949
R00212,13.1765
R00213,8.4332
R00214,6.3854
R00215,8.538
R00216,10.3429
R00217,4.3356
R00218,11.0407
R00220,14.3261
R00222,13.7574
R00223,6.1833
R00224,8.7651
R00225,11.3069
R00226,14.7618
R00227,9.2022
R00228,14.7144
R00229,8.8566
R00230,5.5487
R00231,3.7993
R00232,16.0227
R00233,20.0125
R00235,11.9659
R00236,5.9362
R00237,14.887
R00238,9.2471
R00239,5.9049
R00241,4.9003
R00242,11.594
R00243,10.9215
R00244,4.9902
R00246,5.9025
R00247,6.1428
R00249,14.1689
R00250,17.8564
R00251,14.2685
R00252,5.4288
R00253,4.8528
R00254,7.6214
R00255,2.2688
R00256,9.463
R00258,2.6987
R00259,7.6471
R00260,5.6822
R00261,5.6311
R00262,9.531
R00263,9.048
R00266,11.8972
R00267,14.6815
R00268,12.62
R00269,8.2115
R00270,14.2247
R00271,9.3464
R00272,15.8641
R00275,5.677
R00276,13.7635
R00278,16.8383
R00279,11.0695
R00280,6.0439
R00281,5.1515
R00283,9.1272
R00285,11.6031
R00286,10.4735
R00287,5.6945
R00288,12.9289
R00290,10.7741
R00291,14.3503
R00293,7.4804
R00294,11.3051
R00296,7.1896
R00297,4.5575
R00298,10.7153
R00299,8.6707
R00300,13.3124
R00301,12.496
R00302,13.02
R00303,6.6733
R00304,8.1192
R00305,10.7586
R00306,7.9733
R00307,2.2496
R00308,10.9146
R00309,5.8014
R00310,2.2272
R00312,3.3973
R00313,9.3544
R00314,13.3891
R00315,9.9457
R00316,10.0589
R00317,11.6012
