query_id,embedding
Q000,"[2.761098, 1.67998, 7.708511, 0.374871, -6.877862, 0.115811, -0.337539, -1.28756, -3.483051, 2.912564, -4.405287, 0.703853, -0.645774, -1.799819, -2.347783, -2.324155]"
Q001,"[-3.51825, -1.287037, 0.621166, -0.016753, -1.821734, 2.212458, 1.713034, 3.237341, -5.075433, 0.141904, -1.213262, 4.843545, -4.361135, -6.968075, -2.943118, 2.719035]"
Q002,"[3.647228, -3.283302, -0.557558, 0.330448, 1.412197, 4.45786, 0.620665, -0.532184, 5.336915, -0.486691, 1.709168, -2.080025, -1.608068, -2.36948, 0.6889, 4.282806]"
Q003,"[5.330805, 2.470669, -0.57888, 0.578999, -2.515994, -0.716506, -3.401335, -3.624186, -0.482422, 1.56, -0.716011, -2.733497, 3.362351, 5.295737, -4.391307, -1.391889]"
Q004,"[-4.058222, -1.052599, 2.618395, 0.177701, -0.654983, 2.165377, 2.584494, 3.48542, -4.510241, -0.84876, -0.027377, 3.850211, -4.120619, -6.388214, -2.789319, 3.561779]"
Q005,"[3.418055, -2.228014, 0.190011, 0.747989, 1.386481, 4.350271, 0.855362, -0.330476, 4.656469, -0.525119, 1.041926, -1.246728, -0.928599, -1.445406, 1.944273, 4.805103]"
Q006,"[5.166218, 2.261848, -0.270521, 1.259438, -2.364755, -0.900083, -4.001299, -2.630785, -1.983294, 2.471251, 1.05148, -3.345367, 3.411574, 5.738547, -3.558473, -2.218981]"
Q007,"[2.598311, 0.528557, 6.60796, 1.015235, -6.515401, 0.136898, -0.328737, -1.697585, -2.811257, 3.197418, -5.475503, -0.159959, -0.863064, -1.872801, -2.646901, -0.96013]"
Q008,"[5.259909, 1.861184, 0.6406, 1.432276, -3.182979, -1.043835, -4.351296, -2.339229, 0.547198, 2.611471, -0.647122, -2.579346, 2.97992, 5.45016, -4.64107, -2.255378]"
Q009,"[2.954711, 1.104013, 7.052055, 1.607159, -7.526444, -0.210482, -1.033087, -2.372275, -2.768942, 3.557284, -6.110768, 0.508433, -0.591941, -1.188694, -2.22913, -1.788488]"
Q010,"[2.941402, -0.161865, 2.575553, 2.477993, -1.589542, -1.916016, 4.096624, 3.133821, 2.990419, -1.392979, -6.239037, 0.668491, -2.230652, -0.057585, -3.166847, 5.024238]"
Q011,"[3.367514, -4.175606, -0.440636, 1.822432, 3.041906, 3.732255, -0.496966, -0.333061, 4.037882, -0.496495, 1.410763, -0.53446, -0.61571, -1.09678, 0.809917, 4.624687]"
Q012,"[4.961422, 2.444842, -0.011021, 1.129084, -2.438982, 0.67106, -3.70022, -2.428516, 1.142868, 1.738626, -0.689538, -2.181467, 3.608621, 5.972789, -3.102259, -1.568461]"
Q013,"[2.729659, -3.52923, -0.824324, 0.599754, 1.494287, 4.016403, 0.420543, 0.33701, 4.677523, -0.081039, 2.710835, -0.833619, -0.911218, -1.052918, 1.004143, 3.629502]"
Q014,"[3.743291, -3.164648, 0.239362, 0.38246, 1.680289, 2.95557, -0.246497, -1.363154, 5.26206, -0.811474, 1.941464, -1.338266, -1.510971, -2.603775, 0.254737, 5.067392]"
Q015,"[1.4728, -0.234304, 4.082034, 2.879378, -1.742503, -1.703912, 4.374978, 3.228654, 2.658981, -1.606566, -6.396383, 1.184818, -1.692418, 1.698833, -2.340771, 3.87244]"
Q016,"[3.454003, -2.676972, -1.176981, 1.208928, 2.163448, 3.987541, 1.028796, 1.374536, 5.403886, 0.422657, 2.55425, -0.232545, -1.627361, -1.667294, 0.311211, 4.222157]"
Q017,"[2.330701, -2.352352, -0.314381, 1.00627, 1.63181, 3.168722, 0.127067, -0.915566, 4.280361, -1.689089, 2.234463, -1.18144, -1.639455, -1.432155, 0.873415, 4.583132]"
Q018,"[3.008692, -2.652255, -1.068697, 0.840908, 2.390099, 4.09092, 0.287324, -0.024635, 4.212901, -0.652217, 1.906127, -1.658302, -1.004464, -1.615236, 0.458822, 4.476898]"
Q019,"[1.081675, -1.035983, 2.685779, 2.831607, -2.15922, -2.319256, 3.971346, 3.021605, 3.127262, -2.77937, -5.673417, 1.187094, -1.569769, 0.186147, -3.577113, 5.21354]"
Q020,"[2.763977, -4.148144, 0.662248, 0.48684, 2.093, 4.879164, 0.838233, 0.482894, 4.987773, -0.535622, 0.589658, -1.272684, -0.239556, -0.886328, 1.141541, 4.479451]"
Q021,"[3.844285, 1.430622, 7.648617, 1.076405, -6.866524, 0.725738, 0.429871, -0.452786, -2.435335, 2.639988, -3.895906, -0.354968, -0.416877, -2.048464, -2.251674, -2.129138]"
Q022,"[-4.499159, -0.235144, 1.301578, 1.891983, -0.295661, 2.030324, 1.115471, 2.122511, -5.668243, -1.001509, -0.316823, 4.636551, -4.942409, -6.752284, -2.640293, 3.386215]"
Q023,"[0.916755, 5.313418, 2.843998, -3.008691, 2.750606, -9.166746, -2.108008, 5.209305, 2.390605, -7.818639, -0.552257, -9.344768, 4.620143, -1.902037, 1.415601, -8.180423]"
Q024,"[5.130766, 2.970566, 0.002072, 0.520253, -2.288112, -0.35056, -5.09027, -2.621984, -0.91477, 1.646404, 0.235141, -1.756207, 3.389739, 5.672532, -4.07602, -2.05748]"
