user_id,item_id
U0000,I0005
U0000,I0013
U0000,I0025
U0000,I0027
U0000,I0031
U0000,I0046
U0000,I0048
U0001,I0000
U0001,I0016
U0001,I0026
U0001,I0039
U0001,I0047
U0001,I0056
U0002,I0004
U0002,I0018
U0002,I0019
U0002,I0020
U0002,I0037
U0002,I0040
U0002,I0042
U0002,I0049
U0002,I0051
U0002,I0058
U0003,I0000
U0003,I0001
U0003,I0003
U0003,I0015
U0003,I0037
U0003,I0039
U0003,I0048
U0003,I0049
U0003,I0056
U0004,I0002
U0004,I0003
U0004,I0034
U0004,I0035
U0004,I0042
U0004,I0051
U0004,I0055
U0004,I0056
U0005,I0000
U0005,I0004
U0005,I0013
U0005,I0024
U0005,I0038
U0005,I0050
U0005,I0051
U0006,I0005
U0006,I0012
U0006,I0029
U0006,I0035
U0006,I0041
U0006,I0044
U0006,I0046
U0006,I0052
U0006,I0054
U0007,I0010
U0007,I0011
U0007,I0013
U0007,I0017
U0007,I0018
U0007,I0022
U0007,I0045
U0007,I0051
U0007,I0053
U0007,I0057
U0008,I0001
U0008,I0005
U0008,I0011
U0008,I0019
U0008,I0020
U0008,I0043
U0009,I0012
U0009,I0022
U0009,I0027
U0009,I0030
U0009,I0039
U0009,I0047
U0010,I0007
U0010,I0008
U0010,I0018
U0010,I0024
U0010,I0025
U0010,I0039
U0010,I0044
U0010,I0054
U0011,I0001
U0011,I0028
U0011,I0046
U0011,I0054
U0011,I0056
U0012,I0001
U0012,I0004
U0012,I0012
U0012,I0014
U0012,I0021
U0012,I0030
U0012,I0048
U0012,I0051
U0012,I0053
U0013,I0000
U0013,I0009
U0013,I0014
U0013,I0018
U0013,I0025
U0013,I0040
U0014,I0016
U0014,I0021
U0014,I0027
U0014,I0031
U0014,I0032
U0014,I0033
U0014,I0052
U0015,I0009
U0015,I0010
U0015,I0027
U0015,I0032
U0015,I0054
U0016,I0006
U0016,I0007
U0016,I0008
U0016,I0018
U0016,I0020
U0016,I0029
U0016,I0043
U0016,I0044
U0016,I0050
U0017,I0000
U0017,I0001
U0017,I0005
U0017,I0012
U0018,I0007
U0018,I0011
U0018,I0026
U0018,I0038
U0018,I0042
U0018,I0051
U0018,I0055
U0019,I0003
U0019,I0009
U0019,I0010
U0019,I0011
U0019,I0028
U0019,I0029
U0019,I0033
U0019,I0046
U0020,I0013
U0020,I0017
U0020,I0019
U0020,I0028
U0020,I0038
U0020,I0044
U0020,I0047
U0020,I0054
U0021,I0023
U0021,I0030
U0021,I0038
U0021,I0046
U0021,I0049
U0021,I0050
U0021,I0051
U0021,I0052
U0021,I0053
U0022,I0011
U0022,I0036
U0022,I0041
U0022,I0043
U0022,I0050
U0022,I0056
U0023,I0013
U0023,I0033
U0023,I0035
U0023,I0037
U0023,I0045
U0023,I0047
U0024,I0003
U0024,I0011
U0024,I0012
U0024,I0020
U0024,I0026
U0024,I0033
U0024,I0044
U0024,I0048
U0024,I0053
U0025,I0013
U0025,I0023
U0025,I0025
U0025,I0028
U0025,I0033
U0025,I0035
U0025,I0039
U0025,I0040
U0025,I0056
U0026,I0007
U0026,I0010
U0026,I0017
U0026,I0020
U0026,I0030
U0026,I0042
U0026,I0052
U0026,I0053
U0027,I0010
U0027,I0011
U0027,I0020
U0027,I0022
U0027,I0028
U0027,I0030
U0027,I0036
U0027,I0039
U0027,I0059
U0028,I0000
U0028,I0004
U0028,I0026
U0028,I0029
U0028,I0047
U0028,I0058
U0029,I0019
U0029,I0024
U0029,I0035
U0029,I0044
U0029,I0049
U0030,I0003
U0030,I0004
U0030,I0011
U0030,I0040
U0030,I0044
U0030,I0045
U0030,I0047
U0030,I0055
U0031,I0011
U0031,I0027
U0031,I0049
U0031,I0051
U0031,I0054
U0032,I0002
U0032,I0006
U0032,I0014
U0032,I0015
U0032,I0017
U0032,I0021
U0032,I0048
U0032,I0052
U0033,I0004
U0033,I0009
U0033,I0034
U0033,I0035
U0033,I0038
U0033,I0039
U0033,I0041
U0033,I0046
U0034,I0002
U0034,I0013
U0034,I0017
U0034,I0022
U0034,I0029
U0034,I0041
U0035,I0004
U0035,I0008
U0035,I0012
U0035,I0013
U0035,I0034
U0035,I0048
U0035,I0053
U0036,I0013
U0036,I0016
U0036,I0017
U0036,I0027
U0036,I0043
U0036,I0046
U0036,I0051
U0036,I0057
U0037,I0018
U0037,I0021
U0037,I0028
U0037,I0041
U0037,I0045
U0037,I0048
U0037,I0051
U0037,I0052
U0038,I0001
U0038,I0005
U0038,I0006
U0038,I0008
U0038,I0010
U0038,I0020
U0038,I0048
U0038,I0052
U0038,I0055
U0038,I0058
U0039,I0011
U0039,I0015
U0039,I0026
U0039,I0043
U0039,I0049
U0039,I0050
