item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.3473,1.2298,1.6173,0.6848,-0.7856,0.9627,-0.4789,-1.3803
I0001,0.6037,2.3185,1.1082,-0.6087,0.8148,0.1508,-1.0807,0.0513
I0002,0.825,-0.8757,0.0559,-0.2032,0.495,-0.7925,1.0233,1.5493
I0003,-1.1437,-0.4814,0.7334,-0.561,-0.217,-0.6604,-0.7142,1.2537
I0004,-0.0707,-0.3736,-0.1999,-2.7212,-0.0501,-0.5923,2.2112,0.6278
I0005,-0.9882,-0.6722,1.4111,-0.2655,-0.1415,0.0263,-1.06,-0.1125
I0006,0.7433,-1.8194,-0.4574,1.407,-1.1541,-0.945,1.2902,-0.9496
I0007,1.263,0.349,1.3132,0.5895,-0.4829,-0.1069,0.7557,1.1776
I0008,-0.5532,0.9027,-0.0082,0.1503,-0.5211,1.0686,-0.3231,0.6694
I0009,-1.2466,-0.0489,0.8335,0.5264,1.6355,0.6479,-0.6071,0.4731
I0010,-1.4777,1.2777,0.2531,0.9539,-0.9135,-1.1159,-0.7837,0.3395
I0011,-0.8066,1.061,-1.5346,-2.4777,0.2018,2.79,0.0381,-0.0622
I0012,-0.0404,0.1847,0.3183,0.4693,1.2944,1.1749,0.9511,1.3234
I0013,-0.0546,0.8989,-0.1486,2.7462,1.9941,0.4155,0.858,1.0875
I0014,1.2942,0.4986,-0.7853,-0.4664,-0.6773,1.5164,-0.2209,0.5634
I0015,-0.5532,0.9027,-0.0082,0.1503,-0.5211,1.0686,-0.3231,0.6694
I0016,0.6631,0.3005,0.327,0.3306,1.2861,-1.2047,-1.0937,1.022
I0017,0.5103,0.414,-0.9451,-0.1299,0.5796,0.3916,0.4642,1.986
I0018,-0.2745,-0.8801,0.5362,0.1448,1.1388,1.9448,-1.5685,-0.0344
I0019,1.5697,-0.7297,0.0813,-0.825,-0.0761,-1.359,0.1538,0.4025
I0020,0.107,0.1996,0.4323,0.4283,-0.4667,0.7894,0.9432,-0.5464
I0021,1.1953,0.5575,-0.1849,-1.3617,0.244,-1.0293,-0.3128,0.3838
I0022,-0.0622,0.107,1.5985,-0.3539,0.7451,1.68,0.099,-0.5339
I0023,-1.5973,0.3075,-1.5935,-1.0804,0.8046,-0.9993,1.9988,-2.068
I0024,1.4172,-0.2527,2.1253,0.8538,0.9053,-2.1977,-0.5444,-0.136
I0025,1.4041,-1.08,1.4598,1.2863,0.8403,-0.6871,-0.6635,1.6977
I0026,-0.4321,0.5422,-0.8387,1.8328,0.479,0.7248,-0.0841,0.7033
I0027,0.4207,-1.456,-0.105,1.2189,-1.8033,-0.1231,-0.748,-0.058
I0028,-0.0578,-1.4119,-0.2317,-0.7159,-1.3127,-0.1735,-1.3934,0.1027
I0029,-1.6673,0.3161,-0.2532,-0.1406,-0.8563,-0.1512,-0.4324,0.3612
I0030,0.2457,-0.1465,-1.444,0.5739,-0.6262,0.9014,-0.2464,0.2135
I0031,-0.6554,-1.0395,-0.4587,0.9578,1.5819,0.5341,-0.2262,1.3222
I0032,0.2372,-0.0287,1.0743,-0.2341,-0.4555,0.0025,-0.8181,0.5301
I0033,2.1095,-1.1167,-0.2781,-0.017,0.3998,1.8951,1.2658,-0.5168
I0034,1.2257,0.598,-0.2772,0.2931,-0.3738,1.2672,-1.3939,0.5207
I0035,1.8578,-0.8369,0.5396,0.3411,1.1763,0.5675,-0.2775,0.7858
I0036,0.0007,-0.9335,0.6923,-0.0863,1.768,0.4191,-1.5635,-0.442
I0037,-1.2466,-0.0489,0.8335,0.5264,1.6355,0.6479,-0.6071,0.4731
I0038,0.4024,1.82,0.2636,-0.3757,-0.0945,-0.647,-0.2112,-0.2476
I0039,-0.487,-0.5747,0.6929,1.8388,0.0023,-2.5426,-0.1066,-1.4237
I0040,-0.1594,0.1718,-0.6353,-0.4362,-1.111,-0.1184,0.251,0.0354
I0041,-1.5143,-2.2807,1.2359,-0.9512,0.4904,-1.1832,0.9415,0.8244
I0042,0.7433,-1.8194,-0.4574,1.407,-1.1541,-0.945,1.2902,-0.9496
I0043,-1.8293,-1.5623,0.5571,-0.0312,0.2265,1.934,-1.3104,0.2264
I0044,0.762,-0.7784,-1.2159,1.175,-1.1237,0.2066,-0.4013,1.0827
I0045,0.3473,1.2298,1.6173,0.6848,-0.7856,0.9627,-0.4789,-1.3803
I0046,-0.6071,1.4813,0.5223,-0.1708,1.1699,-1.5209,-0.8566,2.0946
I0047,0.2372,-0.0287,1.0743,-0.2341,-0.4555,0.0025,-0.8181,0.5301
I0048,1.1531,-1.7205,1.0154,1.3025,-1.9121,0.4738,0.0569,1.1763
I0049,0.9497,1.3169,1.8879,1.2902,0.5764,-0.7919,0.7985,-0.5142
I0050,0.4371,1.4321,-1.1441,2.1473,0.4042,-0.8475,-0.3426,-0.4093
I0051,0.4162,1.5207,-0.3749,-0.0578,0.3688,0.2052,-0.8561,0.5052
I0052,-0.2916,-2.6198,1.2831,1.261,0.8044,0.3119,-0.7947,0.253
I0053,-0.9882,-0.6722,1.4111,-0.2655,-0.1415,0.0263,-1.06,-0.1125
I0054,1.67,-0.9704,-1.2731,-0.061,-0.0895,-0.2873,1.287,1.7368
I0055,0.6585,0.7453,2.4295,-0.2594,0.2759,0.5084,0.4861,-0.1174
I0056,1.0009,1.5347,-0.2765,-0.3381,1.1639,-0.5027,0.477,-0.4231
I0057,-1.1437,-0.4814,0.7334,-0.561,-0.217,-0.6604,-0.7142,1.2537
I0058,1.4041,-1.08,1.4598,1.2863,0.8403,-0.6871,-0.6635,1.6977
I0059,-1.5116,0.1426,1.9646,-1.7669,-0.4918,-0.577,-0.383,0.1405
