account_id,event_time,health_score
A0000,1767307259000,43.79
A0000,1773610345000,11.91
A0001,1767305444000,47.79
A0001,1774276417000,93.5
A0002,1767367012000,46.47
A0002,1773356367000,89.93
A0003,1767313997000,41.7
A0003,1773026821000,93.75
A0004,1767330259000,52.27
A0004,1772549663000,87.84
A0005,1767226106000,45.71
A0005,1772941260000,90.35
A0006,1767273285000,48.01
A0006,1773071951000,87.54
A0007,1767348543000,54.77
A0007,1773800719000,8.59
A0008,1767275099000,43.85
A0008,1773989551000,89.37
A0009,1767329550000,43.05
A0009,1774038499000,7.3
A0010,1767365988000,47.48
A0010,1774361760000,87.87
A0011,1767255038000,51.83
A0011,1774335236000,5.43
A0012,1767303089000,49.86
A0012,1773484766000,5.64
A0013,1767253199000,42.55
A0013,1774440549000,10.79
A0014,1767386001000,52.28
A0014,1773055781000,89.05
A0015,1767260925000,50.52
A0015,1773231555000,13.2
A0016,1767316341000,63.75
A0016,1774011657000,5.14
A0017,1767243389000,36.18
A0017,1773883951000,9.28
A0018,1767335667000,44.69
A0018,1772747406000,11.7
A0019,1767281493000,47.41
A0019,1774048376000,5.48
A0020,1767314520000,47.96
A0020,1772924932000,87.06
A0021,1767302189000,54.57
A0021,1774307090000,13.92
A0022,1767231193000,44.59
A0022,1774404231000,7.78
A0023,1767291635000,40.02
A0023,1773504412000,9.78
A0024,1767326233000,35.96
A0024,1772765962000,5.49
A0025,1767313970000,60.64
A0025,1774086696000,86.54
A0026,1767293081000,54.53
A0026,1773164873000,12.22
A0027,1767235650000,52.74
A0027,1773094471000,11.26
A0028,1767251145000,53.44
A0028,1772958799000,14.08
A0029,1767363690000,50.21
A0029,1773284951000,89.06
A0030,1767379460000,54.6
A0030,1773498030000,88.5
A0031,1767289301000,44.91
A0031,1772687697000,87.7
A0032,1767366256000,46.11
A0032,1773060928000,88.2
A0033,1767346253000,44.05
A0033,1773140896000,13.56
A0034,1767286089000,50.05
A0034,1772986633000,13.21
A0035,1767238541000,56.95
A0035,1772651779000,94.01
A0036,1767228994000,51.58
A0036,1773266608000,86.53
A0037,1767360068000,53.36
A0037,1773945539000,85.51
A0038,1767288059000,57.98
A0038,1772882365000,89.95
A0039,1767363949000,53.25
A0039,1773049117000,91.74
A0040,1767256988000,38.91
A0040,1772734637000,87.22
A0041,1767256936000,48.52
A0041,1773931114000,85.96
A0042,1767288053000,53.09
A0042,1773183515000,5.93
A0043,1767296234000,52.13
A0043,1774215819000,5.24
A0044,1767288830000,56.92
A0044,1772496758000,10.79
A0045,1767232988000,56.17
A0045,1773816687000,86.6
A0046,1767349008000,54.92
A0046,1772962340000,13.44
A0047,1767329614000,56.67
A0047,1772648417000,9.76
A0048,1767283595000,47.94
A0048,1773479768000,9.3
A0049,1767268979000,56.71
A0049,1773949716000,11.66
A0050,1767234707000,55.06
A0050,1773931901000,88.9
A0051,1767279524000,49.34
A0051,1773561257000,13.29
A0052,1767378834000,44.72
A0052,1772928136000,11.47
A0053,1767273042000,49.66
A0053,1773411620000,88.65
A0054,1767351179000,46.47
A0054,1772721672000,88.6
A0055,1767341621000,50.18
A0055,1772856674000,91.46
A0056,1767350156000,51.58
A0056,1773573321000,8.88
A0057,1767370030000,48.5
A0057,1772786243000,90.42
A0058,1767235547000,56.48
A0058,1772843141000,5.44
A0059,1767237960000,42.65
A0059,1772853989000,89.89
A0060,1767319091000,52.62
A0060,1773400477000,6.86
A0061,1767358488000,51.45
A0061,1773072007000,92.12
A0062,1767301686000,55.74
A0062,1772772781000,88.39
A0063,1767287448000,51.08
A0063,1773447779000,7.22
A0064,1767354025000,40.87
A0064,1773141403000,94.6
A0065,1767329018000,47.79
A0065,1773347888000,89.08
A0066,1767325676000,43.73
A0066,1774073707000,13.18
A0067,1767335114000,44.92
A0067,1773889544000,6.14
A0068,1767362060000,54.61
A0068,1772374349000,8.31
A0069,1767264539000,53.82
A0069,1772936616000,5.81
A0070,1767386060000,49.1
A0070,1773998715000,93.65
A0071,1767310696000,48.55
A0071,1774249817000,10.83
A0072,1767297444000,59.84
A0072,1773647176000,5.85
A0073,1767267402000,52.34
A0073,1773578553000,8.25
A0074,1767323135000,50.84
A0074,1773184256000,5.55
A0075,1767320328000,55.08
A0075,1773645926000,93.24
A0076,1767257461000,54.92
A0076,1773748545000,94.29
A0077,1767297647000,45.41
A0077,1772535069000,12.39
A0078,1767292418000,46.8
A0078,1773310613000,10.91
A0079,1767318793000,44.49
A0079,1773292476000,87.85
A0080,1767317604000,49.2
A0080,1773078584000,86.53
A0081,1767310178000,50.99
A0081,1773987793000,94.65
A0082,1767292765000,49.46
A0082,1773647483000,93.06
A0083,1767293489000,57.08
A0083,1773169350000,90.39
A0084,1767315504000,49.46
A0084,1772724045000,9.2
A0085,1767382293000,51.62
A0085,1772569642000,11.92
A0086,1767298862000,48.06
A0086,1773839430000,93.03
A0087,1767381808000,55.34
A0087,1773928964000,90.54
A0088,1767352491000,50.97
A0088,1773662869000,8.89
A0089,1767310353000,49.37
A0089,1772842365000,92.2
A0090,1767258844000,52.09
A0090,1774123600000,94.68
A0091,1767229875000,51.08
A0091,1773141747000,14.96
A0092,1767294583000,48.15
A0092,1774270089000,12.49
A0093,1767272361000,44.69
A0093,1773825573000,11.15
A0094,1767228579000,51.95
A0094,1774285982000,92.62
A0095,1767334305000,42.04
A0095,1773260913000,8.65
A0096,1767236644000,48.0
A0096,1773785939000,90.83
A0097,1767387938000,55.31
A0097,1772603196000,9.7
A0098,1767363522000,51.38
A0098,1773260382000,11.6
A0099,1767343110000,49.52
A0099,1774118623000,6.84
