row_id,f1,f2,f3,f4,f5,label
T00000,0.593247,-1.852869,0.644216,-1.259621,1.783432,1
T00001,2.551429,0.188795,-0.3307,0.135839,-2.515372,0
T00002,1.971461,-0.304719,0.767826,-0.676815,0.130405,1
T00003,-0.146374,0.32447,-1.344638,0.624096,-1.994673,0
T00004,-1.207999,0.240499,-1.611965,-0.264702,-1.069371,0
T00005,-0.121362,-0.597435,-0.387444,-2.321142,-1.22937,0
T00006,0.486983,-0.798227,1.581651,0.044559,0.516292,0
T00007,1.283123,0.533698,0.605181,0.596977,-0.035214,0
T00008,0.830297,-1.237993,0.479138,0.065196,-1.88979,0
T00009,-1.093435,-0.158133,-0.657084,-0.618783,0.090052,1
T00010,0.67972,-0.148758,1.392277,1.358731,-2.730743,0
T00011,1.818512,-0.813599,0.228425,-1.010612,0.142691,0
T00012,0.186062,0.169773,-0.04105,1.25038,-1.255352,1
T00013,0.814732,-0.925344,-1.051571,0.029749,-0.37052,1
T00014,-0.162857,0.958368,1.041192,-0.720598,-0.226203,0
T00015,-2.315444,0.37587,0.567956,0.599221,0.574867,1
T00016,-1.421169,-0.185833,0.657446,-0.698463,-1.045657,0
T00017,-0.094641,0.183105,-0.330259,-0.866374,0.248339,0
T00018,-0.715307,-1.370932,-0.533285,1.827872,0.724333,1
T00019,-0.333187,0.318644,-0.228274,-0.001491,-1.397171,0
T00020,1.324328,1.636942,-0.680929,-1.346791,0.104502,1
T00021,-1.02416,-0.192939,-0.231248,-1.717212,-0.514835,0
T00022,0.080258,1.029219,0.948717,0.883043,-1.587799,0
T00023,0.315876,-1.436406,0.467807,1.091893,-1.505375,0
T00024,-0.936541,-0.001638,-0.412229,0.362743,-2.696584,0
T00025,1.355636,0.647025,1.690719,1.48302,1.961095,1
T00026,1.557832,1.140773,-0.399752,-0.308482,0.833175,1
T00027,-0.810348,0.150617,-1.26875,-1.94267,-0.704271,0
T00028,-0.685218,-0.803868,1.399806,0.20023,0.308475,0
T00029,-0.089953,-0.931204,-0.713413,-0.517653,1.501844,1
T00030,0.25387,1.281155,1.070496,-0.242846,-0.213039,0
T00031,-0.109591,-0.371721,-0.998293,0.513004,0.332429,1
T00032,-0.309406,-0.421556,-0.227773,0.109057,0.792082,1
T00033,0.6021,-0.126653,-2.308182,0.701835,-0.005543,1
T00034,-0.516919,-0.291845,0.958642,-1.221973,-0.260257,0
T00035,1.710874,-0.941226,0.175125,1.157025,-0.062535,0
T00036,-1.241839,-0.114693,2.237111,0.434584,-0.242892,0
T00037,1.448821,-0.3408,-0.321199,0.024511,0.18927,1
T00038,1.3782,-2.378938,-0.235439,1.049411,0.134102,1
T00039,-0.207617,0.84203,-0.37632,-0.132906,0.556613,0
T00040,1.881493,-1.114529,-1.257259,-0.277272,0.540588,0
T00041,0.329049,-0.406451,1.91302,1.30851,-1.333061,0
T00042,-1.29762,-0.96179,-0.307727,0.936828,-1.914538,0
T00043,-0.0179,0.97099,0.905713,-0.05819,1.604845,1
T00044,0.377409,-1.117394,-0.623415,0.817981,-0.389898,0
T00045,-1.044262,1.425956,-1.057941,-0.429251,0.530318,1
T00046,0.11509,-0.0119,-0.041074,-0.502307,-0.371588,1
T00047,-0.161435,1.03276,-0.141628,0.043728,-1.108207,0
T00048,0.535166,-0.208399,-0.839401,-0.542866,0.729679,1
T00049,-0.570744,-0.654275,0.533612,1.192929,-1.222971,0
T00050,-2.040552,-0.257657,-0.178743,0.843446,1.288235,1
T00051,0.305878,-0.078665,0.107984,-0.435816,-0.006669,0
T00052,-0.365173,1.053756,0.175443,1.88719,-1.353422,1
T00053,-0.220536,0.118366,-1.663216,0.54548,1.105884,1
T00054,-2.341287,1.788427,1.191338,0.095926,-1.605872,0
T00055,-0.743892,-0.159605,-0.20499,0.9664,-1.481172,0
T00056,1.331481,0.807894,2.259821,0.685158,0.099705,1
T00057,0.315229,0.739432,0.722783,-1.448538,-0.915053,1
T00058,-1.197056,-0.492136,0.079692,0.059074,-1.374133,0
T00059,0.236811,1.70478,1.351641,0.182885,-0.563301,1
T00060,-0.548365,2.018134,-2.055825,-1.769237,0.884399,1
T00061,0.717995,-0.026593,-0.81525,0.133001,-0.679267,1
T00062,-0.483825,0.082473,0.713813,0.814462,-1.314354,0
T00063,-0.015166,-0.412438,-0.042914,-0.454721,0.152093,0
T00064,0.633426,-0.085395,0.778457,0.796457,-1.028659,0
T00065,-0.662311,-0.790568,0.881963,0.022148,0.459335,0
T00066,-0.100269,-0.141086,0.738339,0.699588,-0.401167,0
T00067,0.426087,-0.517537,0.426083,-0.635385,0.790308,1
T00068,1.086277,-0.039483,0.389561,1.840093,2.671028,1
T00069,-0.611875,-0.646843,0.237332,1.441828,1.165795,1
T00070,0.55198,-1.537891,-0.399701,-0.645672,0.992949,0
T00071,-0.208255,-0.119826,1.407403,-0.326467,-0.175975,0
T00072,-0.862364,-0.733663,0.772499,-1.750826,0.58396,0
T00073,-0.657921,0.471495,-1.261234,0.570868,0.225558,1
T00074,-1.822654,0.911194,-0.498636,0.739906,-0.79085,1
T00075,0.007451,1.830558,-0.554976,1.841276,-0.126263,1
T00076,-0.730529,0.033073,-0.537833,-0.090591,-0.07098,1
T00077,-0.088133,-1.011937,0.648645,0.748147,0.790446,0
T00078,-0.104354,2.001738,0.876379,0.199217,0.129371,0
T00079,0.151771,0.228414,-0.064952,-0.230622,-0.092681,1
T00080,1.468288,0.677118,-0.830392,0.866609,-0.65529,1
T00081,-0.796736,0.176964,0.815422,0.341205,1.189175,0
T00082,-0.20734,0.754408,0.651678,-0.095031,1.749676,1
T00083,-0.148895,-1.534845,1.011479,1.158011,-0.728357,0
T00084,-0.835173,1.827649,1.943017,-1.148063,-0.928355,0
T00085,0.277572,0.695193,0.352056,0.359634,0.41171,1
T00086,-1.342606,0.146559,-1.576316,0.191181,0.454872,1
T00087,1.410418,-0.056966,1.092615,3.046586,0.200564,1
T00088,0.104823,0.821874,1.896051,-0.181027,-0.47398,0
T00089,-0.61498,0.624073,0.756469,0.372207,0.600314,1
T00090,0.371774,0.596032,1.595248,-1.649866,2.11177,1
T00091,-0.239312,0.338652,-1.541265,2.600682,-2.088138,0
T00092,1.077145,0.348304,-0.420846,2.37639,-0.747505,1
T00093,-0.518612,-0.404314,-1.168855,2.42641,-0.095683,1
T00094,0.549271,-0.097324,1.45239,-0.390322,-0.103747,0
T00095,-0.396334,-0.398523,-0.763593,1.732464,0.42926,1
T00096,-1.286053,-0.117245,0.549651,0.478806,0.34067,0
T00097,-0.35526,-0.401025,-0.333706,0.970734,1.588074,1
T00098,-0.734583,-0.526191,0.974965,1.238598,-0.0755,1
T00099,0.794912,-0.537113,0.66452,-0.290359,-1.039469,0
T00100,-0.28299,1.592766,-0.432245,0.082799,1.995961,1
T00101,-0.546592,-0.998925,-0.906682,1.15376,0.778184,0
T00102,0.719632,0.807455,0.552065,1.184027,-0.479299,1
T00103,-1.271607,-1.841705,-0.239873,0.183099,-1.042728,0
T00104,-0.209537,0.891246,-0.719203,-0.635275,0.64463,1
T00105,0.468971,0.799283,-0.305918,-0.414934,-0.042956,1
T00106,-0.233733,1.092451,0.920822,-1.887017,0.169038,0
T00107,0.268227,1.625922,0.482716,0.088699,1.060158,1
T00108,0.111162,0.217387,-0.951426,0.84652,0.553555,1
T00109,1.076876,1.226944,-0.667263,-0.400708,-0.216781,1
T00110,0.636038,-2.625467,1.646076,1.315509,-0.145638,0
T00111,1.310765,0.58069,0.727463,-1.499636,0.064,0
T00112,-0.096619,-0.720805,0.438513,-0.057839,0.625082,1
T00113,-0.343161,0.272976,1.006055,-0.040592,-0.506529,1
T00114,-0.934421,-2.292548,-0.8007,2.035748,1.650573,1
T00115,0.361272,0.464228,-0.280436,0.373553,-0.041961,1
T00116,1.836419,-1.800306,1.252384,-1.979127,0.689679,0
T00117,0.2014,0.444818,-1.303817,0.219631,-0.422809,1
T00118,-0.318092,-0.100908,1.674178,0.008439,-0.072725,0
T00119,-0.601058,-1.979259,-0.305471,0.210364,2.182185,1
T00120,0.585322,0.119541,-1.393618,0.179024,0.143012,1
T00121,-0.48134,-1.108708,0.412891,0.41376,-0.003725,0
T00122,0.39436,-0.576676,-0.25907,0.962955,1.048827,1
T00123,0.382631,-0.116655,-0.194701,1.756899,1.278896,1
T00124,1.238555,-0.175943,0.214048,-0.227223,-0.991343,1
T00125,-0.560475,-1.591595,1.1422,-0.115559,0.942805,0
T00126,1.271476,1.123825,-0.281946,-1.202886,1.035611,1
T00127,-0.332982,0.675047,0.488827,-0.491305,0.358478,1
T00128,-0.333848,-1.197826,0.054422,1.874908,-1.455159,1
T00129,-1.327169,-0.880643,0.444421,0.442325,-0.661988,0
T00130,-0.791336,-0.946869,1.242532,0.773146,-0.66026,0
T00131,1.35898,-0.534083,-0.185698,0.977645,-0.736565,1
T00132,1.114341,0.949703,1.025245,-0.900506,-0.878472,0
T00133,0.998684,-0.072024,1.015015,0.932727,0.108112,0
T00134,-0.847061,1.409481,-0.096027,1.115787,0.702022,1
T00135,-0.85141,0.717418,2.080956,1.263037,1.02229,1
T00136,1.510292,0.219644,1.541749,1.267241,2.127372,1
T00137,0.994327,0.030856,0.196255,0.401298,-0.500427,1
T00138,-0.216729,-1.589502,-0.319013,0.967347,-1.065506,0
T00139,-0.185344,0.89631,-1.908196,0.500802,0.216188,1
T00140,1.046392,0.241472,1.668237,0.345999,0.911596,1
T00141,-0.395545,0.903039,2.050793,-0.319837,1.588862,1
T00142,1.929807,0.927673,-0.299518,-2.258148,-0.648793,0
T00143,-0.310022,-1.413426,-1.187348,0.270669,-1.403233,0
T00144,0.145479,1.423943,-1.608137,0.196961,-0.692261,1
T00145,-0.423582,0.694128,1.599966,0.989643,-1.393851,0
T00146,-0.374581,-1.213352,-2.824093,1.390014,-0.607785,1
T00147,0.552867,-0.650598,0.758547,-0.049016,0.743509,1
T00148,-1.07348,-0.056497,-1.310071,1.349307,1.050961,1
T00149,-0.531078,-0.218819,-0.209165,-0.254665,1.534891,1
T00150,0.038253,-0.402851,0.073459,-0.383296,-1.326219,0
T00151,-1.676284,-0.993188,0.963309,1.376605,1.288715,1
T00152,0.624199,-1.116863,-0.132894,-0.874961,-0.456292,0
T00153,-0.736266,-0.616921,-1.979547,-0.57277,1.090879,1
T00154,-0.720437,-1.422112,2.201204,-0.030023,1.826994,0
T00155,-0.135218,0.59449,0.602668,-0.655924,0.820795,1
T00156,-1.130722,-0.894069,-0.336428,1.533049,-0.23291,1
T00157,-1.689102,-1.322125,-1.445386,-0.798208,0.66741,0
T00158,-1.701541,-0.667503,-0.312631,-1.045145,-0.75538,0
T00159,-0.352293,1.221686,-0.741967,-0.992871,0.340695,1
T00160,-1.597126,-0.665103,-0.02922,-0.619206,-0.73921,0
T00161,-0.645862,-1.257249,2.468435,-0.279019,1.775045,0
T00162,-0.147993,-0.755633,-0.12088,0.896131,1.113172,1
T00163,0.938081,-1.219961,0.438229,0.137181,-0.020598,0
T00164,-2.165492,-0.558945,-0.481728,-0.654131,0.767632,0
T00165,-0.664879,0.361744,2.073019,-0.871528,-0.194519,0
T00166,0.000475,0.395987,0.377625,1.395338,-0.304734,0
T00167,0.90714,1.027405,-0.791504,0.056368,-0.879903,1
T00168,0.315549,0.406145,0.913032,-1.396488,0.749957,0
T00169,-1.024273,-0.421316,-1.39686,1.802777,-0.055167,1
T00170,-0.327854,1.203078,0.179075,-0.298957,0.537376,1
T00171,0.213197,-0.298956,-0.280484,0.306807,0.476816,0
T00172,0.355166,0.357796,-0.095593,0.051402,0.18189,1
T00173,-0.223312,-0.028559,1.852994,1.042069,-0.137307,1
T00174,1.085148,0.247209,1.505306,-0.366117,-1.203075,0
T00175,-1.25771,0.801862,-1.18351,0.319719,-0.629499,0
T00176,-0.217439,0.880478,-0.062789,0.627452,-1.597249,0
T00177,0.650036,0.654185,-1.080984,0.842784,0.328604,1
T00178,0.089738,-0.085977,-0.379548,0.804175,-0.052894,1
T00179,2.386754,-0.035724,-0.766197,-0.301765,0.261569,1
T00180,0.209191,-1.737089,0.328484,-0.144044,-1.312364,0
T00181,-0.092617,0.274991,-0.227139,0.320438,0.426889,1
T00182,-0.22576,0.268862,-1.313908,1.07514,0.670704,1
T00183,0.57868,0.141697,-0.401673,-0.943629,-0.489999,0
T00184,-1.337356,-0.563453,0.919151,0.893701,0.962264,1
T00185,-1.655188,1.371891,1.209295,-0.995794,0.422073,0
T00186,-1.613786,-0.197589,0.384988,-1.685983,-0.962108,0
T00187,-0.507546,0.841109,1.772064,-0.94825,-1.013281,0
T00188,-0.512754,0.824355,-0.438923,0.304599,0.628366,1
T00189,-0.753888,0.687045,-0.142633,0.593199,-1.185239,0
T00190,0.346301,1.903979,0.497743,-1.989706,1.014768,1
T00191,-2.093519,0.337421,0.045635,0.842889,0.384925,1
T00192,0.811654,-0.13711,0.976616,1.048463,-2.045153,0
T00193,-0.092886,1.455342,1.050439,0.109063,-0.302533,0
T00194,1.040798,0.37546,-1.485912,0.637829,-1.540737,1
T00195,-0.556451,-0.043585,-2.059687,-1.587858,-0.019643,1
T00196,0.110642,1.665562,1.131114,1.26347,0.618719,1
T00197,-0.719613,1.842055,0.036262,-1.751276,0.915043,1
