user_id,item_id
U0000,I0006
U0000,I0010
U0000,I0042
U0000,I0054
U0000,I0059
U0001,I0016
U0001,I0024
U0001,I0043
U0001,I0049
U0001,I0050
U0001,I0058
U0002,I0007
U0002,I0014
U0002,I0016
U0002,I0027
U0002,I0028
U0002,I0047
U0002,I0050
U0002,I0053
U0003,I0004
U0003,I0018
U0003,I0056
U0003,I0057
U0003,I0059
U0004,I0009
U0004,I0012
U0004,I0013
U0004,I0024
U0004,I0025
U0004,I0039
U0004,I0043
U0004,I0048
U0004,I0049
U0005,I0001
U0005,I0015
U0005,I0023
U0005,I0041
U0005,I0042
U0005,I0046
U0005,I0056
U0006,I0007
U0006,I0033
U0006,I0039
U0006,I0051
U0006,I0057
U0006,I0058
U0007,I0003
U0007,I0005
U0007,I0028
U0007,I0030
U0007,I0038
U0007,I0041
U0007,I0042
U0007,I0058
U0008,I0001
U0008,I0010
U0008,I0011
U0008,I0012
U0008,I0029
U0008,I0032
U0008,I0034
U0008,I0046
U0008,I0058
U0009,I0001
U0009,I0024
U0009,I0040
U0009,I0042
U0009,I0054
U0010,I0002
U0010,I0009
U0010,I0012
U0010,I0030
U0010,I0035
U0010,I0037
U0010,I0046
U0011,I0010
U0011,I0011
U0011,I0016
U0011,I0036
U0011,I0054
U0011,I0058
U0012,I0004
U0012,I0014
U0012,I0034
U0012,I0035
U0012,I0038
U0012,I0042
U0012,I0050
U0012,I0054
U0013,I0003
U0013,I0006
U0013,I0009
U0013,I0017
U0013,I0024
U0013,I0026
U0013,I0032
U0013,I0055
U0014,I0004
U0014,I0012
U0014,I0020
U0014,I0033
U0014,I0037
U0014,I0038
U0014,I0043
U0014,I0044
U0015,I0001
U0015,I0002
U0015,I0008
U0015,I0020
U0015,I0046
U0016,I0000
U0016,I0006
U0016,I0015
U0016,I0017
U0016,I0018
U0016,I0022
U0016,I0044
U0016,I0045
U0016,I0049
U0017,I0008
U0017,I0011
U0017,I0014
U0017,I0017
U0017,I0046
U0018,I0012
U0018,I0034
U0018,I0038
U0018,I0040
U0018,I0051
U0019,I0004
U0019,I0005
U0019,I0006
U0019,I0011
U0019,I0014
U0019,I0020
U0019,I0035
U0019,I0055
U0019,I0057
U0020,I0005
U0020,I0006
U0020,I0007
U0020,I0033
U0020,I0035
U0020,I0040
U0020,I0054
U0020,I0056
U0021,I0016
U0021,I0039
U0021,I0040
U0021,I0044
U0021,I0048
U0021,I0050
U0021,I0055
U0021,I0058
U0022,I0002
U0022,I0014
U0022,I0021
U0022,I0024
U0022,I0034
U0022,I0039
U0022,I0043
U0022,I0057
U0023,I0007
U0023,I0020
U0023,I0026
U0023,I0029
U0023,I0031
U0023,I0033
U0023,I0035
U0023,I0046
U0023,I0059
U0024,I0006
U0024,I0014
U0024,I0019
U0024,I0029
U0024,I0037
U0024,I0044
U0024,I0053
U0025,I0033
U0025,I0040
U0025,I0043
U0025,I0048
U0025,I0049
U0025,I0056
U0025,I0058
U0025,I0059
U0026,I0000
U0026,I0001
U0026,I0012
U0026,I0031
U0026,I0050
U0027,I0000
U0027,I0001
U0027,I0036
U0027,I0051
U0027,I0057
U0028,I0002
U0028,I0012
U0028,I0027
U0028,I0037
U0028,I0048
U0029,I0005
U0029,I0007
U0029,I0017
U0029,I0019
U0029,I0028
U0029,I0030
U0029,I0034
U0029,I0037
U0030,I0011
U0030,I0019
U0030,I0025
U0030,I0034
U0030,I0036
U0030,I0059
U0031,I0010
U0031,I0011
U0031,I0035
U0031,I0049
U0031,I0050
U0031,I0058
U0032,I0016
U0032,I0029
U0032,I0047
U0032,I0049
U0032,I0058
U0033,I0011
U0033,I0015
U0033,I0027
U0033,I0037
U0033,I0044
U0034,I0003
U0034,I0004
U0034,I0005
U0034,I0010
U0034,I0019
U0034,I0035
U0035,I0005
U0035,I0027
U0035,I0039
U0035,I0044
U0035,I0046
U0035,I0058
U0036,I0005
U0036,I0009
U0036,I0020
U0036,I0021
U0036,I0028
U0036,I0030
U0036,I0032
U0036,I0050
U0037,I0002
U0037,I0011
U0037,I0012
U0037,I0021
U0037,I0031
U0037,I0033
U0037,I0041
U0037,I0042
U0037,I0050
U0038,I0001
U0038,I0007
U0038,I0008
U0038,I0009
U0038,I0017
U0038,I0032
U0038,I0035
U0038,I0053
U0039,I0005
U0039,I0009
U0039,I0011
U0039,I0023
U0039,I0027
U0039,I0033
U0039,I0041
U0039,I0046
U0039,I0057
U0039,I0059
