item_id,embedding,label
I0000,"[2.568213, -4.838348, 0.60651, -1.092478, -3.942813, 1.367155, 3.796174, 4.832241, -5.2e-05, 3.393849, -1.63588, -1.238983, 2.379363, -1.127355, 0.013124, -3.541583]",c5
I0001,"[-4.674577, 1.855261, 1.308025, -1.475524, 0.950072, 4.08799, 0.63013, 1.299582, -0.936637, 2.418291, 0.785242, -6.314954, -1.061463, 1.528235, -2.764731, -0.470844]",c0
I0002,"[-0.444666, -3.943808, 1.666442, 4.059497, -1.388764, 2.50598, 4.418376, 3.069794, 1.691389, -0.874567, -0.181683, -3.861709, -0.030171, 4.624036, 0.778868, -0.195118]",c1
I0003,"[-1.665706, 2.683571, 0.401736, -1.117429, 0.366251, -1.588828, 1.834955, -2.994245, 0.974037, 0.521002, 1.14478, -3.611844, -4.212495, 2.304476, -0.964627, 3.157895]",c2
I0004,"[2.22562, -3.294581, 1.345449, -0.334062, -2.881446, 1.053247, 2.903228, 5.319893, -1.26727, 3.352077, -1.239728, -1.707998, 2.693551, -1.069561, 1.001586, -1.709943]",c5
I0005,"[3.037538, -2.821081, 0.77821, -1.231169, -4.462564, 1.786607, 4.128647, 5.433816, 0.803311, 4.041008, -1.118171, -1.691872, 4.273175, -1.175813, 0.76632, -3.192248]",c5
I0006,"[-0.185744, -3.494492, 0.422926, 3.858302, -3.496685, 2.062769, 4.493688, 2.499706, 1.503575, -0.564696, -1.4085, -2.048225, -1.274549, 5.060593, 0.578835, 0.486276]",c1
I0007,"[-2.910286, 7.305771, -4.300726, -1.998459, 2.181752, -1.609086, 4.4701, -0.843623, -5.986598, -3.123133, 5.757421, 2.414385, 0.198134, 3.413933, -2.421866, 1.789208]",c4
I0008,"[5.425826, 0.115804, -1.885552, 1.367206, -1.755715, 1.755807, -0.114464, -4.100044, 4.234973, 3.788856, -2.750117, -1.692486, -2.469675, 5.477291, -1.025079, 0.128491]",c3
I0009,"[-3.061038, 7.54503, -3.21158, -2.091529, 2.048039, -0.467939, 3.914642, -1.989647, -7.142654, -3.731126, 6.864992, 2.26296, 1.881711, 1.129655, -2.320966, 1.028813]",c4
I0010,"[-3.038767, 9.745826, -3.604837, -1.853737, 0.908424, -2.158696, 4.063369, 0.005976, -6.507695, -4.204288, 5.153183, 0.729217, 0.161328, 1.344015, -2.996981, 0.843033]",c4
I0011,"[2.261825, -3.612022, 1.242728, 0.31048, -4.114532, 0.899777, 2.643284, 5.025869, -0.747892, 3.279149, -1.29916, -1.793285, 2.772086, -1.540787, 0.373146, -2.68225]",c5
I0012,"[-0.385186, -4.311608, 1.619179, 3.968149, -2.080379, 2.157988, 5.029122, 3.41487, 1.964844, -1.70719, -2.751852, -3.662959, -1.288162, 4.755544, 1.621833, 1.379522]",c1
I0013,"[-3.095825, 7.960004, -3.155123, -1.878617, 1.859783, -0.974931, 4.491092, 0.792235, -6.308172, -3.364126, 6.739453, 1.829327, 1.3932, 1.087387, -3.024269, 1.261557]",c4
I0014,"[0.384355, -3.475091, 1.600108, 4.410356, -2.407458, 3.124861, 3.780894, 2.632979, 1.912925, 0.060793, -1.027016, -3.436291, -0.358336, 4.607949, 2.260444, -0.254587]",c1
I0015,"[-4.865355, 2.658073, 2.027143, -0.976448, 1.679352, 3.870673, 0.635708, 0.816614, 0.291751, 2.934864, 0.06576, -6.079722, -1.835697, 1.902136, -2.563413, 0.080422]",c0
I0016,"[-3.906856, 7.715207, -3.871287, -2.152482, 1.889419, -1.539126, 3.784994, -0.942613, -7.086084, -3.871813, 5.438964, 2.494279, -0.171598, 1.527755, -1.698938, 0.519233]",c4
I0017,"[2.383661, -2.506729, 1.836986, 0.846184, -3.886498, 2.659785, 3.90247, 5.241838, -0.382418, 4.015022, -1.443378, -1.557513, 2.176481, -1.855451, 0.62069, -3.40659]",c5
I0018,"[-2.454709, 7.754091, -3.264047, -2.133104, 1.899746, -2.562622, 3.139444, -0.055881, -7.059441, -2.950488, 4.915224, 2.630689, -0.271684, 1.481001, -2.560539, 1.612507]",c4
I0019,"[0.65309, -4.587496, 1.026423, 4.096838, -2.193113, 3.050082, 6.007896, 2.814161, 0.906922, -1.219916, 0.203062, -2.718023, -1.113018, 4.255856, 2.069978, -0.015371]",c1
I0020,"[3.321589, -3.609166, 0.779258, -0.572789, -3.676785, 1.501642, 4.139055, 6.926194, 0.282075, 3.057417, -1.393397, -1.808659, 2.793665, -1.847126, 0.029891, -2.58198]",c5
I0021,"[-4.38495, 3.408119, -0.435975, -1.805349, 1.867424, 4.52516, 0.199986, 1.008099, -0.083121, 3.424465, 1.576925, -5.042783, -0.787552, 2.567749, -1.86699, -0.818783]",c0
I0022,"[4.242767, -0.193565, -3.532247, -0.517489, -1.087996, 3.07571, -0.153101, -4.496748, 4.173374, 1.960613, -2.155241, -1.900621, -3.140427, 3.884703, 0.737371, -0.015079]",c3
I0023,"[-2.334658, 8.867532, -2.570199, -1.144868, 1.38847, -1.615592, 4.401912, -1.273954, -6.149676, -3.725436, 5.910501, 2.653076, -0.491019, 1.041369, -2.073397, 0.561098]",c4
I0024,"[2.10016, -3.263968, 1.21436, -0.063422, -3.023526, 1.312527, 3.782808, 4.760839, 0.149421, 3.265324, -1.284072, -1.3225, 1.988576, -1.572868, 0.328385, -3.555522]",c5
I0025,"[-0.184557, -4.915619, 0.530784, 5.011426, -2.188095, 2.543455, 4.465319, 3.676985, 0.709431, -1.853994, -0.708371, -3.064149, 0.086802, 4.724186, 2.714847, 0.898875]",c1
I0026,"[-3.876119, 1.967543, 0.496715, -0.048866, 2.611989, 4.13991, -0.077912, 1.647368, -1.761894, 2.893983, 1.442539, -6.188656, -2.134856, 1.949387, -0.848577, 0.07573]",c0
I0027,"[4.293356, -0.241302, -2.90104, -0.453093, -0.135355, 2.654565, 0.884432, -4.032797, 3.311959, 2.150757, -3.735916, -2.332737, -2.633139, 3.117465, -1.174257, 0.389029]",c3
I0028,"[1.838681, -2.988346, 0.956374, -0.618894, -4.41548, 0.697448, 4.590354, 5.510047, -1.121126, 3.627343, 0.134583, -1.819598, 2.179026, -0.408176, -0.015571, -3.763387]",c5
I0029,"[-3.710824, 1.855998, 1.432619, -0.921228, 0.26186, 3.916965, 0.63482, 1.399005, -1.247823, 2.418754, 1.105726, -5.400824, -1.192022, 2.400869, -2.483123, -0.543129]",c0
I0030,"[-0.158199, -2.077835, 0.328852, 4.246288, -1.930211, 1.758434, 5.15755, 2.665498, 1.143841, -0.588597, -0.951157, -3.860533, -0.981718, 4.364639, 2.094422, 0.534054]",c1
I0031,"[-3.65306, 8.237027, -2.231429, -1.949262, 1.898942, -1.592115, 3.981701, -0.672418, -7.136125, -3.038537, 6.687589, 1.676966, 0.370621, 2.005709, -3.905185, 1.112711]",c4
I0032,"[-1.261889, 1.455, -0.323514, -0.553901, 0.903649, -1.166849, 2.561736, -2.009273, 1.177053, 1.235291, 1.385599, -3.820033, -5.243214, 2.330331, -1.954153, 3.309366]",c2
I0033,"[5.557118, -1.075265, -2.292644, -0.69761, -1.187882, 2.024212, 0.275977, -4.679744, 4.89966, 2.858995, -3.928083, -2.602124, -2.038149, 4.541294, -1.57299, 0.786331]",c3
I0034,"[-2.073588, 1.808021, -1.414716, 0.200376, 0.046964, -1.932567, 1.848321, -2.811754, 0.813305, 1.151831, 0.227797, -3.726971, -4.023963, 1.83652, -1.194475, 3.434102]",c2
I0035,"[-0.64843, -3.283899, 1.501123, 4.017346, -3.227096, 2.242721, 3.882804, 2.235857, 2.392937, -1.181319, -1.523548, -3.282121, 0.77513, 5.964038, 0.160213, 0.138039]",c1
I0036,"[1.789578, -4.132025, 1.206279, -0.899667, -4.324937, 0.973671, 3.302285, 4.116789, -0.534366, 3.410583, -1.27167, -2.206269, 2.863537, -1.747827, 0.94207, -2.278529]",c5
I0037,"[-3.680781, 2.738632, 0.259213, -1.106025, 1.075863, 3.272442, 0.946153, 1.172643, -1.136225, 2.963683, -0.660907, -5.542853, -0.638722, 2.450827, -1.567767, -1.871847]",c0
I0038,"[-2.534993, 8.834302, -2.506875, -1.955251, 1.799503, -2.886751, 3.576677, -0.407417, -6.41064, -3.35595, 6.351872, 1.164751, 0.388765, 2.331141, -2.515429, 1.181499]",c4
I0039,"[-1.645171, 2.380336, -0.992188, -0.420175, 2.244123, -1.944924, 2.624938, -2.969113, 1.210278, 1.072431, 0.630845, -3.839841, -3.492606, 1.40067, -0.921303, 2.561985]",c2
I0040,"[-2.463398, 7.677995, -2.477532, -1.508, 1.181152, -1.212423, 3.899706, -1.377169, -6.826118, -2.209373, 6.227775, 2.066437, 0.1115, 1.112004, -3.103572, 1.293016]",c4
I0041,"[0.226532, -4.530657, 0.854072, 4.83573, -2.184595, 3.237799, 4.670739, 2.768747, 1.116258, -0.027825, -1.44683, -2.662707, -0.193078, 4.060587, 1.655012, 0.743194]",c1
I0042,"[-0.202289, -3.556166, 0.779953, 3.84078, -1.976582, 2.860204, 4.279155, 3.171605, 1.470191, -0.417244, -2.118103, -3.628276, -0.602622, 5.5345, 1.315045, 0.572181]",c1
I0043,"[-1.6787, 1.317294, 0.068786, -0.055422, 1.087759, -2.215461, 2.758093, -2.961626, 0.910217, 1.42308, 1.184953, -2.179038, -4.599618, 0.721485, -0.894578, 2.423256]",c2
I0044,"[4.184305, -0.066881, -3.10134, -0.82414, -1.675378, 2.786463, -0.176361, -4.604127, 3.362232, 3.182351, -3.080864, -3.382846, -2.672375, 2.606878, -1.15098, 0.631395]",c3
I0045,"[-2.672696, 2.174567, -0.786442, 1.23252, 0.925222, -1.798753, 2.209586, -2.93965, -0.21494, 1.069133, 1.634187, -2.632112, -4.910915, 1.582004, -0.884845, 2.130497]",c2
I0046,"[5.044289, -0.255232, -2.591999, 0.543521, -1.061003, 1.350282, -1.031429, -3.490531, 3.579332, 2.305848, -4.087202, -2.10812, -2.972969, 3.509695, -0.382426, -0.539917]",c3
I0047,"[-4.10242, 2.243081, 0.379728, -0.359916, 1.894989, 2.859203, 1.226542, 0.719813, -1.339385, 3.067695, -0.174524, -4.446187, -2.267412, 3.955755, -1.910542, -1.003802]",c0
I0048,"[-2.024449, 8.253628, -2.059907, -2.383945, 1.177581, -0.488564, 3.534117, -0.668745, -7.571968, -3.557239, 6.699235, 2.653719, 0.431651, 3.273708, -2.882413, 1.3746]",c4
I0049,"[-4.800005, 1.31263, 1.223997, -1.065771, 0.722078, 3.565224, 1.488331, 1.010625, -1.296506, 4.094296, -0.165466, -4.821784, -0.551294, 2.004864, -2.216725, -0.809247]",c0
I0050,"[2.572375, -3.347922, 1.481569, -1.018679, -3.626183, 0.846775, 3.79348, 4.557285, 0.667226, 2.556933, -0.564117, -1.79168, 2.122928, -1.76265, 2.053669, -2.473117]",c5
I0051,"[3.2231, -4.049067, 0.561644, -0.571703, -3.289007, 1.989094, 3.416477, 4.69465, -0.795721, 4.22698, -0.454746, -1.206436, 3.371424, -1.247791, -0.413321, -2.656503]",c5
I0052,"[-5.294938, 2.192559, 0.970164, -1.369185, 1.904075, 3.000879, 1.62192, 1.817897, -0.642534, 2.8328, -0.571022, -5.466367, -1.958244, 2.991811, -1.928531, -0.332058]",c0
I0053,"[-2.904583, 8.995, -3.148815, -1.103103, 0.831612, -1.814346, 3.403904, -0.545072, -6.741039, -3.47844, 6.155623, 2.80307, 0.793346, 2.233666, -3.528426, 0.184805]",c4
I0054,"[-3.404676, 3.966862, 0.818916, -0.149889, 2.034531, 3.073582, 0.564111, 0.917948, -0.796051, 3.303629, 0.366142, -5.955464, -1.000097, 1.936668, -2.644777, -0.84574]",c0
I0055,"[1.640589, -3.111989, 1.093536, 3.798874, -2.202267, 2.632339, 4.537753, 2.06879, 0.643226, -0.518291, -1.126015, -3.047154, -1.473937, 3.823349, 1.121385, 0.393932]",c1
I0056,"[-2.167219, 1.831527, -0.788164, -0.469242, 0.591969, -0.793533, 1.957616, -3.407718, 0.630376, 0.714508, 0.932531, -2.299735, -3.071893, 1.869886, -1.234083, 2.577107]",c2
I0057,"[3.696305, -0.078645, -2.091366, 0.261991, -1.052883, 0.791547, 0.845314, -3.612141, 4.048931, 2.708537, -3.601794, -2.569787, -2.635018, 3.633572, -0.516152, -0.016115]",c3
I0058,"[-3.610009, 2.202011, 2.389234, -0.838152, 1.953149, 2.836932, 1.13948, 2.880342, -0.500374, 3.30226, 1.766531, -5.367844, -1.365801, 1.631539, -2.426211, 0.724078]",c0
I0059,"[5.163095, -0.804596, -3.216241, -1.13719, -1.116836, 3.05447, 0.588826, -6.014705, 4.219605, 2.27935, -3.883906, -0.963928, -1.618037, 2.968231, -0.820033, 0.596367]",c3
I0060,"[4.206634, -0.475241, -3.952256, -1.085531, -1.018828, 1.789444, -1.556287, -4.448988, 3.836462, 3.221628, -2.137358, -2.649066, -2.725099, 4.114583, -0.754505, -0.168104]",c3
I0061,"[-4.224631, 2.7305, 0.34178, -0.874821, 0.852185, 4.388947, 0.310593, 1.279003, -1.520122, 3.376093, 0.611084, -4.320716, -0.266079, 2.46595, -2.992016, -0.867366]",c0
