row_id,b_val
R00000,-6.8292
R00002,-8.1245
R00003,-6.0551
R00004,-2.6719
R00006,0.5703
R00007,-2.7782
R00008,-3.9253
R00009,-2.5399
R00010,-6.3968
R00011,-7.5621
R00012,-7.044
R00014,4.3291
R00015,3.7252
R00016,-4.8677
R00017,2.2699
R00018,-1.3394
R00019,-1.1121
R00020,-10.9289
R00021,-0.0504
R00022,-10.2159
R00023,2.017
R00025,0.2922
R00026,-2.4209
R00027,4.3321
R00028,-2.811
R00029,2.9478
R00030,10.6743
R00031,-1.7444
R00032,-12.512
R00033,3.2086
R00034,-4.8196
R00035,-6.0179
R00036,-9.8487
R00037,-11.7343
R00038,2.9928
R00039,-6.2688
R00040,0.9872
R00043,-8.223
R00044,9.6211
R00045,-0.4359
R00046,-7.4848
R00049,2.9513
R00050,-1.6353
R00051,-0.9547
R00052,-15.5271
R00053,-2.9871
R00054,-1.4812
R00066,4.4268
R00067,1.8061
R00068,-0.5167
R00069,6.3043
R00070,0.3091
R00071,-5.7383
R00072,-7.2923
R00073,4.3986
R00074,-5.17
R00076,-5.8066
R00079,-3.727
R00080,-2.0149
R00081,0.302
R00082,-6.6756
R00083,-6.5151
R00084,-2.5433
R00086,5.0245
R00087,0.5717
R00088,-3.7066
R00089,6.669
R00090,-1.9642
R00091,-1.0864
R00092,-0.8278
R00093,0.1355
R00095,-3.0051
R00098,-8.4009
R00099,-7.675
R00100,-1.8114
R00101,4.882
R00102,0.0039
R00103,-1.1228
R00105,-2.3052
R00108,4.8113
R00109,-5.6881
R00110,-2.3163
R00111,-3.3934
R00113,-8.326
R00114,-3.3584
R00116,5.4682
R00118,-6.4719
R00119,-4.8096
R00120,-12.122
R00121,-5.2156
R00122,-0.5297
R00123,-0.6836
R00124,0.8502
R00125,-1.7723
R00126,-11.6437
R00127,-3.1732
R00128,-0.7127
R00129,-7.1759
R00130,3.2805
R00131,-5.7028
R00134,-0.4939
R00136,0.2465
R00137,-3.6596
R00139,-2.4973
R00140,-2.1692
R00143,-4.6071
R00144,-3.6926
R00146,-12.5744
R00147,-5.7866
R00148,0.0538
R00149,-6.5042
R00150,-1.8982
R00151,5.4314
R00152,-4.3538
R00154,5.2544
R00156,-4.1557
R00157,-8.9771
R00159,3.188
R00161,-0.5778
R00162,-8.0905
R00163,1.1019
R00164,-4.9672
R00165,-6.4039
R00167,-6.4104
R00170,-5.5376
R00173,-7.6549
R00174,-2.6277
R00175,-0.6115
R00176,-3.0215
R00177,-3.5787
R00178,-9.2354
R00179,-0.5087
R00181,-3.8354
R00182,-1.1497
R00183,-3.3056
R00184,0.9653
R00185,-0.1586
R00186,-7.6269
R00187,-5.499
R00188,-0.4662
R00189,1.4201
R00190,-4.4042
R00191,-3.3288
R00193,-12.2795
R00194,3.2289
R00196,-1.6382
R00199,-4.8287
R00200,-5.6814
R00201,-5.4763
R00202,-5.6565
R00203,-9.842
R00208,6.0545
R00209,3.4637
R00210,-5.8987
R00212,2.5993
R00213,-0.6265
R00214,-5.5997
R00215,-8.7157
R00216,-5.9402
R00217,14.2446
R00218,-5.0381
R00219,-4.7248
R00221,8.9353
R00223,-8.6193
R00224,-7.47
R00225,-3.8176
R00226,-1.5651
R00227,-0.2382
R00228,-6.6609
R00229,-3.4651
R00230,-8.8719
R00231,1.0858
R00233,7.7375
R00234,-9.4791
R00235,-8.8943
R00236,7.1966
R00237,-6.0669
R00239,-5.6935
R00240,-12.5303
R00241,2.652
R00242,-2.8192
R00243,4.7088
R00244,-6.9761
R00245,-0.411
R00246,-17.0329
R00247,2.432
R00248,-2.9278
R00249,-10.8812
R00250,-2.479
R00252,0.7775
R00256,-3.7837
R00257,-1.3501
R00258,-1.8668
R00259,-6.3093
R00260,-1.9898
R00261,-6.7692
R00262,-4.4258
R00264,0.4062
R00265,3.3775
R00266,-6.8502
R00267,-4.7314
R00268,0.3502
R00270,-10.5916
R00271,-11.5438
R00272,9.6774
R00273,3.9185
R00274,-9.0448
R00275,-7.4613
R00277,-0.8195
R00278,0.2177
R00279,0.0468
R00280,-4.5258
R00281,-11.302
R00282,9.5561
R00285,-1.6512
R00286,-6.2291
R00287,0.6649
R00289,1.6654
R00290,-1.0363
R00292,-4.1152
R00293,-3.0814
R00294,2.2332
R00298,-0.4687
R00299,-1.1429
R00301,-17.3232
R00302,-13.3753
R00303,1.938
R00305,-2.8322
R00307,-0.6656
R00308,3.1905
R00309,2.2599
R00310,-2.4415
R00311,-7.6753
R00312,-2.5396
R00313,-5.7765
R00315,-2.7218
R00316,1.7467
R00317,-0.7735
R00318,10.564
R00319,-3.8315
