account_id,label_time,churned
A0000,1773053742000,1
A0001,1773105670000,1
A0002,1773180326000,1
A0003,1773139823000,1
A0004,1773451099000,0
A0005,1772781299000,0
A0006,1772755225000,0
A0007,1772392153000,0
A0008,1773204440000,1
A0009,1772471479000,0
A0010,1772564612000,0
A0011,1772039648000,0
A0012,1772797381000,1
A0013,1772930909000,1
A0014,1773321071000,1
A0015,1772599399000,0
A0016,1772371559000,0
A0017,1773089270000,0
A0018,1772763204000,0
A0019,1772419458000,0
A0020,1772120903000,1
A0021,1772480514000,0
A0022,1773678041000,0
A0023,1772416888000,1
A0024,1772792441000,0
A0025,1772989210000,0
A0026,1773643942000,1
A0027,1772307652000,1
A0028,1773693516000,1
A0029,1773697673000,0
A0030,1772085458000,0
A0031,1773151215000,1
A0032,1773042218000,1
A0033,1772270262000,1
A0034,1772703315000,1
A0035,1773507279000,1
A0036,1773680891000,0
A0037,1772650642000,0
A0038,1773471733000,0
A0039,1773292965000,1
A0040,1772599202000,0
A0041,1773270765000,1
A0042,1773223280000,0
A0043,1772744112000,1
A0044,1772310647000,0
A0045,1772113923000,0
A0046,1772446099000,0
A0047,1772338812000,0
A0048,1772321200000,1
A0049,1773540669000,1
A0050,1773118066000,0
A0051,1773160103000,0
A0052,1772888629000,0
A0053,1773495590000,0
A0054,1773221559000,0
A0055,1772348720000,0
A0056,1772398651000,0
A0057,1772359905000,1
A0058,1772282455000,0
A0059,1773129820000,1
A0060,1772586288000,1
A0061,1772889895000,0
A0062,1772883547000,0
A0063,1772896018000,0
A0064,1772305512000,1
A0065,1773053219000,0
A0066,1773264464000,0
A0067,1773623122000,1
A0068,1772184285000,0
A0069,1773536145000,1
A0070,1773315437000,1
A0071,1772624278000,1
A0072,1771990314000,0
A0073,1773598082000,0
A0074,1773476054000,1
A0075,1772894727000,1
A0076,1773434863000,0
A0077,1772900075000,0
A0078,1773562775000,1
A0079,1773132571000,0
A0080,1772754776000,0
A0081,1772067756000,0
A0082,1772610134000,1
A0083,1772424092000,1
A0084,1773120989000,0
A0085,1772844199000,0
A0086,1772453413000,0
A0087,1772063967000,0
A0088,1773665734000,0
A0089,1772164392000,0
A0090,1773567621000,0
A0091,1772063854000,1
A0092,1772733012000,1
A0093,1772030074000,0
A0094,1773584651000,0
A0095,1773445544000,1
A0096,1773560336000,1
A0097,1772471934000,0
A0098,1772598405000,1
A0099,1773091292000,1
