user_id,item_id
U0000,I0011
U0000,I0020
U0000,I0027
U0000,I0031
U0000,I0038
U0000,I0039
U0000,I0045
U0000,I0054
U0001,I0000
U0001,I0001
U0001,I0020
U0001,I0033
U0001,I0037
U0001,I0047
U0002,I0002
U0002,I0010
U0002,I0011
U0002,I0047
U0002,I0051
U0002,I0054
U0002,I0058
U0003,I0002
U0003,I0003
U0003,I0022
U0003,I0025
U0003,I0034
U0003,I0043
U0004,I0011
U0004,I0013
U0004,I0034
U0004,I0037
U0004,I0051
U0004,I0056
U0005,I0004
U0005,I0017
U0005,I0021
U0005,I0022
U0005,I0029
U0005,I0035
U0005,I0045
U0006,I0005
U0006,I0006
U0006,I0019
U0006,I0030
U0006,I0036
U0006,I0041
U0006,I0053
U0006,I0054
U0007,I0000
U0007,I0004
U0007,I0014
U0007,I0020
U0007,I0025
U0007,I0031
U0007,I0032
U0007,I0033
U0007,I0058
U0008,I0000
U0008,I0026
U0008,I0043
U0008,I0046
U0008,I0049
U0008,I0056
U0009,I0003
U0009,I0009
U0009,I0021
U0009,I0026
U0009,I0029
U0009,I0034
U0009,I0058
U0009,I0059
U0010,I0005
U0010,I0017
U0010,I0034
U0010,I0037
U0010,I0039
U0010,I0045
U0010,I0055
U0011,I0013
U0011,I0033
U0011,I0039
U0011,I0044
U0011,I0054
U0012,I0006
U0012,I0015
U0012,I0019
U0012,I0021
U0012,I0022
U0012,I0031
U0012,I0040
U0012,I0050
U0012,I0055
U0012,I0057
U0013,I0018
U0013,I0019
U0013,I0038
U0013,I0041
U0013,I0052
U0014,I0033
U0014,I0036
U0014,I0043
U0014,I0047
U0014,I0057
U0015,I0010
U0015,I0016
U0015,I0035
U0015,I0044
U0015,I0047
U0016,I0013
U0016,I0015
U0016,I0025
U0016,I0037
U0016,I0038
U0016,I0057
U0017,I0004
U0017,I0008
U0017,I0017
U0017,I0029
U0017,I0033
U0017,I0043
U0017,I0045
U0017,I0046
U0017,I0051
U0017,I0056
U0018,I0005
U0018,I0012
U0018,I0017
U0018,I0028
U0018,I0029
U0018,I0033
U0018,I0038
U0018,I0047
U0018,I0050
U0018,I0052
U0019,I0001
U0019,I0004
U0019,I0010
U0019,I0020
U0019,I0027
U0019,I0028
U0019,I0030
U0019,I0037
U0019,I0051
U0020,I0005
U0020,I0023
U0020,I0031
U0020,I0032
U0020,I0042
U0020,I0046
U0020,I0056
U0020,I0058
U0021,I0010
U0021,I0011
U0021,I0013
U0021,I0015
U0021,I0016
U0021,I0019
U0021,I0052
U0022,I0002
U0022,I0020
U0022,I0021
U0022,I0028
U0022,I0031
U0022,I0032
U0022,I0044
U0022,I0047
U0022,I0056
U0023,I0006
U0023,I0025
U0023,I0037
U0023,I0039
U0023,I0041
U0023,I0051
U0023,I0052
U0023,I0057
U0023,I0058
U0024,I0003
U0024,I0004
U0024,I0006
U0024,I0010
U0024,I0022
U0024,I0035
U0024,I0036
U0024,I0058
U0024,I0059
U0025,I0010
U0025,I0012
U0025,I0015
U0025,I0030
U0025,I0031
U0025,I0043
U0025,I0056
U0026,I0007
U0026,I0015
U0026,I0026
U0026,I0027
U0026,I0028
U0026,I0030
U0026,I0042
U0026,I0052
U0027,I0001
U0027,I0003
U0027,I0028
U0027,I0030
U0027,I0044
U0027,I0045
U0027,I0054
U0027,I0056
U0028,I0004
U0028,I0005
U0028,I0023
U0028,I0027
U0028,I0035
U0028,I0038
U0028,I0047
U0028,I0051
U0029,I0001
U0029,I0003
U0029,I0022
U0029,I0024
U0029,I0033
U0029,I0038
U0029,I0042
U0029,I0045
U0029,I0054
U0029,I0055
U0030,I0009
U0030,I0010
U0030,I0020
U0030,I0039
U0030,I0042
U0030,I0043
U0030,I0045
U0030,I0046
U0031,I0005
U0031,I0013
U0031,I0054
U0031,I0056
U0031,I0058
U0032,I0001
U0032,I0007
U0032,I0010
U0032,I0013
U0032,I0024
U0032,I0034
U0032,I0038
U0032,I0045
U0032,I0046
U0032,I0051
U0033,I0004
U0033,I0029
U0033,I0032
U0033,I0036
U0033,I0049
U0033,I0051
U0033,I0052
U0034,I0002
U0034,I0011
U0034,I0017
U0034,I0023
U0034,I0027
U0034,I0044
U0034,I0045
U0034,I0049
U0034,I0053
U0035,I0009
U0035,I0020
U0035,I0037
U0035,I0039
U0035,I0041
U0035,I0051
U0035,I0056
U0036,I0018
U0036,I0029
U0036,I0035
U0036,I0044
U0036,I0049
U0036,I0051
U0037,I0001
U0037,I0011
U0037,I0017
U0037,I0021
U0037,I0033
U0037,I0035
U0038,I0000
U0038,I0005
U0038,I0009
U0038,I0023
U0038,I0041
U0038,I0045
U0038,I0053
U0038,I0055
U0039,I0000
U0039,I0015
U0039,I0016
U0039,I0021
U0039,I0023
U0039,I0040
U0039,I0043
U0039,I0044
U0039,I0050
