account_id,label_time,churned
A0000,1772335700000,1
A0001,1771977612000,1
A0002,1773207413000,0
A0003,1772310159000,1
A0004,1772581390000,1
A0005,1772895997000,1
A0006,1772749241000,1
A0007,1772989929000,1
A0008,1772384572000,1
A0009,1772766223000,0
A0010,1772635303000,1
A0011,1772002176000,0
A0012,1772091255000,1
A0013,1772435878000,0
A0014,1772574623000,1
A0015,1773203291000,1
A0016,1772022226000,0
A0017,1773673472000,1
A0018,1772714084000,1
A0019,1773266547000,1
A0020,1772716308000,1
A0021,1772886454000,0
A0022,1772158671000,1
A0023,1772531613000,1
A0024,1772892402000,0
A0025,1772683945000,1
A0026,1773174756000,1
A0027,1773536520000,0
A0028,1772063399000,0
A0029,1773450410000,0
A0030,1772511562000,0
A0031,1772479364000,0
A0032,1771980483000,0
A0033,1772221899000,0
A0034,1773264550000,1
A0035,1772783602000,0
A0036,1772456233000,1
A0037,1773250539000,0
A0038,1773296423000,0
A0039,1773334390000,0
A0040,1773523830000,0
A0041,1772056809000,0
A0042,1772195184000,1
A0043,1773571709000,0
A0044,1773636647000,0
A0045,1772997638000,1
A0046,1772140342000,1
A0047,1772364851000,1
A0048,1773403304000,1
A0049,1772944446000,1
A0050,1772977402000,0
A0051,1772925658000,0
A0052,1772143290000,0
A0053,1772721404000,1
A0054,1772681870000,0
A0055,1772091829000,0
A0056,1773651353000,1
A0057,1773253193000,0
A0058,1773548406000,1
A0059,1771995801000,1
A0060,1773631089000,1
A0061,1772950681000,0
A0062,1772286103000,1
A0063,1773217839000,1
A0064,1772036648000,0
A0065,1772729271000,0
A0066,1773577792000,1
A0067,1773281877000,0
A0068,1772255696000,1
A0069,1772036512000,0
A0070,1772777357000,1
A0071,1773138702000,0
A0072,1772552015000,1
A0073,1772949193000,0
A0074,1772635754000,0
A0075,1772536826000,1
A0076,1773529046000,1
A0077,1773586186000,0
A0078,1773187841000,1
A0079,1771980318000,0
A0080,1773655019000,0
A0081,1772676938000,0
A0082,1772851940000,1
A0083,1772421629000,0
A0084,1773592659000,0
A0085,1771988161000,1
A0086,1773537377000,1
A0087,1773653931000,1
A0088,1772452358000,1
A0089,1773291680000,1
A0090,1772252363000,1
A0091,1773044538000,1
A0092,1772867384000,1
A0093,1773673368000,1
A0094,1772667251000,0
A0095,1773584271000,1
A0096,1772035322000,0
A0097,1773215326000,1
A0098,1773396976000,1
A0099,1772706524000,0
