account_id,event_time,credit_score,tier
A0000,1767233265000,484,gold
A0000,1771894184000,506,silver
A0001,1767273370000,682,bronze
A0001,1774746087000,705,gold
A0002,1767270157000,300,bronze
A0002,1771008426000,300,silver
A0003,1767249940000,774,bronze
A0003,1768765922000,721,silver
A0004,1767265942000,579,gold
A0005,1767242471000,398,silver
A0006,1767307666000,707,silver
A0006,1774659025000,675,bronze
A0007,1767277230000,768,silver
A0007,1771509028000,802,bronze
A0008,1767258775000,471,bronze
A0008,1774396058000,488,silver
A0009,1767229930000,674,gold
A0009,1769359677000,687,gold
A0010,1767247206000,746,gold
A0011,1767285639000,395,gold
A0011,1769178049000,465,gold
A0012,1767243798000,542,bronze
A0013,1767280661000,761,bronze
A0013,1772128030000,693,silver
A0014,1767306701000,739,silver
A0015,1767259270000,706,bronze
A0015,1774699649000,626,bronze
A0016,1767282602000,605,bronze
A0016,1768160342000,653,bronze
A0017,1767236176000,750,silver
A0018,1767276533000,716,gold
A0018,1774733762000,794,gold
A0019,1767233680000,448,gold
A0019,1774593341000,511,bronze
A0020,1767261351000,435,silver
A0021,1767245433000,667,silver
A0022,1767264118000,681,gold
A0022,1773778312000,714,silver
A0023,1767238720000,827,silver
A0023,1772142462000,850,gold
A0024,1767242626000,625,gold
A0024,1773301161000,703,gold
A0025,1767243604000,384,gold
A0025,1774477452000,438,gold
A0026,1767244677000,522,silver
A0027,1767242779000,825,bronze
A0027,1773236218000,745,bronze
A0028,1767237036000,487,gold
A0028,1774164712000,451,bronze
A0029,1767295807000,443,bronze
A0029,1774599196000,452,bronze
A0030,1767286607000,312,bronze
A0030,1774368984000,300,gold
A0031,1767235902000,533,silver
A0031,1768787459000,598,silver
A0032,1767295923000,712,bronze
A0033,1767302301000,619,bronze
A0034,1767241082000,547,silver
A0034,1772508719000,518,gold
A0035,1767299326000,440,silver
A0035,1774950513000,385,bronze
A0036,1767308251000,724,gold
A0036,1771579660000,757,bronze
A0037,1767258994000,318,bronze
A0037,1768151294000,300,silver
A0038,1767249635000,355,silver
A0038,1769070955000,310,silver
A0039,1767236188000,595,silver
A0039,1768522140000,528,silver
A0040,1767256798000,680,bronze
A0041,1767226657000,497,bronze
A0041,1774222586000,504,silver
A0042,1767251186000,691,silver
A0042,1774307526000,730,gold
A0043,1767303352000,501,gold
A0043,1770261843000,462,bronze
A0044,1767266501000,832,gold
A0044,1771694209000,845,silver
A0045,1767259015000,389,silver
A0045,1773199389000,416,bronze
A0046,1767239459000,496,bronze
A0046,1773101960000,522,silver
A0047,1767274784000,566,gold
A0048,1767253383000,441,bronze
A0048,1771383796000,481,gold
A0049,1767289105000,764,silver
A0050,1767282790000,456,gold
A0050,1768788103000,458,gold
A0051,1767297412000,820,silver
A0052,1767305370000,476,silver
A0052,1768861840000,541,gold
A0053,1767249040000,848,gold
A0054,1767269060000,448,gold
A0054,1773052540000,434,gold
A0055,1767281475000,545,gold
A0055,1768836671000,553,bronze
A0056,1767247835000,845,bronze
A0057,1767307061000,567,bronze
A0057,1774397898000,566,gold
A0058,1767284873000,448,gold
A0058,1774430301000,453,silver
A0059,1767274432000,485,silver
A0060,1767237459000,805,silver
A0060,1769440379000,732,silver
A0061,1767299609000,712,bronze
A0062,1767298227000,507,bronze
A0063,1767296368000,515,bronze
A0063,1774104299000,453,silver
A0064,1767261880000,335,bronze
A0064,1770855789000,316,bronze
A0065,1767301002000,324,bronze
A0065,1773762760000,300,silver
A0066,1767295478000,497,silver
A0066,1772802217000,512,bronze
A0067,1767258392000,822,gold
A0067,1773658188000,780,gold
A0068,1767306774000,470,silver
A0068,1774815330000,416,bronze
A0069,1767298764000,317,silver
A0069,1774258155000,300,silver
A0070,1767227678000,355,bronze
A0070,1771947018000,300,bronze
A0071,1767283486000,669,bronze
A0071,1770849303000,714,gold
A0072,1767230673000,671,bronze
A0072,1774023030000,670,silver
A0073,1767234699000,577,silver
A0073,1770597324000,649,silver
A0074,1767290670000,830,silver
A0074,1774481127000,763,bronze
A0075,1767234005000,633,silver
A0075,1773773234000,696,silver
A0076,1767279984000,358,silver
A0076,1774910409000,394,silver
A0077,1767248389000,789,bronze
A0078,1767247020000,815,gold
A0078,1772694904000,826,gold
A0079,1767304007000,398,gold
A0080,1767291861000,385,gold
A0080,1773919993000,447,bronze
A0081,1767260015000,624,bronze
A0082,1767246524000,691,silver
A0082,1769195117000,712,silver
A0083,1767252873000,803,gold
A0083,1773623935000,833,bronze
A0084,1767246692000,516,bronze
A0085,1767305846000,313,silver
A0086,1767292536000,721,silver
A0086,1773980645000,795,gold
A0087,1767265873000,805,silver
A0087,1774224536000,850,bronze
A0088,1767273635000,617,bronze
A0088,1767944007000,688,gold
A0089,1767297757000,679,gold
A0090,1767245705000,392,silver
A0090,1770545060000,352,gold
A0091,1767302519000,467,bronze
A0091,1770046420000,510,bronze
A0092,1767284749000,660,silver
A0092,1770064580000,604,gold
A0093,1767254128000,336,bronze
A0093,1768407691000,300,bronze
A0094,1767232134000,490,gold
A0094,1774521901000,555,silver
A0095,1767226188000,394,silver
A0095,1768615543000,474,bronze
A0096,1767311748000,726,gold
A0096,1774057542000,761,silver
A0097,1767274381000,596,gold
A0097,1771998594000,645,silver
A0098,1767294112000,729,silver
A0098,1773605046000,702,bronze
A0099,1767289772000,519,silver
