account_id,event_time,health_score
A0000,1767349052000,47.45
A0000,1773886841000,86.23
A0001,1767394690000,60.98
A0001,1772903972000,92.64
A0002,1767287027000,42.74
A0002,1773144106000,88.24
A0003,1767332386000,42.52
A0003,1774112261000,10.91
A0004,1767280217000,50.59
A0004,1774226987000,5.19
A0005,1767280080000,52.49
A0005,1772948282000,14.69
A0006,1767283544000,57.75
A0006,1773397623000,94.39
A0007,1767310021000,43.68
A0007,1772478267000,89.68
A0008,1767297811000,55.99
A0008,1774043519000,91.84
A0009,1767375228000,53.27
A0009,1772696021000,94.47
A0010,1767398206000,49.08
A0010,1773473566000,91.14
A0011,1767309779000,50.84
A0011,1774118150000,8.92
A0012,1767231271000,46.21
A0012,1773279212000,91.22
A0013,1767349680000,50.21
A0013,1774073314000,6.89
A0014,1767329916000,41.96
A0014,1773929993000,92.57
A0015,1767253430000,46.97
A0015,1773366983000,6.69
A0016,1767347767000,46.26
A0016,1774125911000,13.84
A0017,1767334527000,62.24
A0017,1773921712000,11.66
A0018,1767226595000,50.09
A0018,1772415600000,88.75
A0019,1767258290000,50.2
A0019,1774163690000,10.41
A0020,1767243570000,49.84
A0020,1773882602000,6.29
A0021,1767283086000,48.35
A0021,1773231862000,5.02
A0022,1767225719000,39.43
A0022,1773724444000,90.91
A0023,1767331265000,39.51
A0023,1773904634000,93.19
A0024,1767264987000,48.68
A0024,1773334039000,88.13
A0025,1767293651000,55.01
A0025,1773651061000,5.77
A0026,1767362511000,46.04
A0026,1774077045000,91.49
A0027,1767352052000,53.8
A0027,1773294723000,7.52
A0028,1767285634000,43.01
A0028,1773239648000,6.99
A0029,1767394275000,53.26
A0029,1773909536000,90.18
A0030,1767394838000,59.42
A0030,1772657027000,10.59
A0031,1767302417000,46.93
A0031,1773809748000,86.26
A0032,1767299872000,50.22
A0032,1772779787000,93.62
A0033,1767263355000,49.7
A0033,1773634557000,8.48
A0034,1767371862000,47.05
A0034,1773639859000,11.75
A0035,1767384840000,39.62
A0035,1773144156000,93.89
A0036,1767228701000,52.09
A0036,1774191288000,12.41
A0037,1767305746000,43.22
A0037,1773539717000,6.3
A0038,1767278286000,51.85
A0038,1774528899000,94.89
A0039,1767260564000,51.31
A0039,1773253289000,94.88
A0040,1767258527000,51.12
A0040,1772681473000,12.67
A0041,1767291837000,49.74
A0041,1773544808000,12.54
A0042,1767352487000,53.36
A0042,1773295335000,93.6
A0043,1767281498000,41.13
A0043,1773362692000,94.45
A0044,1767274051000,46.35
A0044,1773443393000,90.15
A0045,1767315861000,55.66
A0045,1773441058000,12.33
A0046,1767336174000,46.54
A0046,1773057281000,10.05
A0047,1767253787000,44.3
A0047,1773967559000,12.02
A0048,1767236630000,43.34
A0048,1773198705000,92.57
A0049,1767375234000,52.98
A0049,1773553389000,93.27
A0050,1767338310000,51.84
A0050,1773504751000,92.48
A0051,1767372141000,52.08
A0051,1773711995000,93.0
A0052,1767311625000,47.2
A0052,1773172776000,94.34
A0053,1767283916000,40.16
A0053,1774263265000,94.54
A0054,1767380495000,52.46
A0054,1773416059000,9.95
A0055,1767288558000,55.08
A0055,1774210130000,89.59
A0056,1767268592000,48.75
A0056,1774328835000,13.19
A0057,1767323116000,43.61
A0057,1774322867000,89.75
A0058,1767297733000,47.1
A0058,1774228867000,89.28
A0059,1767256489000,67.09
A0059,1773273328000,13.86
A0060,1767317801000,52.78
A0060,1774410320000,91.6
A0061,1767297390000,45.0
A0061,1773613104000,85.68
A0062,1767302147000,45.83
A0062,1773841513000,86.33
A0063,1767328746000,54.07
A0063,1772896950000,90.28
A0064,1767295814000,48.63
A0064,1773687016000,89.6
A0065,1767345763000,55.13
A0065,1773515973000,86.23
A0066,1767355918000,53.07
A0066,1772698397000,93.95
A0067,1767319532000,50.0
A0067,1774195878000,86.06
A0068,1767299761000,55.54
A0068,1773001679000,7.37
A0069,1767397428000,54.78
A0069,1773480016000,6.0
A0070,1767387690000,50.42
A0070,1773697954000,93.96
A0071,1767230974000,43.45
A0071,1773544498000,10.36
A0072,1767371659000,50.63
A0072,1774431502000,14.31
A0073,1767343875000,53.81
A0073,1774108150000,88.48
A0074,1767292002000,46.48
A0074,1774327452000,11.73
A0075,1767345469000,46.08
A0075,1773670127000,10.51
