row_id,f1,f2,f3,f4,f5,label
T00000,1.702741,0.40626,-1.273232,0.409419,-1.580676,1
T00001,-0.061218,0.145345,-0.878541,0.858791,-1.113937,1
T00002,-1.364389,-1.887151,1.349517,-1.41809,2.846554,0
T00003,0.681746,-0.042209,-1.643465,0.705915,-0.206815,1
T00004,-0.052834,1.398351,-0.733081,2.669838,0.191535,1
T00005,-0.225744,0.836911,0.641785,1.608517,-0.824939,0
T00006,1.375366,-1.845818,-0.146987,0.651622,0.080164,1
T00007,-0.667525,-0.631525,-0.484627,0.578996,1.580073,0
T00008,-1.127207,-1.678313,0.002661,-0.8474,0.95184,1
T00009,-2.447282,-1.138962,2.459057,1.437876,2.514164,0
T00010,0.358254,1.465105,1.057984,-1.229971,-0.443807,0
T00011,0.528423,-0.392467,1.004896,-1.60023,-0.425211,0
T00012,-1.646831,2.023157,1.726702,0.005203,1.653634,0
T00013,1.167114,1.147475,0.393736,-1.71468,0.251934,1
T00014,0.43149,0.192349,-0.797188,-2.68479,-0.935284,1
T00015,0.000399,1.810376,0.973839,-0.11876,0.350197,0
T00016,-0.386224,0.962094,0.564178,-0.500899,0.646504,0
T00017,-0.766176,1.366704,-0.577904,-1.018262,-0.088789,0
T00018,1.402586,-1.59886,-0.379969,-0.714478,1.197655,1
T00019,0.517668,-0.989105,2.345199,-0.972117,1.185116,0
T00020,0.033783,1.342035,-0.716917,0.410117,0.150723,1
T00021,0.220553,-1.168758,-1.083361,0.346795,-0.420581,1
T00022,0.925252,-1.065977,-0.379528,-1.195334,0.216554,1
T00023,0.948661,-0.143381,1.622999,-1.696481,-0.775141,1
T00024,-0.595146,-0.479661,-3.735831,2.330549,-0.799574,1
T00025,-1.324401,0.183467,0.719237,-0.079831,-0.49174,0
T00026,-1.451239,1.925288,0.471125,0.375064,1.239251,0
T00027,-1.397702,0.0241,-0.016112,-1.059086,-1.027892,0
T00028,1.672816,-0.165176,-1.240448,0.895075,0.004015,1
T00029,0.576858,1.626439,0.624759,-0.39716,-0.502757,0
T00030,1.815501,-0.377986,0.119206,0.804142,0.875091,1
T00031,-1.283992,1.623148,0.262841,0.566757,1.673177,0
T00032,1.154239,-0.918204,1.138675,0.054703,-1.196381,1
T00033,1.809581,0.882861,-0.551878,-0.502579,-1.058827,1
T00034,0.477221,-1.02214,-0.083676,0.455835,-0.842874,0
T00035,0.709115,0.061316,0.367576,-0.911843,0.929265,0
T00036,0.254607,1.644201,0.13636,-1.386054,0.035405,0
T00037,1.173157,-1.354523,-0.307093,1.014251,0.65776,1
T00038,-0.022052,-0.286194,0.579263,-0.465822,-1.649011,1
T00039,0.928941,2.750993,-0.992926,-1.74102,-0.119588,0
T00040,0.178544,2.44599,0.794868,1.135538,-0.035537,1
T00041,0.39607,-1.505089,-1.00578,-0.132322,1.703658,1
T00042,-0.405816,0.667463,-0.365352,1.119564,0.211844,1
T00043,-0.163414,0.810115,-0.511684,-0.276135,0.657216,0
T00044,0.904629,-0.044396,0.797023,-1.155025,-1.438047,0
T00045,-1.885676,1.650751,2.247666,0.964434,0.857384,0
T00046,-0.662156,1.088857,0.620545,0.496679,1.057652,0
T00047,-0.491864,0.56599,0.287136,-0.31651,0.47488,0
T00048,0.626669,0.175202,-0.875149,0.427666,-0.291191,1
T00049,-0.775802,0.148866,0.516086,1.487074,0.649603,0
T00050,-0.710361,-0.717603,1.301446,1.572015,-0.323525,0
T00051,0.84538,1.5213,-0.972733,0.89988,-0.25879,1
T00052,1.074529,-1.060458,1.497625,0.402293,0.209893,0
T00053,0.580234,1.366194,-1.030694,-0.389799,-0.07919,0
T00054,0.780363,-1.511054,0.308048,0.642996,1.671746,1
T00055,0.342544,0.710866,0.804248,-1.52613,-0.631821,0
T00056,-0.894578,-0.524175,0.599765,0.626098,0.381783,1
