row_id,f1,f2,f3,f4,f5,f6,label
R00000,1.241326,-0.87114,-1.713677,-1.720748,-0.82936,-0.143806,0
R00001,1.281726,-0.687469,1.183603,-0.186608,-1.254062,-0.030445,0
R00002,0.119585,-0.233283,0.521668,-2.204303,-1.287818,2.409601,1
R00003,-0.715155,-0.888624,1.973046,-0.718032,0.038177,-0.169451,0
R00004,-0.917298,1.343496,-0.2388,0.042473,1.039743,0.09786,0
R00005,0.078977,-1.172738,1.464748,0.232367,1.393506,-0.128398,0
R00006,2.012091,2.385102,-0.379882,-0.682626,-0.081888,2.420314,1
R00007,2.272105,-0.155051,-1.064845,-1.15549,-0.051061,0.070022,0
R00008,-1.612482,0.454357,0.174258,0.135925,-0.654216,0.1789,0
R00009,1.124277,0.379985,0.909506,-0.069844,0.266379,-0.099545,0
R00010,1.951133,-1.374283,0.034874,-0.407215,-0.355542,-0.082969,0
R00011,-0.370963,-0.69367,2.848359,-1.633325,0.177212,2.351942,1
R00012,0.16367,0.520598,1.831557,1.326395,0.144821,-0.127389,0
R00013,1.215986,0.296601,1.350943,-0.062293,0.800056,2.573218,1
R00014,2.1514,0.563821,1.754032,-0.331005,-0.052234,2.420255,1
R00015,1.192526,-0.354995,-0.07719,0.113468,0.9508,-0.054678,0
R00016,-0.331355,-1.431638,-0.132133,0.44706,0.684835,0.15998,0
R00017,-1.477066,-0.167134,-0.618095,0.020564,0.960819,-0.036262,0
R00018,-0.09195,-1.979075,-1.690671,-0.686164,-0.574674,2.299142,1
R00019,-0.281242,2.372804,-0.419124,0.198413,-1.725386,2.616424,1
R00020,-1.187762,0.461676,0.019289,-0.92875,1.340085,-0.159521,0
R00021,-0.675261,1.617894,0.598517,-2.048113,1.271888,2.61277,1
R00022,-0.240972,1.963467,1.734034,-1.420363,1.566893,2.651569,1
R00023,0.219214,0.13499,0.649429,-0.954043,0.354632,2.465273,1
R00024,-0.239248,-0.20631,0.382715,0.391869,0.330733,2.433122,1
R00025,-0.51568,-0.232217,0.307825,1.142187,1.122984,0.116183,0
R00026,-1.213034,0.357103,-0.239355,1.354978,-0.419376,-0.084468,0
R00027,-1.172002,1.262756,-0.83756,-0.346079,-0.544262,-0.21001,0
