row_id,f1,f2,f3,f4,f5,f6,label
R00000,-0.925284,1.165112,-1.367339,0.148535,-2.10138,-0.51304,0
R00001,-1.432416,-0.077124,1.148746,0.012232,-0.791619,0.869094,0
R00002,-1.979763,-0.332486,0.502322,-0.002217,-0.461986,-0.200256,0
R00003,2.86184,0.774907,-0.283732,0.170036,1.047213,1.575084,0
R00004,-0.750525,0.784866,0.593995,-0.206703,0.259485,-1.282957,0
R00005,0.763264,0.071128,0.88588,-0.0307,-0.783202,-1.337997,0
R00006,0.224558,0.525782,-0.578852,2.368257,-0.495757,-2.383349,1
R00007,-1.139125,-0.817926,-0.116723,0.021315,-0.222894,0.984177,0
R00008,0.532075,-0.403957,1.340443,2.460666,0.436346,0.198001,1
R00009,-0.141254,1.472571,-1.870031,2.810942,0.06516,1.166489,1
R00010,0.243738,-0.598753,0.495123,2.694273,-1.330702,-0.125301,1
R00011,0.855496,2.660691,0.276149,2.44016,0.04488,-0.88321,1
R00012,0.56741,-0.737852,0.431785,2.25528,1.834367,0.331099,1
R00013,1.506122,0.540906,-2.913287,-0.020291,0.207344,0.846758,0
R00014,1.373384,0.964375,-0.038976,-0.198128,-1.001507,-0.643823,0
R00015,0.354241,-0.352539,-0.716559,0.132963,1.127959,-0.25991,0
R00016,1.137449,1.386352,0.51798,0.055005,0.454355,0.57537,0
R00017,0.869097,0.164975,-0.128647,-0.122233,0.443295,1.925097,0
R00018,-0.651913,0.900229,-0.045104,2.534521,-0.936309,0.356823,1
R00019,-0.507609,-0.217272,-0.500912,-0.131124,-0.951561,-0.200697,0
R00020,-1.518356,0.07844,1.619524,-0.041638,-1.37609,-0.288146,0
R00021,-2.02132,-1.039519,-1.360889,-0.153319,0.358802,-0.57934,0
R00022,-0.773283,0.939964,-0.2438,-0.125241,0.430382,-0.931203,0
R00023,0.065729,0.942757,0.704853,2.537892,-0.538005,-1.615743,1
R00024,-1.445757,-0.049067,-1.826503,0.03716,-0.247412,2.071833,0
R00025,1.117317,0.978526,1.107561,2.469795,-0.266549,-0.40064,1
R00026,1.800278,-0.012514,1.740545,-0.177285,1.745455,0.154235,0
R00027,-1.232788,-0.654227,0.005297,-0.062192,-0.45025,-1.132421,0
R00028,0.187522,-1.790152,-1.041372,-0.11127,-0.155398,-0.69694,0
R00029,-1.196935,-0.253474,-1.672384,-0.038934,-0.370499,-1.262899,0
R00030,0.107086,1.316276,0.309129,-0.21723,-1.592433,-0.431731,0
R00031,-0.062416,-0.533299,-0.472236,2.586201,0.19264,0.322783,1
R00032,-1.497008,1.284061,1.0897,-0.082712,-1.069437,-0.442418,0
R00033,0.990025,-1.50462,1.469745,2.696625,-0.827259,-0.892316,1
R00034,1.034138,0.905883,0.838885,2.412539,0.755568,0.018533,1
R00035,0.52743,2.208335,-0.544097,2.61069,-0.280262,-0.415847,1
R00036,0.822768,2.046518,0.563929,-0.005758,0.93511,0.296387,0
R00037,-1.188043,0.924841,-0.466396,2.403577,0.167042,-0.448979,1
R00038,-0.696769,-0.399515,-0.310543,-0.017255,-1.978516,0.914456,0
R00039,0.958554,-0.813702,2.057938,0.160632,0.72196,1.389555,0
R00040,-0.079668,-1.193498,1.405755,0.182176,-0.585394,1.450267,0
R00041,-1.374619,0.729959,0.139988,-0.012983,0.468406,-0.236377,0
R00042,-0.683837,0.639912,1.041512,0.227394,0.866286,0.033061,0
R00043,-0.676557,0.640685,-0.677007,0.083336,1.021341,1.115149,0
R00044,0.966888,-0.587748,-0.392238,-0.151688,-0.115051,0.223278,0
R00045,0.041906,3.067754,-0.787684,2.461395,-1.009653,-1.097834,1
R00046,-1.394188,-0.76562,-1.313586,0.094199,0.845119,-1.339852,0
R00047,2.140612,0.675908,0.475177,0.131534,0.552381,0.848126,0
R00048,0.375929,0.761752,-1.008071,2.475552,2.142405,-0.650671,1
R00049,-0.453331,-0.838542,1.658028,0.091274,0.019899,0.462599,0
R00050,-0.867554,-0.484709,-0.23856,-0.114124,-1.827276,-0.810264,0
R00051,-0.693342,-0.78454,-0.600902,-0.042664,-1.162092,-0.065875,0
R00052,0.734367,-0.172129,-0.652088,0.039914,-1.32971,-0.485457,0
R00053,0.367526,1.460787,0.490627,2.397685,-0.128578,0.46335,1
R00054,-0.472951,-1.669015,1.299501,-0.199437,1.837552,1.233999,0
R00055,-0.336163,-0.818896,2.410525,2.689562,0.343965,1.218386,1
R00056,-1.121016,-0.210598,-0.786728,2.446242,-0.977195,1.306438,1
R00057,-3.126147,0.164648,-0.917748,-0.12162,-0.088225,1.238656,0
R00058,-0.76521,-0.352649,-1.005068,2.514855,0.730446,0.476311,1
R00059,-0.461346,-0.533662,1.814489,0.096498,0.309321,0.82009,0
R00060,-0.38981,1.786326,0.704464,2.535507,-0.024826,0.151206,1
R00061,-0.476647,1.638681,2.905172,0.047331,-0.677672,0.409186,0
R00062,0.701395,1.62495,1.186392,-0.033179,0.512454,-0.281893,0
R00063,-0.952214,0.382691,0.038762,2.247837,-0.238328,-0.51706,1
R00064,0.578994,-0.79711,1.312501,-0.05443,0.648918,0.963082,0
