item_id,embedding,label
I0000,"[0.113194, -0.779784, -2.155791, 0.210428, 3.342062, -2.417852, 5.449648, -4.109952, -4.639386, -2.234871, -0.519555, 0.340987, -3.551448, 0.212, -0.275122, 1.612271]",c5
I0001,"[2.040186, 3.312918, 0.73312, 7.032001, -0.136467, -1.201655, 4.162441, -1.935298, 3.746548, 5.221012, 4.321538, -0.020446, 0.175656, 4.353413, -3.215749, 0.940413]",c0
I0002,"[1.930821, -4.238459, 6.753476, -4.044907, -4.877429, -1.529948, -0.960229, -1.795168, 0.16604, -4.292641, 1.064406, 3.390913, 3.340112, 3.640184, -2.586841, -6.72706]",c3
I0003,"[0.27927, -4.857067, -0.806344, 2.16047, 1.032908, 3.530973, 1.566717, 1.424292, 3.985631, 0.676262, -4.195901, -0.864373, -0.358663, -1.608284, -2.704028, 2.49456]",c1
I0004,"[2.887763, 4.453586, 0.810744, 7.365918, 1.686434, -3.169211, 3.518967, -1.805116, 3.361172, 4.36978, 5.010509, -0.916148, -2.085141, 3.515422, -3.584422, 1.99549]",c0
I0005,"[2.095614, -6.100467, 6.076115, -4.235088, -5.04721, -2.776791, -2.046053, -2.796586, 1.167307, -5.430664, 1.76472, 2.622714, 4.684468, 3.55494, -1.939078, -7.105494]",c3
I0006,"[0.825891, -4.923318, -0.279076, 2.999686, 2.880397, 2.965642, 3.102247, 0.764494, 3.344219, 1.191724, -5.44834, -0.796306, -0.048567, -2.161693, -0.989289, 2.973942]",c1
I0007,"[1.461961, -4.659057, -0.567865, 2.428923, 1.955552, 3.520091, 2.629554, 1.504613, 3.488327, 1.416081, -4.042774, -0.02912, -1.931, -2.722118, -0.887554, 2.57718]",c1
I0008,"[1.552845, -2.170955, 0.236371, 1.179936, -0.882633, 1.269447, 0.099119, -1.748129, 2.621416, 2.332837, -2.336267, 0.675054, -4.387958, -2.2484, -2.748832, -2.968306]",c2
I0009,"[0.842255, -4.764666, 5.554679, -4.015944, -5.544505, -1.724607, -0.651626, -3.000582, 0.318764, -4.526268, 2.46102, 2.329509, 3.274288, 4.128314, -3.141451, -7.462241]",c3
I0010,"[0.775945, -4.302289, -0.184397, 3.008255, 2.102211, 4.193812, 2.590272, 2.301753, 4.184811, 1.189318, -4.301197, -0.268144, 0.293524, -2.18927, -1.52289, 2.67695]",c1
I0011,"[0.350684, -5.321994, 0.104185, 2.094489, 2.535896, 3.454398, 2.062147, 1.243473, 4.695304, 0.709975, -4.750857, -0.566038, 0.094457, -1.800569, -0.646389, 3.734097]",c1
I0012,"[1.380396, -2.590699, -0.555191, 1.335839, -1.138915, 2.035734, -1.075931, -1.807045, 3.125249, 1.422638, -3.031351, 1.546064, -3.869394, -2.760948, -1.09305, -4.038447]",c2
I0013,"[1.28075, -6.352592, 1.774199, -4.436443, -1.190016, -4.008884, -2.763318, -2.093128, -5.218439, -3.930924, -1.957779, 1.310029, 0.955277, 1.482442, -0.135831, 3.889545]",c4
I0014,"[1.341314, -5.749595, 3.98394, -3.568276, -1.11153, -3.647054, -3.243046, -3.298552, -5.162647, -3.950624, -2.671477, 2.065383, 1.327437, 1.556428, 0.390259, 2.611574]",c4
I0015,"[1.431803, -5.837231, 7.279049, -3.749628, -5.865864, -2.267635, -0.126795, -2.649086, -0.564369, -3.636317, 1.244272, 3.437473, 2.990796, 3.04257, -2.654254, -5.610104]",c3
I0016,"[1.02826, -2.522366, -0.964047, 1.789718, -0.334428, 1.719198, -0.137869, -0.799883, 2.795608, 1.826678, -2.349004, 2.376924, -4.035002, -0.996176, -2.403997, -2.701192]",c2
I0017,"[1.756243, -4.499881, 6.955497, -2.856018, -4.320304, -2.894131, -0.535631, -1.954329, 0.811011, -4.827373, 2.796104, 4.294854, 5.065332, 2.849864, -2.850877, -6.706446]",c3
I0018,"[0.376893, 0.125726, -2.641277, 0.864232, 3.779224, -2.124051, 5.176216, -3.451211, -4.184734, -2.167182, -1.090551, -0.153111, -4.186572, 0.776017, -0.142112, 0.794335]",c5
I0019,"[1.783959, -2.989145, -1.420184, 1.437724, -0.998894, 0.845698, 0.404583, -1.131526, 3.027348, 0.913068, -1.626532, 1.860776, -3.827509, -1.120075, -1.550051, -2.622853]",c2
I0020,"[2.160645, 4.39759, 0.342972, 7.615711, 0.970932, -3.209091, 5.613896, -1.494545, 5.054023, 4.434388, 4.993277, 0.579309, -1.665454, 5.746022, -3.094139, 0.472261]",c0
I0021,"[0.82703, -3.168177, -0.841381, 2.194063, -0.651226, 2.051624, -0.008119, -1.368775, 2.56544, 1.290225, -2.508067, 1.100208, -4.291263, -2.479486, -1.783695, -2.953016]",c2
I0022,"[0.574369, -0.581249, -2.398669, 0.385644, 2.681076, -2.312223, 5.622413, -3.850109, -4.459168, -2.511372, -1.244408, -1.343792, -5.085877, 0.741456, -0.265352, 1.922072]",c5
I0023,"[1.009342, -5.99666, 3.329574, -3.458254, -2.34696, -4.324495, -3.955296, -2.747526, -6.997456, -4.285638, -1.422902, 1.70689, 1.165048, 2.488588, 0.299762, 3.05285]",c4
I0024,"[1.646884, 4.393795, 0.750585, 6.090181, -0.108351, -2.370806, 4.256659, -1.225467, 4.19483, 5.412206, 3.862695, 0.585763, -0.453598, 4.623947, -4.174044, 0.92292]",c0
I0025,"[2.817828, 4.461354, 1.51834, 7.37039, 0.913012, -2.026749, 5.025157, -2.131887, 4.256573, 3.621553, 2.914183, 0.874042, 0.009307, 5.026014, -3.347102, 1.743359]",c0
I0026,"[-0.022735, 0.104075, -2.518274, 0.104733, 3.318226, -2.759078, 5.180157, -2.560211, -4.460517, -2.470851, -0.85265, 0.22442, -3.849068, 0.039715, 0.706043, 0.806891]",c5
I0027,"[-0.095543, -0.21942, -1.981762, 0.585158, 1.985943, -1.888902, 5.501167, -3.237784, -3.969181, -2.023268, -1.632309, 1.477086, -3.661498, 0.411529, 0.124876, 2.245392]",c5
I0028,"[0.303977, -1.503503, -2.794245, 2.526217, 2.149219, -1.804629, 6.507438, -4.816173, -3.95084, -2.897919, -1.205815, -0.868978, -3.561623, 1.208061, 0.665347, 1.871872]",c5
I0029,"[0.528716, 4.825324, 1.635809, 7.592882, 1.096761, -2.711647, 3.92707, -1.161575, 4.171864, 4.161101, 4.382473, 0.325786, -0.353757, 5.292261, -2.303789, -0.108704]",c0
I0030,"[2.646206, 4.388786, -0.096382, 6.895674, -0.356225, -1.232735, 4.858808, -1.976001, 3.888776, 5.940535, 4.787817, -0.040502, -0.251173, 3.162051, -3.823367, 1.661397]",c0
I0031,"[0.550823, -5.163206, 1.30447, 2.009116, 1.881147, 2.312794, 3.387225, 1.065662, 3.496459, -0.481711, -5.020991, -0.758238, 0.607279, -1.334082, -1.993189, 3.759808]",c1
I0032,"[1.737413, -3.198123, -0.825116, 2.546153, -1.034197, 3.173982, -0.158371, -0.912611, 2.388817, 1.565038, -3.510704, 2.213125, -4.837414, -1.927791, -1.213243, -1.367154]",c2
I0033,"[-1.186233, -0.932736, -1.242668, 1.9183, 4.879424, -2.206285, 4.282236, -4.215535, -6.126133, -2.558587, -1.736593, 0.806026, -4.139654, 0.819321, -0.888214, 1.472966]",c5
I0034,"[2.98168, 3.865805, 1.293356, 7.967824, 0.344919, -3.099268, 5.313423, -1.854657, 4.190011, 4.478302, 3.193989, 1.108478, -1.333606, 4.378825, -3.655029, 2.143522]",c0
I0035,"[0.721643, -6.561897, 1.515485, -4.1119, -2.143417, -3.538576, -3.148719, -2.573662, -7.056174, -5.793116, -2.558985, 0.859497, 1.292591, 1.868641, -0.095924, 3.869063]",c4
I0036,"[1.258112, -6.182276, 2.065577, -3.216862, -1.1673, -3.981897, -2.482409, -3.327036, -6.954695, -4.787905, -1.304701, 1.458257, 2.490916, 1.464915, -0.167629, 2.242965]",c4
I0037,"[0.903884, -5.995642, 5.392363, -3.653895, -4.85636, -2.272705, -1.085341, -3.145504, 0.707844, -5.041283, 2.406152, 3.144611, 3.393826, 4.469788, -2.804913, -7.520494]",c3
I0038,"[1.489691, -1.783908, -1.671603, 1.122042, -0.969225, 2.34159, 0.627678, -1.065471, 3.073102, 1.639706, -1.893844, 2.228145, -3.431783, -1.697402, -1.759597, -2.448105]",c2
I0039,"[1.443044, -6.995784, 1.86582, -4.179495, -1.572142, -2.273751, -3.195149, -3.087676, -5.509767, -4.629526, -3.17085, 1.094596, 1.85394, 1.094262, -0.338358, 4.204472]",c4
I0040,"[2.343706, 3.976413, 1.465735, 8.686904, 1.277317, -1.989566, 5.417899, -0.804634, 4.838029, 4.533631, 4.306685, 0.026222, -0.78652, 5.038323, -3.334895, 1.954773]",c0
I0041,"[1.018917, -2.348143, -0.838967, 1.758206, -0.653224, 2.872476, -0.069196, -1.617582, 2.274648, 2.775443, -2.068094, 1.894492, -5.064378, -1.685692, -2.512721, -2.577274]",c2
I0042,"[2.765976, 4.07381, 1.873, 7.037666, 0.579761, -2.687598, 3.648542, -0.666841, 4.413586, 4.835376, 3.921397, -0.46551, -0.75586, 5.056547, -2.915027, 1.920101]",c0
I0043,"[1.379734, -5.375466, 3.024889, -4.489421, -0.782968, -3.636821, -3.281681, -3.65814, -7.213426, -4.571786, -1.258682, 0.565593, 0.0957, 1.472865, 0.05269, 2.910774]",c4
I0044,"[0.186849, -3.509461, -0.376389, 2.085823, 2.171984, 1.919183, 3.319049, 0.346422, 4.364185, 0.667679, -3.924524, -0.877921, 0.248465, -1.882507, -1.909581, 2.034853]",c1
I0045,"[1.358104, -6.76515, 3.618221, -3.390445, -2.021529, -2.850874, -1.91423, -3.341096, -7.071003, -4.364559, -2.563519, 0.784072, 2.25886, 1.437311, -0.576689, 1.998258]",c4
I0046,"[1.144478, -6.248307, 3.417413, -3.563846, -1.27513, -3.782449, -2.573085, -3.345208, -5.944766, -4.494562, -2.064569, 1.853474, 1.635197, 0.339189, 0.70143, 3.92303]",c4
I0047,"[0.977917, -1.832949, -1.248416, 1.944764, 0.333814, 1.823122, 0.46253, -0.786095, 1.070168, 1.873462, -2.456326, 2.484386, -5.710876, -2.201604, -1.777402, -3.101231]",c2
I0048,"[0.694603, -5.757283, 4.983809, -3.311223, -5.447174, -2.4943, -0.598262, -1.639529, 0.376016, -4.722182, 0.694462, 3.114916, 3.11241, 3.611427, -3.660743, -7.114313]",c3
I0049,"[3.377073, 4.281948, 1.398315, 7.810223, 0.18633, -1.731017, 4.205312, -1.352498, 4.475827, 4.727057, 4.625655, 0.476854, -0.547652, 4.543611, -2.365447, 0.261754]",c0
I0050,"[0.750401, -5.135927, -0.001827, 2.855133, 2.495374, 3.559792, 2.4977, 1.771807, 3.975484, 0.757185, -3.553351, -1.955007, 0.653721, -2.287568, -2.103913, 4.327613]",c1
I0051,"[1.537329, -1.728965, -0.886339, 1.783774, -0.926772, 1.831658, -0.33777, -0.884317, 1.815432, 0.310833, -1.512287, 1.810134, -4.662151, -1.672866, -2.584834, -2.221472]",c2
I0052,"[0.35701, -5.249502, 0.404434, 1.745792, 2.984266, 1.786201, 3.272381, 1.850515, 3.713389, 1.236381, -4.803309, -0.340845, 0.047247, -2.29375, -1.94404, 3.011296]",c1
