item_id,embedding,label
I0000,"[0.967093, -0.45051, 4.315325, 2.317092, 3.464991, -0.435684, 1.730998, 2.504879, -0.784878, -1.16445, -3.279587, -0.503307, 4.364102, -3.144829, 8.278926, -2.210156]",c3
I0001,"[-0.765261, -5.837893, 0.569923, -4.243559, -1.603358, -0.294007, 2.021378, -1.626689, 2.405404, 2.893704, -2.741833, 3.576599, 2.931393, -2.360485, -0.703024, -1.526172]",c1
I0002,"[-2.082819, -0.590165, -1.136087, -2.138695, -0.322323, -0.983254, 5.367241, -4.694829, 5.703049, 1.051778, 2.731869, -1.072476, 0.708224, 0.035622, -0.586643, -3.749028]",c2
I0003,"[-3.139316, 0.275932, -1.66276, -1.043502, -0.017201, -1.936063, 4.073098, -4.376648, 4.877565, 2.152751, 3.17716, -3.460365, 0.501867, 0.264971, -0.264936, -4.54321]",c2
I0004,"[-0.923658, -6.76069, 1.620646, -3.276083, -0.850773, -0.380108, 2.400351, -1.735467, 1.603081, 3.27798, -2.776876, 3.926441, 3.810478, -1.77492, -0.12962, -1.84162]",c1
I0005,"[-3.810323, -0.380117, -1.018478, -2.656416, -0.130037, -0.806875, 4.301222, -3.695113, 5.362241, 2.471868, 4.116994, -0.703676, 0.771403, 0.052384, -1.892907, -3.45069]",c2
I0006,"[-0.207236, 3.285178, 5.885289, -9.265362, 4.166545, -4.954659, 0.988306, 0.34904, -0.505607, 4.859121, 3.023686, 2.589832, -5.374257, -0.232393, 3.309346, 1.339638]",c0
I0007,"[0.01417, 1.885205, 4.581168, -7.805338, 4.692801, -4.76248, 1.08636, 0.221714, -0.830532, 3.208732, 4.410126, 2.096844, -5.509885, -0.117446, 4.596243, 1.36239]",c0
I0008,"[-0.100696, -0.844862, 4.196828, 2.135218, 4.843233, 0.186456, 1.937296, 2.493821, -1.61504, -2.320898, -4.280138, -0.113036, 2.849804, -2.099849, 7.467835, -3.405329]",c3
I0009,"[-2.116317, -0.814391, -1.269744, -1.952634, 0.249497, -1.043072, 4.233077, -5.184853, 4.833208, 1.773549, 4.170753, -1.896747, 1.648477, -0.337867, -1.194214, -3.310595]",c2
I0010,"[-1.010365, -6.395394, 1.784256, -3.473359, -0.203069, -0.584208, 2.349278, -2.432754, 1.836882, 3.977888, -4.278839, 3.900343, 3.322055, -1.029319, -0.021665, -0.1262]",c1
I0011,"[2.03108, -0.213425, 2.895916, 2.092617, 4.257042, -0.345324, 3.005879, 2.567781, -0.154911, -1.334273, -4.254802, -1.639248, 3.755659, -2.09415, 9.011783, -3.208414]",c3
I0012,"[1.506386, -0.820666, 2.673974, 3.001414, 3.567288, -0.120371, 2.16659, 2.102792, -2.788143, -1.009567, -2.919219, -1.233913, 4.256413, -1.646826, 8.351377, -2.826202]",c3
I0013,"[-1.33181, -6.440214, 0.984441, -3.591675, -0.956915, 0.028287, 1.031432, -2.214051, 1.481896, 3.806832, -2.139287, 2.555179, 3.322751, -2.436357, -1.902603, -0.964868]",c1
I0014,"[-0.216307, -6.433021, 0.504756, -3.624796, -0.291044, -0.277106, 1.786685, -2.06711, 1.64525, 3.528366, -2.650102, 4.236663, 4.055537, -2.382641, 0.092016, -1.609018]",c1
I0015,"[-2.555715, 0.759503, -2.105814, -0.713352, -2.271379, -0.674266, 1.366856, -3.42039, 0.171069, 0.979427, -0.385096, 4.571078, -1.307429, 0.666852, -2.992152, 1.830622]",c4
I0016,"[-1.53056, -1.87096, 3.753333, 0.906255, -4.510558, -2.485847, 0.460694, 2.950691, -2.729067, 3.77556, -1.366933, 5.229947, -2.608531, -4.703525, -0.502111, 3.00559]",c5
I0017,"[-0.382848, 2.62664, 5.370028, -9.045792, 3.857992, -4.690836, 1.444763, -0.323738, -0.706481, 5.028798, 3.244754, 2.939897, -5.750048, 0.188585, 3.990137, 0.041668]",c0
I0018,"[0.658203, -0.012413, 3.668692, 2.644905, 4.947087, -0.303505, 2.049371, 3.534941, -1.777053, -1.055276, -3.162162, 0.216643, 3.174344, -1.620767, 8.542846, -3.748247]",c3
I0019,"[1.216068, -0.029164, 4.510175, 2.831782, 3.712408, -0.06506, 2.00605, 2.920651, -1.89514, -1.34865, -4.835203, -2.06099, 3.624846, -2.099029, 7.966703, -2.716663]",c3
I0020,"[-1.739752, 2.706051, -2.218252, -0.069506, -2.608442, 0.320837, 2.038208, -2.751212, 0.005884, 1.832411, -0.972907, 4.905939, -1.171484, 0.961946, -2.651899, 0.55364]",c4
I0021,"[0.530039, -0.109022, 4.285923, 1.610786, 5.548994, -0.127628, 0.700908, 1.658277, -1.637014, -0.893121, -3.294583, -0.642114, 4.192484, -1.693202, 8.60362, -4.161917]",c3
I0022,"[2.211168, 0.209885, 3.400323, 2.297768, 3.515509, -0.548681, 2.212228, 1.680885, -0.452209, -0.271815, -2.4617, 0.296774, 4.19891, -2.5286, 7.669019, -4.091862]",c3
I0023,"[-1.355801, -1.030701, 3.361924, 2.094615, -3.919827, -2.830499, 1.359988, 2.109669, -3.604634, 4.159206, -2.445644, 5.523952, -3.360854, -3.149291, 0.789425, 2.142062]",c5
