account_id,event_time,health_score
A0000,1767353431000,51.66
A0000,1773793379000,86.29
A0001,1767273639000,48.09
A0001,1773206509000,90.72
A0002,1767348644000,57.43
A0002,1773333609000,88.78
A0003,1767378234000,45.63
A0003,1773123713000,13.04
A0004,1767339811000,43.84
A0004,1773548443000,8.31
A0005,1767375184000,48.74
A0005,1773414243000,87.67
A0006,1767317620000,50.18
A0006,1773608753000,9.18
A0007,1767264104000,54.46
A0007,1772943255000,85.23
A0008,1767369897000,52.15
A0008,1773427753000,5.23
A0009,1767384222000,52.18
A0009,1772648237000,12.15
A0010,1767261460000,46.16
A0010,1773677903000,13.08
A0011,1767260653000,49.5
A0011,1773252865000,11.43
A0012,1767361771000,48.08
A0012,1773160691000,7.97
A0013,1767390938000,50.61
A0013,1772836273000,8.15
A0014,1767338564000,58.48
A0014,1773675272000,85.42
A0015,1767324731000,49.85
A0015,1773602196000,13.69
A0016,1767244931000,38.27
A0016,1774219969000,89.4
A0017,1767259578000,46.36
A0017,1774090793000,6.78
A0018,1767227313000,54.05
A0018,1773277525000,7.5
A0019,1767383553000,54.71
A0019,1773728335000,85.51
A0020,1767375342000,49.5
A0020,1773290726000,8.56
A0021,1767309533000,46.31
A0021,1772718723000,85.63
A0022,1767266072000,51.22
A0022,1773544363000,87.44
A0023,1767283107000,48.08
A0023,1773819497000,11.95
A0024,1767350207000,45.22
A0024,1773063337000,9.46
A0025,1767274390000,50.1
A0025,1772607753000,14.14
A0026,1767357032000,40.65
A0026,1773404221000,92.0
A0027,1767353653000,40.66
A0027,1772656389000,92.77
A0028,1767254114000,40.1
A0028,1773834055000,88.13
A0029,1767313407000,41.03
A0029,1773770174000,5.7
A0030,1767374327000,48.56
A0030,1774237267000,5.6
A0031,1767356506000,51.2
A0031,1773162021000,8.56
A0032,1767317225000,46.76
A0032,1772445215000,9.17
A0033,1767288642000,57.23
A0033,1773594350000,10.08
A0034,1767333910000,55.5
A0034,1773498401000,88.22
A0035,1767236336000,53.8
A0035,1774020250000,90.66
A0036,1767315796000,48.82
A0036,1774232679000,8.65
A0037,1767257331000,54.11
A0037,1773846773000,13.63
A0038,1767236537000,58.65
A0038,1774325564000,87.91
A0039,1767319112000,49.17
A0039,1774215166000,10.25
A0040,1767345108000,66.85
A0040,1773373984000,87.24
A0041,1767346856000,46.38
A0041,1773360123000,10.97
A0042,1767373883000,51.62
A0042,1772814486000,9.12
A0043,1767275622000,48.17
A0043,1774188103000,13.78
A0044,1767243166000,55.91
A0044,1774438986000,94.58
A0045,1767337346000,47.99
A0045,1772389485000,86.46
A0046,1767292065000,39.27
A0046,1774294534000,89.95
A0047,1767301522000,45.94
A0047,1774336356000,9.91
A0048,1767353014000,47.27
A0048,1774360011000,88.62
A0049,1767246281000,54.27
A0049,1774468286000,7.7
A0050,1767251354000,56.81
A0050,1773036246000,92.9
A0051,1767285229000,61.56
A0051,1773264365000,89.54
A0052,1767330792000,59.12
A0052,1773443796000,13.56
A0053,1767281729000,51.98
