account_id,event_time,f1,f2,f3
A0000,1770046980000,3.0026,1.7094,-1.5125
A0000,1770636000000,-2.5449,1.2021,-0.3895
A0000,1770684660000,0.9726,-2.1404,-0.5263
A0000,1771576260000,1.0959,2.3763,-1.3805
A0000,1772798340000,-1.0572,0.6064,3.9817
A0000,1773804240000,-1.0084,0.7249,4.535
A0000,1773953880000,1.2182,0.8617,-3.0544
A0000,1774157760000,1.1029,0.7693,-1.4825
A0000,1774307040000,-0.1912,-1.0422,0.3966
A0001,1770055500000,-1.1291,1.9287,0.5469
A0001,1770173460000,-0.6312,1.5171,2.9334
A0001,1770640980000,0.0495,-0.5348,-0.2949
A0001,1770978420000,-1.3457,-1.1806,-0.2801
A0001,1771128480000,-1.8454,-0.3822,0.3962
A0001,1771660080000,0.1187,-0.0133,-1.9935
A0001,1772385120000,1.2129,-1.2373,-0.5537
A0001,1773520680000,0.9008,4.3014,-0.9293
A0001,1774689840000,-1.1474,1.1295,-1.6557
A0001,1774767540000,-1.7637,0.9376,0.2324
A0002,1771602000000,-0.7687,-2.4073,1.1148
A0002,1771639140000,1.6429,-2.0902,0.5921
A0002,1773609780000,-1.4255,-1.6097,-0.1654
A0002,1773795960000,-0.0804,0.242,1.8018
A0002,1773991140000,-4.3044,1.0238,-3.9273
A0002,1774288740000,2.1934,1.831,-3.2793
A0002,1775006160000,-0.4739,-0.7225,-0.6937
A0003,1769956860000,-0.199,1.6577,-2.1063
A0003,1770610500000,-0.88,0.7145,0.5627
A0003,1772845920000,-0.6814,2.1065,-2.0927
A0003,1774228020000,1.0519,3.687,2.2376
A0003,1774561080000,-0.4869,-2.8147,-1.745
A0003,1774710780000,-4.0273,2.7159,-0.3949
A0004,1770441060000,-3.16,-0.7806,-0.952
A0004,1770884760000,-2.2149,-5.794,5.5853
A0004,1771068300000,0.8104,-2.5386,4.1809
A0004,1772020620000,-3.1073,-0.7927,2.3155
A0004,1772684640000,0.5678,-2.0772,0.0834
A0004,1773085740000,-1.9618,-0.362,-0.8728
A0004,1773122940000,2.7515,-0.7326,3.7796
A0004,1773655440000,-4.5304,0.6861,-1.6675
A0004,1773915000000,-3.16,0.0348,-0.4762
A0005,1770963120000,-0.435,0.705,-0.9166
A0005,1771299180000,-0.4456,-0.6775,-0.4035
A0005,1771390920000,-1.2434,-1.8282,6.5855
A0005,1772731080000,-3.2457,-4.0111,1.7748
A0005,1773534720000,-0.0401,-1.0174,-3.9255
A0005,1773671160000,-1.3297,0.0315,-0.685
A0005,1774136160000,2.1896,1.4006,0.9264
A0005,1774898460000,-4.3586,-2.046,2.5443
A0006,1770170820000,2.4789,2.072,1.0719
A0006,1771846620000,2.4823,-0.9185,1.4727
A0006,1771921380000,-0.1966,-0.6928,0.4154
A0006,1773350580000,-3.4464,-0.5947,-1.1173
A0006,1773935160000,-2.7902,0.5439,-0.5367
A0006,1774305120000,0.9741,3.4613,-1.1965
A0007,1770293160000,2.0717,-2.4607,-0.9233
