row_id,account_id,event_time,amount,category
R00352,A0064,1770356640000,24.81,grocery
R00323,A0072,1770041280000,5.31,travel
R00301,A0003,1769901840000,25.46,other
R00484,A0095,1771534980000,5.56,grocery
R00325,A0097,1770046260000,153.26,salary
R00277,A0025,1769719980000,34.08,other
R00300,A0119,1769898780000,29.32,grocery
R00398,A0033,1770808020000,22.35,rent
R00338,A0020,1770214980000,32.62,other
R00468,A0090,1771344540000,22.58,salary
R00425,A0041,1771045800000,41.26,other
R00324,A0054,1770043920000,32.12,rent
R00432,A0000,1771073280000,21.52,grocery
R00525,A0077,1771815600000,138.41,other
R00347,A0068,1770317040000,128.1,rent
R00451,A0013,1771221240000,58.11,salary
R00306,A0089,1769936880000,35.47,salary
R00530,A0076,1771862280000,6.46,travel
R00598,A0035,1772406720000,48.38,salary
R00283,A0064,1769779020000,1.73,other
R00430,A0016,1771065360000,11.26,salary
R00516,A0041,1771731000000,8.37,other
R00393,A0085,1770762900000,4.21,grocery
R00359,A0057,1770426300000,2.01,grocery
R00310,A0069,1769970840000,44.08,salary
R00313,A0113,1769986200000,18.73,rent
R00278,A0000,1769725260000,9.22,travel
R00396,A0106,1770798660000,15.44,rent
R00416,A0100,1770955440000,50.34,rent
R00279,A0060,1769728980000,10.18,travel
R00327,A0091,1770092400000,41.42,travel
R00385,A0111,1770678420000,19.15,grocery
R00565,A0087,1772173680000,18.15,grocery
R00346,A0016,1770306900000,48.8,other
R00328,A0098,1770106680000,45.3,grocery
R00386,A0101,1770678600000,46.33,salary
R00559,A0111,1772131740000,27.44,travel
R00590,A0116,1772360700000,5.13,other
R00470,A0001,1771364100000,29.84,salary
R00276,A0047,1769719320000,95.38,travel
R00473,A0064,1771372020000,15.58,grocery
R00427,A0005,1771050120000,44.5,salary
R00472,A0107,1771371660000,15.97,grocery
R00341,A0065,1770277680000,32.84,travel
R00400,A0014,1770811080000,113.3,travel
R00330,A0094,1770143880000,7.6,salary
R00447,A0117,1771202760000,5.53,other
R00556,A0113,1772102700000,17.66,salary
R00374,A0003,1770547740000,97.71,other
R00477,A0082,1771455780000,4.32,grocery
R00562,A0049,1772164320000,19.5,other
R00389,A0111,1770711120000,4.68,grocery
R00464,A0083,1771308300000,20.46,rent
R00407,A0109,1770882360000,99.96,salary
R00382,A0022,1770648840000,14.01,other
R00315,A0089,1769989320000,12.91,other
R00435,A0109,1771106940000,101.63,salary
R00376,A0016,1770570840000,13.96,travel
R00542,A0059,1771963140000,70.31,salary
R00466,A0004,1771313400000,1.99,rent
R00286,A0056,1769811840000,41.49,travel
R00474,A0115,1771397940000,77.56,grocery
R00580,A0013,1772287020000,9.57,other
R00305,A0098,1769935800000,3.66,other
R00285,A0067,1769804820000,15.49,other
R00469,A0081,1771353000000,25.75,other
R00387,A0075,1770702480000,11.35,other
R00344,A0015,1770294360000,20.22,salary
R00397,A0073,1770804660000,28.82,travel
R00540,A0024,1771952820000,42.25,travel
R00455,A0051,1771241580000,37.53,rent
R00497,A0118,1771625340000,32.99,salary
R00362,A0085,1770447240000,47.76,travel
R00388,A0060,1770703500000,24.77,rent
R00445,A0118,1771194840000,47.39,travel
R00275,A0076,1769703960000,13.01,grocery
R00411,A0075,1770907860000,7.83,other
R00583,A0029,1772325000000,12.23,salary
R00428,A0069,1771052820000,38.99,rent
R00554,A0055,1772088720000,10.18,grocery
R00552,A0005,1772078760000,12.12,salary
