account_id,event_time,amount,balance
A0000,1767300243000,68.15,4727.91
A0000,1767300243000,68.15,4727.91
A0000,1770009750000,77.92,4232.87
A0000,1770363912000,44.28,4458.07
A0000,1772520783000,21.05,5190.26
A0000,1772559353000,225.83,5213.38
A0000,1772559353000,225.83,5213.38
A0000,1773023483000,7.3,4534.11
A0000,1774970049000,138.79,4514.61
A0001,1769304310000,34.04,8111.3
A0001,1769440678000,26.86,8665.68
A0001,1769852524000,39.21,8615.59
A0001,1773675860000,79.34,8936.67
A0001,1774127780000,203.14,8638.08
A0002,1767228540000,20.75,4649.32
A0002,1768628832000,23.69,4715.49
A0002,1769680357000,8.97,3970.01
A0002,1772433858000,48.81,3993.47
A0002,1772884791000,18.19,4465.47
A0002,1773695615000,29.65,5171.43
A0002,1775001431000,76.69,5020.64
A0003,1768665012000,26.09,658.01
A0003,1768667195000,37.07,-255.92
A0003,1768886458000,132.13,-492.15
A0003,1769761720000,79.62,-564.02
A0003,1772260687000,158.83,-467.22
A0003,1774686804000,16.3,-815.74
A0004,1770540977000,18.56,5811.29
A0004,1770678340000,30.1,5499.88
A0004,1771820328000,61.56,5386.08
A0004,1773118429000,188.48,5000.19
A0005,1767305856000,62.49,3835.2
A0005,1768193128000,30.36,4032.21
A0005,1768545795000,23.03,3491.02
A0005,1769426000000,16.46,3508.72
A0005,1771790963000,123.36,3444.25
A0005,1772115158000,150.02,2964.19
A0005,1772621255000,68.05,3185.3
A0005,1774961971000,75.49,3438.07
A0006,1767228455000,28.53,7031.16
A0006,1767640240000,78.13,6700.31
A0006,1767708477000,61.79,7358.31
A0006,1768387078000,21.85,7364.79
A0006,1768452837000,19.67,7126.66
A0006,1771764847000,29.81,7019.84
A0006,1774697318000,151.9,6761.84
A0007,1767289517000,23.8,5351.45
A0007,1768357433000,76.19,5453.94
A0007,1768701993000,68.57,5510.28
A0007,1769219655000,54.29,5677.65
A0007,1771723954000,70.35,6001.43
A0007,1773428635000,13.72,5471.3
A0007,1774780793000,29.54,5262.82
A0008,1767306665000,38.36,3956.63
A0008,1768998809000,52.96,2880.55
A0008,1770770011000,7.87,2497.84
A0008,1771570170000,37.97,2791.35
A0008,1771820192000,59.98,2691.94
A0008,1773994524000,28.06,3315.35
A0008,1774650303000,16.68,3196.05
A0009,1767290507000,35.84,6229.63
A0009,1767997575000,284.85,6212.68
A0009,1768538472000,7.78,6499.14
A0009,1769414415000,20.27,7002.9
A0009,1769414415000,20.27,7002.9
A0009,1769599260000,16.75,7471.88
A0009,1769967554000,53.57,7931.61
A0009,1769967554000,53.57,7931.61
A0009,1772081478000,73.76,7795.71
A0009,1773341551000,27.96,7580.92
A0009,1774400951000,50.69,6749.94
A0010,1767249347000,23.82,4447.83
A0010,1767249347000,23.82,4447.83
A0010,1768933732000,16.79,4550.47
A0010,1769154142000,3.08,4427.41
A0010,1770208622000,19.44,3980.75
A0010,1770989058000,40.45,4844.28
A0010,1771187853000,44.58,4470.56
A0010,1772339666000,11.83,4829.29
A0010,1774177989000,118.81,4538.95
A0011,1767255330000,24.83,5002.87
A0011,1767255330000,24.83,5002.87
A0011,1767482297000,5.66,5048.05
A0011,1769989496000,21.38,5442.32
A0011,1770570422000,28.07,5223.37
A0011,1772585697000,24.42,4964.23
A0011,1772852319000,18.94,5023.28
A0011,1773687683000,27.78,4961.18
A0012,1767281709000,16.6,5564.3
A0012,1767518138000,10.44,5260.65
A0012,1769197211000,36.88,5577.47
A0012,1772311065000,45.83,6054.96
A0012,1773814900000,17.02,5887.13
A0012,1774178076000,69.22,5448.46
A0013,1767250696000,63.46,5414.58
A0013,1768123707000,161.27,4857.05
A0013,1768780167000,32.9,4989.24
A0013,1768796301000,91.32,5133.31
A0013,1768919661000,108.38,5384.84
A0013,1770721844000,79.78,5240.02
A0013,1772530868000,76.69,4290.75
A0013,1773235380000,115.52,4054.53
A0014,1767248000000,33.69,5863.05
A0014,1767716870000,27.45,5682.84
A0014,1769008051000,37.08,5534.76
A0014,1769460036000,38.64,5824.02
A0014,1771716252000,209.28,6403.61
A0014,1773756021000,158.74,6679.55
A0014,1774314031000,45.26,6294.86
A0015,1769492681000,16.39,6917.33
A0015,1769627950000,22.71,7001.24
A0015,1769692051000,113.41,7438.87
A0015,1770060183000,20.63,7256.3
A0015,1773951597000,63.62,7780.85
A0015,1774080532000,9.67,7976.74
A0016,1767304471000,35.31,4845.0
A0016,1767304471000,35.31,4845.0
A0016,1769524387000,39.73,5355.27
A0016,1770913755000,16.37,4845.18
A0016,1774210565000,39.57,4006.74
A0017,1767300921000,13.21,5758.31
A0017,1767997299000,4.48,6412.73
A0017,1769563752000,9.74,6520.37
A0017,1774066357000,49.96,6583.99
A0017,1774934936000,14.8,6509.75
A0017,1774934936000,14.8,6509.75
A0018,1767239145000,50.91,6105.97
A0018,1768290633000,201.7,6330.89
A0018,1770184559000,19.5,7374.45
A0018,1772060218000,25.04,7303.63
A0018,1774461784000,18.07,7485.29
A0019,1767231872000,71.48,4489.02
A0019,1767804530000,7.48,4085.9
A0019,1768047573000,136.23,4090.64
A0019,1769271022000,93.16,4632.18
A0019,1770571508000,158.26,4750.76
A0019,1770996835000,16.69,4520.92
A0019,1771700722000,49.29,5023.27
A0019,1774064066000,44.08,5076.53
A0020,1767303658000,33.3,4740.09
A0020,1768050967000,26.41,4824.4
A0020,1768692280000,92.53,4195.72
A0020,1769478763000,15.55,4433.73
A0020,1770035341000,8.61,4287.08
A0020,1771554098000,202.24,4253.33
A0020,1772227377000,13.6,4367.36
A0020,1772227377000,13.6,4367.36
A0020,1774029554000,20.93,4324.94
A0020,1774029554000,20.93,4324.94
A0021,1767279152000,72.89,3346.38
A0021,1768608962000,29.02,3270.48
A0021,1768712799000,24.09,3364.4
A0021,1769866861000,28.04,3677.33
A0021,1771013848000,75.54,4121.62
A0021,1771643554000,27.06,3812.66
A0021,1774826190000,11.84,4373.28
A0022,1767294676000,19.95,5851.58
A0022,1768988876000,16.67,5793.69
A0022,1769605091000,60.36,6053.38
A0022,1770702957000,47.25,5847.92
A0022,1771147534000,66.5,6096.71
A0022,1772926739000,57.18,5455.1
A0022,1773744246000,31.6,5567.31
A0023,1767299403000,19.88,2996.64
A0023,1768820172000,9.89,2842.35
A0023,1769566801000,68.5,3318.81
A0023,1771871388000,7.45,3719.41
A0023,1772657900000,4.83,3566.09
A0023,1773677705000,1.55,3525.27
A0023,1774856389000,23.36,2792.24
A0024,1767240978000,26.13,5292.92
A0024,1767452497000,32.88,5494.29
A0024,1768064697000,56.42,5161.58
A0024,1770312357000,7.55,4811.33
A0024,1770497823000,17.66,4947.82
A0024,1770635503000,11.23,5583.07
A0024,1772754154000,7.35,5531.76
A0024,1773651089000,32.96,5352.52
A0025,1767293863000,15.56,3820.42
A0025,1768094545000,21.18,3859.47
A0025,1768094545000,21.18,3859.47
A0025,1769624459000,23.09,3717.75
A0025,1770252330000,45.75,3645.01
A0025,1770252330000,45.75,3645.01
A0025,1771652208000,244.91,3241.15
A0025,1772543364000,64.94,3660.43
A0025,1773089057000,8.95,3966.19
A0025,1774349596000,123.21,3710.18
A0026,1767295145000,17.39,3946.25
A0026,1767295145000,17.39,3946.25
A0026,1767997757000,4.54,3116.65
A0026,1768541924000,25.93,3508.27
A0026,1768715543000,37.39,3483.48
A0026,1774943172000,70.99,3469.89
A0027,1768506800000,22.45,5340.32
A0027,1770310831000,43.96,5715.55
A0027,1770724230000,79.51,5256.22
A0027,1774903723000,102.58,5242.81
A0028,1767257428000,18.16,5673.41
A0028,1768154042000,68.15,5639.44
A0028,1770168197000,16.11,5512.71
A0028,1771955167000,31.74,5122.14
A0028,1774981937000,21.07,4580.13
A0029,1767262716000,8.02,3803.24
