account_id,event_time,credit_score,tier
A0000,1767288736000,422,silver
A0000,1774133440000,409,silver
A0001,1767251211000,613,bronze
A0002,1767304928000,511,gold
A0002,1769753787000,523,bronze
A0003,1767285553000,742,bronze
A0004,1767230826000,796,gold
A0004,1769298282000,794,gold
A0005,1767288357000,748,bronze
A0005,1774453928000,812,silver
A0006,1767249342000,816,silver
A0006,1771414483000,771,bronze
A0007,1767230349000,542,bronze
A0008,1767259361000,605,gold
A0008,1772519388000,626,silver
A0009,1767272339000,850,gold
A0009,1772526078000,850,bronze
A0010,1767253631000,540,gold
A0010,1774666619000,588,silver
A0011,1767280290000,423,silver
A0011,1773826013000,349,bronze
A0012,1767251730000,346,bronze
A0012,1771866482000,300,silver
A0013,1767254199000,333,gold
A0014,1767256507000,849,gold
A0014,1770079254000,850,gold
A0015,1767281411000,639,gold
A0016,1767302170000,734,bronze
A0017,1767255236000,749,gold
A0018,1767310605000,407,silver
A0018,1771214641000,460,bronze
A0019,1767264169000,740,gold
A0019,1772271697000,676,silver
A0020,1767306261000,801,bronze
A0020,1774765996000,728,silver
A0021,1767281896000,847,bronze
A0021,1769114686000,833,bronze
A0022,1767277167000,358,silver
A0022,1773142784000,301,silver
A0023,1767294717000,653,silver
A0023,1772978841000,581,bronze
A0024,1767310432000,421,gold
A0024,1773269494000,474,silver
A0025,1767273003000,786,bronze
A0025,1774230953000,761,gold
A0026,1767236413000,439,bronze
A0027,1767282462000,458,silver
A0027,1772913499000,512,bronze
A0028,1767246751000,539,bronze
A0028,1773811328000,563,bronze
A0029,1767227285000,603,bronze
A0030,1767276300000,692,bronze
A0030,1771118214000,647,gold
A0031,1767258460000,652,silver
A0032,1767300744000,750,bronze
A0033,1767273759000,761,bronze
A0033,1773558947000,740,gold
A0034,1767279913000,734,gold
A0035,1767290714000,769,bronze
A0035,1774987117000,784,bronze
A0036,1767277183000,443,bronze
A0036,1768478959000,488,gold
A0037,1767235803000,343,silver
A0037,1770564726000,300,bronze
A0038,1767254116000,618,gold
A0038,1768406047000,659,bronze
A0039,1767245708000,360,silver
A0039,1773462869000,392,silver
A0040,1767301149000,323,gold
A0041,1767234906000,731,silver
A0041,1771016855000,705,gold
A0042,1767245195000,479,silver
A0042,1774713635000,487,gold
A0043,1767309492000,333,gold
A0043,1772096559000,402,gold
A0044,1767262906000,558,bronze
A0045,1767303829000,321,bronze
A0045,1767576536000,349,bronze
A0046,1767236431000,621,silver
A0046,1768305382000,598,gold
A0047,1767268072000,561,bronze
A0047,1773075511000,520,bronze
A0048,1767264703000,328,gold
A0049,1767255453000,493,silver
A0050,1767293590000,306,gold
A0050,1768678487000,300,bronze
A0051,1767262849000,603,bronze
A0052,1767253080000,599,silver
A0052,1770383610000,655,silver
A0053,1767290666000,382,silver
A0054,1767225706000,717,gold
A0055,1767240984000,583,gold
A0056,1767245436000,654,silver
A0056,1774254684000,585,bronze
A0057,1767257423000,546,gold
A0058,1767265297000,780,bronze
A0058,1773847135000,818,bronze
A0059,1767228999000,393,bronze
A0059,1772460717000,442,bronze
A0060,1767235246000,348,silver
A0060,1769568317000,371,gold
A0061,1767259192000,713,silver
A0062,1767311172000,628,gold
A0062,1774726873000,600,bronze
A0063,1767269747000,582,bronze
A0063,1773561804000,654,bronze
A0064,1767296748000,724,bronze
A0064,1774236441000,765,gold
A0065,1767262412000,350,silver
A0066,1767290745000,581,silver
A0066,1769906760000,598,bronze
A0067,1767305866000,333,silver
A0067,1774586050000,395,silver
A0068,1767252152000,324,bronze
A0068,1768231666000,391,silver
A0069,1767266355000,508,bronze
A0070,1767303606000,830,silver
A0071,1767307612000,810,gold
A0071,1774210684000,850,gold
A0072,1767300315000,742,gold
A0073,1767299074000,327,silver
A0074,1767308048000,780,bronze
A0075,1767226011000,716,bronze
A0075,1770389862000,769,silver
A0076,1767290394000,501,bronze
A0076,1769010639000,467,silver
A0077,1767309993000,668,silver
A0077,1774032484000,608,gold
A0078,1767242695000,544,bronze
A0078,1774027422000,489,silver
A0079,1767251812000,330,bronze
A0080,1767291210000,619,gold
A0080,1767917128000,607,silver
A0081,1767236181000,691,silver
A0081,1774385513000,649,bronze
A0082,1767300263000,476,gold
A0082,1768787215000,401,bronze
A0083,1767227275000,485,silver
A0083,1769318756000,438,gold
A0084,1767276055000,566,bronze
A0085,1767246199000,659,silver
A0085,1767960446000,611,bronze
A0086,1767303510000,412,gold
A0086,1767762370000,444,bronze
A0087,1767304139000,351,bronze
A0088,1767292342000,554,gold
A0089,1767268523000,801,silver
A0089,1775000563000,803,bronze
A0090,1767277291000,835,gold
A0091,1767299335000,734,silver
A0091,1769115827000,691,gold
A0092,1767286376000,537,bronze
A0092,1769289908000,543,gold
A0093,1767268617000,329,silver
A0093,1769315476000,324,bronze
A0094,1767264146000,814,bronze
A0095,1767232837000,344,silver
A0095,1774680129000,300,gold
A0096,1767294899000,722,silver
A0096,1769227770000,673,gold
A0097,1767302754000,445,gold
A0097,1772645975000,450,bronze
A0098,1767233477000,775,bronze
A0098,1773445200000,846,bronze
A0099,1767231903000,502,bronze
A0099,1773775648000,461,silver
