row_id,b_val
R00001,-10.4652
R00002,4.8695
R00004,-3.4622
R00007,-11.9294
R00008,-3.4992
R00009,3.3969
R00010,0.1754
R00012,-0.9422
R00013,-13.0735
R00014,-5.0273
R00015,3.0356
R00017,-1.5418
R00019,-0.9676
R00020,-5.1384
R00021,1.5847
R00022,6.1341
R00023,-2.3756
R00024,2.5541
R00026,8.2882
R00027,4.2289
R00028,-3.5502
R00030,-3.553
R00031,-0.931
R00032,5.669
R00034,2.2803
R00036,-6.7925
R00037,-1.3321
R00038,2.9037
R00039,5.8576
R00042,-10.9099
R00043,-6.4675
R00044,-6.8147
R00046,-6.3702
R00047,-10.7313
R00048,-3.4522
R00049,12.6551
R00050,-17.1226
R00051,1.3126
R00052,-2.0383
R00055,-6.0199
R00056,-3.1348
R00057,-6.8659
R00058,0.5895
R00059,-5.1701
R00060,-3.7943
R00061,-6.7111
R00062,-0.3085
R00064,-9.3465
R00065,-8.732
R00066,2.0402
R00067,1.2508
R00068,-1.0132
R00070,-0.3329
R00071,0.7561
R00072,-7.1118
R00073,-3.5543
R00076,-7.793
R00077,-0.9473
R00078,-4.6336
R00080,-3.5938
R00081,-3.3729
R00082,3.3036
R00083,-3.0613
R00084,-11.6315
R00086,6.4773
R00088,-0.1792
R00092,-3.4147
R00094,-1.714
R00095,-4.7124
R00096,-2.107
R00097,-10.0703
R00099,-0.3009
R00100,-4.2034
R00102,6.3823
R00103,-11.4509
R00104,-2.4766
R00106,-4.4878
R00108,-1.2806
R00109,6.1193
R00111,-5.7367
R00112,-7.1046
R00113,6.7197
R00114,4.1048
R00117,-8.1227
R00118,-2.7711
R00119,-5.151
R00120,-2.0156
R00121,-6.5634
R00122,-4.4277
R00124,-2.1545
R00125,-1.2482
R00126,-0.5332
R00128,-4.9318
R00129,-8.2088
R00130,-7.3035
R00131,-6.8009
R00132,0.0913
R00133,-10.8595
R00135,-2.7797
R00136,-8.3059
R00137,-14.6753
R00138,-1.6502
R00139,-8.8693
R00142,-6.2309
R00144,-3.4801
R00145,1.3363
R00146,-3.9714
R00147,-5.0841
R00148,-6.9046
R00149,-6.7789
R00150,-3.426
R00151,-3.6417
R00152,-15.8836
R00154,-6.9486
R00155,-5.0228
R00156,-2.4869
R00157,-13.2275
R00158,-1.7043
R00159,-2.7072
R00160,-8.7824
R00162,3.0999
R00163,-2.283
R00164,-2.7233
R00165,-1.884
R00166,-1.8535
R00167,3.7211
R00168,5.7991
R00169,-4.9489
R00170,-1.507
R00171,2.0499
R00173,3.3338
R00174,-1.1785
R00175,-2.1488
R00176,-7.6473
R00177,-6.7221
R00179,-7.3488
R00180,2.7836
R00181,-13.8173
R00182,-3.3359
R00183,3.7913
R00184,0.7621
R00185,-1.152
R00186,-5.6085
R00187,-8.4428
R00189,-8.809
R00190,3.5271
R00192,-5.3206
R00193,-6.8018
R00194,-3.8988
R00195,-7.1529
R00196,-3.131
R00197,-4.0015
R00198,-4.8087
R00199,-8.1735
R00200,0.6857
R00201,9.7905
R00202,-7.9997
R00203,-2.6045
R00205,-0.1851
R00207,-14.7598
R00208,-1.244
R00209,-3.6475
R00210,3.0479
R00212,-4.449
R00215,-2.3277
R00216,1.5424
R00217,-1.2908
R00218,-4.8781
R00221,-7.0092
R00223,-7.54
R00224,-11.3912
R00226,-5.8272
R00227,4.1654
R00229,-5.7461
R00231,-3.581
R00232,-7.9829
R00233,-3.4477
R00237,-0.3464
R00238,-0.6024
R00239,-2.0052
R00241,-5.4622
R00242,-12.125
R00243,-0.4351
R00244,2.863
R00246,-3.8523
R00247,-6.9206
R00248,3.4741
R00249,0.3899
R00251,-12.4748
R00252,0.8576
R00253,-6.4792
R00254,7.8202
R00255,-5.5478
R00256,9.7845
R00257,-3.8721
R00258,8.0798
R00259,-1.3235
R00260,-1.8541
R00261,2.1096
R00262,3.5453
R00264,-5.7049
R00265,-1.0192
R00266,-1.0841
R00268,-4.5495
R00270,-8.3317
R00272,-6.361
R00273,-11.1476
R00274,-9.8992
R00275,-2.067
R00276,1.0842
R00277,-7.4173
R00278,2.4532
R00279,-3.0099
R00280,3.3249
R00281,-3.4598
R00282,-12.1889
R00283,-2.457
R00284,1.0244
R00285,-5.5297
R00286,-11.2088
R00289,-7.0217
R00290,-6.9399
R00291,-7.6922
R00292,2.2624
R00294,9.2216
R00295,6.137
R00296,-3.5056
R00298,-2.503
R00300,3.8311
R00301,-0.6923
R00304,-10.8204
R00306,4.6931
R00308,-3.7438
R00309,-0.383
R00312,-0.9848
R00313,-4.3089
R00314,-3.5604
R00315,-3.2561
R00318,-0.1247
R00319,-13.5229
