row_id,account_id,event_time,amount,category
R00373,A0105,1770671160000,9.86,grocery
R00339,A0107,1770423720000,51.55,other
R00472,A0028,1771363680000,5.82,other
R00463,A0072,1771249500000,4.88,grocery
R00353,A0038,1770530880000,6.66,grocery
R00325,A0109,1770316440000,52.96,travel
R00420,A0063,1770997200000,10.39,salary
R00592,A0099,1772375220000,4.89,rent
R00387,A0042,1770749700000,49.98,other
R00548,A0002,1771993680000,34.92,rent
R00550,A0109,1772005380000,20.82,travel
R00504,A0008,1771632780000,17.19,other
R00458,A0106,1771232220000,1.33,travel
R00393,A0015,1770796860000,7.15,rent
R00532,A0046,1771828020000,26.31,other
R00400,A0056,1770849660000,10.09,salary
R00502,A0011,1771624200000,7.58,other
R00518,A0106,1771730160000,16.29,salary
R00437,A0036,1771113720000,22.16,travel
R00593,A0010,1772385960000,9.49,rent
R00573,A0089,1772226000000,8.67,grocery
R00442,A0000,1771138620000,140.17,other
R00558,A0077,1772100360000,61.45,rent
R00375,A0020,1770680460000,33.13,rent
R00315,A0017,1770192300000,39.57,salary
R00574,A0105,1772229240000,5.74,travel
R00530,A0033,1771810860000,17.61,rent
R00350,A0002,1770513060000,216.73,grocery
R00402,A0114,1770862020000,65.78,salary
R00428,A0083,1771024680000,62.43,rent
R00594,A0064,1772386380000,7.27,rent
R00484,A0062,1771447860000,29.32,travel
R00377,A0033,1770683400000,17.84,salary
R00542,A0082,1771921920000,22.4,other
R00489,A0040,1771494240000,5.15,salary
R00512,A0028,1771694940000,9.42,rent
R00486,A0114,1771485840000,75.0,rent
R00344,A0081,1770477060000,17.7,rent
R00408,A0000,1770889500000,40.23,rent
R00336,A0009,1770412020000,61.0,salary
R00374,A0032,1770672420000,6.65,salary
R00399,A0064,1770845340000,20.23,salary
R00563,A0115,1772142540000,16.21,other
R00585,A0095,1772295420000,7.78,travel
R00528,A0021,1771790040000,28.73,travel
R00469,A0085,1771350960000,3.72,other
R00506,A0087,1771652040000,35.89,salary
R00487,A0090,1771487760000,15.3,grocery
R00446,A0002,1771152060000,12.44,travel
R00540,A0037,1771901940000,43.91,grocery
R00509,A0066,1771665300000,19.42,grocery
R00565,A0082,1772159160000,73.87,other
R00497,A0001,1771560960000,68.28,rent
R00392,A0096,1770791760000,19.74,rent
R00544,A0115,1771943100000,22.52,other
R00342,A0059,1770462060000,16.82,other
R00546,A0030,1771964700000,71.08,rent
R00333,A0086,1770372540000,42.22,travel
R00356,A0028,1770547320000,17.94,other
R00519,A0096,1771734480000,19.23,salary
R00457,A0063,1771232100000,8.13,grocery
R00431,A0007,1771048020000,25.07,travel
R00498,A0000,1771567560000,24.99,rent
R00551,A0065,1772039760000,32.23,travel
R00495,A0069,1771554720000,11.43,rent
R00569,A0024,1772199240000,44.73,other
R00482,A0044,1771435800000,9.34,other
R00388,A0083,1770750000000,30.68,travel
R00568,A0093,1772197920000,22.84,travel
R00316,A0118,1770214440000,7.91,rent
R00456,A0107,1771198440000,6.42,grocery
R00578,A0061,1772251800000,204.38,travel
R00553,A0060,1772052600000,20.28,rent
R00539,A0094,1771898160000,8.18,travel
R00372,A0009,1770669960000,13.23,travel
R00537,A0045,1771882680000,21.36,grocery
R00328,A0057,1770347340000,133.37,rent
R00441,A0023,1771131120000,77.53,travel
R00421,A0119,1770999840000,11.76,other
R00361,A0082,1770591600000,4.63,other
R00411,A0051,1770903840000,102.94,salary
R00383,A0113,1770716880000,81.7,salary
R00564,A0101,1772153100000,133.23,travel
R00449,A0038,1771157220000,1.55,salary
R00481,A0094,1771422900000,24.28,grocery
R00425,A0056,1771014480000,10.73,rent
R00590,A0110,1772341260000,20.3,other
R00390,A0088,1770770880000,12.01,travel
R00485,A0010,1771452360000,20.59,salary
R00559,A0065,1772116800000,32.68,other
R00357,A0115,1770561600000,33.72,rent
R00501,A0009,1771589940000,8.42,rent
R00371,A0057,1770667440000,8.9,other
R00378,A0056,1770683520000,28.06,other
R00507,A0055,1771653660000,62.61,travel
R00423,A0085,1771002600000,19.74,rent
R00567,A0096,1772195460000,9.65,other
R00340,A0101,1770430080000,11.08,other
R00394,A0042,1770810960000,18.99,other
R00453,A0045,1771185600000,56.05,travel
R00500,A0066,1771587720000,11.17,salary
R00581,A0047,1772269440000,5.54,salary
R00525,A0027,1771774260000,71.6,travel
R00494,A0109,1771538880000,9.98,travel
R00547,A0037,1771969260000,50.8,other
R00443,A0079,1771140180000,53.66,grocery
R00395,A0007,1770836100000,82.18,rent
R00508,A0051,1771660020000,6.07,grocery
R00566,A0023,1772164560000,11.06,travel
R00583,A0064,1772287140000,13.11,rent
R00505,A0032,1771649340000,8.71,travel
R00436,A0082,1771089240000,30.51,other
R00535,A0028,1771864500000,31.3,other
R00554,A0110,1772054400000,69.88,grocery
R00364,A0088,1770628080000,60.47,salary
R00510,A0059,1771681260000,7.56,grocery
R00355,A0055,1770545820000,3.92,salary
R00405,A0077,1770874560000,31.04,salary
R00589,A0002,1772316660000,59.66,travel
R00561,A0078,1772133480000,26.05,rent
R00368,A0048,1770657540000,7.11,travel
R00376,A0103,1770683160000,11.18,salary
R00416,A0078,1770959520000,109.94,rent
R00515,A0014,1771723320000,76.87,rent
R00529,A0037,1771808820000,27.42,other
R00379,A0061,1770686160000,52.71,rent
R00521,A0102,1771756380000,23.76,other
R00433,A0069,1771059180000,6.3,salary
R00397,A0020,1770839160000,23.47,travel
R00396,A0021,1770838620000,39.25,other
R00467,A0111,1771308180000,5.61,travel
R00329,A0096,1770356280000,13.89,rent
R00476,A0047,1771388640000,59.51,other
R00549,A0087,1772004720000,18.21,salary
R00533,A0087,1771849860000,6.07,grocery
R00577,A0067,1772250420000,89.04,grocery
R00412,A0072,1770930180000,71.14,travel
R00384,A0106,1770727320000,7.76,rent
R00348,A0090,1770499260000,12.92,grocery
R00468,A0083,1771325580000,10.24,rent
R00341,A0000,1770433560000,51.34,salary
R00360,A0084,1770589680000,20.73,travel
R00362,A0033,1770600600000,37.74,grocery
R00330,A0000,1770358560000,33.33,rent
R00367,A0015,1770657300000,4.74,other
R00517,A0057,1771724640000,49.39,rent
R00514,A0070,1771722060000,4.32,other
R00419,A0005,1770982560000,6.19,other
