query_id,embedding
Q000,"[1.633916, -5.894754, -0.83579, 1.210357, 2.99722, 0.635883, 3.182687, 1.411391, -6.176726, 0.359388, 4.162585, -2.406772, -5.840723, -5.413157, -1.466833, 5.628361]"
Q001,"[2.201256, 0.006269, 0.238945, 3.314635, 1.23802, 0.165677, -0.384432, -2.431491, -2.01916, 0.708684, -2.021519, -3.10789, 2.615183, -2.710406, 0.285683, -4.78917]"
Q002,"[-4.945293, -1.628635, 3.207444, -0.872119, -1.137258, -0.2098, 0.004643, -0.867307, -1.090831, 1.068368, 1.037794, 2.968099, -3.169767, 2.09765, -0.094539, -4.062401]"
Q003,"[-8.726356, 5.330698, -2.341886, -3.529357, -4.682231, -0.325954, -2.866955, -1.046563, 7.893065, -0.822767, -0.964409, -1.750634, 4.046151, 0.941913, 1.160179, -2.044349]"
Q004,"[-1.055769, -0.9393, 3.568994, -8.698859, -0.079096, 1.477413, 0.896568, 3.515383, -0.338037, -4.37034, 0.420737, -3.263531, 0.203078, 3.370556, 2.898756, -2.017629]"
Q005,"[4.803365, -3.185477, 1.389321, -1.848445, 2.702366, 4.211718, 1.426763, -2.076914, -2.966773, -0.550048, -5.633327, -4.009125, -4.926865, 0.384435, 3.554758, -1.910025]"
Q006,"[2.609636, -4.884638, 0.676725, -0.560326, 2.830381, -0.259431, 2.429946, 0.115192, -5.960936, -0.658267, 3.123931, -2.708846, -6.878593, -4.283993, -0.65237, 5.59323]"
Q007,"[2.547031, 0.117948, 1.308631, 3.625821, 0.71655, -1.791275, -0.322794, -2.277311, -1.934509, 0.760938, -2.247796, -3.5823, 3.286552, -3.052789, 0.712516, -5.181798]"
Q008,"[1.21007, -5.470043, 0.076528, 0.40493, 1.750615, 0.311794, 1.161018, -0.271683, -6.882622, 0.076444, 3.84918, -3.993478, -5.797882, -5.02744, 0.03425, 4.922834]"
Q009,"[3.69814, -1.457533, 0.794833, 3.371133, 1.671994, -0.725495, -1.526368, -3.190599, -2.557164, 0.239121, -2.606384, -3.173257, 3.225001, -4.140626, -0.703785, -4.502912]"
Q010,"[1.650756, -1.319707, 0.621987, 3.398124, 1.712632, -1.691532, -1.08546, -3.54982, -3.293511, 1.40188, -2.126219, -1.887422, 2.365761, -1.731334, 0.650666, -5.22026]"
Q011,"[4.47038, -2.418871, 0.632726, -2.094156, 2.797422, 4.025325, 0.301439, -1.753198, -3.284515, -1.550811, -5.568067, -1.708781, -3.973369, 0.580334, 3.831302, -0.446566]"
Q012,"[2.321962, -0.668263, 0.956623, 3.74976, 1.313124, -1.340342, -0.55317, -3.184226, -2.9722, 0.779904, -1.59829, -3.439618, 3.591808, -3.968112, -0.863433, -4.712391]"
Q013,"[1.339683, -5.586208, -0.843129, 0.142425, 2.816379, 0.091799, 1.606314, 0.481404, -5.994589, -0.298191, 3.101419, -3.433304, -6.437095, -4.80916, -1.026146, 5.473049]"
Q014,"[3.264822, -0.857967, 2.157409, 2.682384, 1.268115, -1.032507, 0.137863, -4.100397, -1.567569, 0.977657, -2.047729, -3.490225, 2.676437, -3.008634, 0.160361, -4.055104]"
Q015,"[5.472096, -2.689193, 0.031807, -1.976568, 3.377629, 3.621629, 1.299878, -2.287528, -2.569256, -0.612117, -5.232293, -2.529555, -4.682651, 1.713574, 2.529813, -1.01864]"
Q016,"[3.789314, -0.690255, 1.20609, 2.684529, 1.017784, -0.313218, -1.429956, -3.754115, -2.292976, 0.582942, -0.878677, -3.525275, 3.54938, -3.601652, 0.316287, -4.26201]"
Q017,"[1.993678, -5.448422, -0.178597, 1.070288, 3.633167, -0.470211, 1.827965, 0.866842, -5.841005, -1.019465, 2.145894, -2.43184, -5.963313, -4.339453, -1.492529, 5.973814]"
Q018,"[-7.554202, 6.715532, -2.833091, -3.739465, -4.769338, -1.134395, -3.004396, -0.792941, 6.81913, -0.47919, -1.834863, -1.016376, 4.311473, 0.931496, 1.615059, -1.630541]"
Q019,"[-5.398309, -1.676009, 3.506175, -2.723808, -1.629634, 0.718733, -0.617699, -0.256549, -1.515404, 0.751461, 0.167193, 1.875002, -3.036285, 0.136407, -0.410367, -4.794459]"
Q020,"[1.38357, -6.15424, 0.810405, 1.355583, 3.319158, 0.106692, 1.38932, 0.5189, -6.335602, -0.105709, 4.243976, -3.459891, -5.495205, -5.582871, -1.144223, 5.477731]"
Q021,"[1.926944, -4.933424, 0.932989, 0.655587, 3.388554, -1.009928, 2.789918, 1.819242, -6.552814, -0.8508, 3.541465, -2.884362, -5.926322, -4.693123, -1.818717, 5.487688]"
Q022,"[-0.335917, -2.101344, 1.388141, -6.479009, 0.242934, 0.862191, 1.12556, 4.378407, -0.823412, -4.644529, -0.056721, -2.715858, 0.405835, 2.887276, 3.307264, -3.497742]"
Q023,"[-0.14285, -1.48231, 2.186289, -5.735592, -0.806355, 2.645032, 0.215298, 2.711835, 0.800158, -4.289278, 0.390374, -3.459523, 0.397748, 2.994107, 3.968913, -1.870406]"
Q024,"[0.590926, -6.473177, -0.37737, 0.168485, 2.412251, 0.907441, 3.181505, 0.437647, -5.72452, -1.042362, 2.699809, -3.248821, -6.602479, -4.912308, -0.868276, 5.170735]"
