row_id,b_val
R00000,2.4913
R00003,-2.8707
R00004,1.974
R00005,-1.119
R00006,-2.6017
R00007,7.5313
R00008,-3.2666
R00010,0.5044
R00011,-4.5971
R00012,-1.24
R00013,-10.5624
R00014,-8.5481
R00015,1.2281
R00016,-2.3523
R00017,-1.3517
R00018,-0.2734
R00019,-4.8925
R00021,-11.4339
R00022,4.6209
R00023,-6.8761
R00024,-2.0192
R00025,-3.5127
R00026,2.6536
R00027,-3.0332
R00028,4.7608
R00029,-2.0857
R00030,-1.5491
R00031,-4.9926
R00033,-1.9056
R00034,-10.1524
R00035,3.3647
R00036,-9.5487
R00037,3.3235
R00039,-8.7908
R00040,-9.2527
R00041,-2.3138
R00043,2.6992
R00044,-4.4629
R00045,-6.1822
R00046,-3.2745
R00047,-2.6733
R00048,1.3129
R00049,3.6337
R00052,-1.6296
R00053,-2.6385
R00054,3.84
R00055,-7.0649
R00056,-2.0866
R00057,-4.7842
R00058,-7.4789
R00061,-0.0977
R00065,1.6222
R00066,-7.8577
R00068,-3.9449
R00069,-8.3237
R00073,-6.7504
R00074,-5.1256
R00076,-6.197
R00078,3.6509
R00079,-1.3338
R00080,-4.3006
R00082,-7.1802
R00083,-3.7785
R00084,0.9123
R00085,-4.1629
R00087,-8.7024
R00088,-1.0653
R00089,1.1661
R00090,-1.142
R00091,-9.1265
R00094,-2.1375
R00096,-7.3198
R00097,-4.51
R00098,-2.6105
R00099,3.4901
R00100,-6.3005
R00102,-0.2052
R00103,1.8157
R00104,-6.2112
R00105,-0.2724
R00107,0.9164
R00110,-5.8904
R00111,-7.933
R00112,-0.8641
R00113,-2.6923
R00117,-12.1474
R00118,-2.4563
R00120,-9.159
R00122,-1.2529
R00123,-1.3853
R00124,5.2239
R00125,-2.5392
R00126,-10.7347
R00127,1.4551
R00128,-5.6107
R00129,-0.218
R00130,-4.3143
R00131,-3.4776
R00132,0.2448
R00134,-0.1448
R00137,-5.6673
R00138,2.2455
R00139,-12.3588
R00140,1.5572
R00141,2.0638
R00143,5.3801
R00145,3.0713
R00146,-0.1228
R00148,-5.2936
R00149,-15.4089
R00151,-1.4822
R00152,1.4934
R00153,-10.0526
R00154,1.6761
R00155,-5.5506
R00156,-5.6824
R00158,-12.8466
R00161,-1.657
R00163,7.7481
R00164,-2.4999
R00165,-1.7283
R00166,-4.1031
R00168,-0.2612
R00169,-2.674
R00171,-3.7333
R00172,-4.6739
R00175,3.3686
R00176,-4.5831
R00177,-4.7881
R00178,-5.2034
R00179,-13.5944
R00180,-8.4683
R00181,-6.4556
R00182,-12.6763
R00183,-11.3682
R00184,5.771
R00186,-0.6209
R00187,-10.2908
R00188,1.3961
R00189,-4.0197
R00190,-5.6941
R00191,2.9574
R00192,-2.6488
R00193,-6.3805
R00196,-7.3317
R00197,-6.7086
R00198,-6.3018
R00199,-2.1606
R00200,-7.1549
R00202,-8.9172
R00203,2.1902
R00204,-2.7121
R00205,-3.0384
R00207,-1.9051
R00209,2.9329
R00212,0.2166
R00213,2.204
R00214,-4.9693
R00215,-2.0228
R00216,1.5088
R00219,-1.6977
R00221,-3.3503
R00222,-8.4388
R00223,5.2135
R00224,-1.6105
R00226,0.02
R00228,-8.9088
R00229,-9.7516
R00230,-12.3802
R00231,-6.0045
R00232,-11.3853
R00233,-2.4529
R00234,-4.8393
R00235,-7.6472
R00236,2.0765
R00237,-2.0485
R00238,6.6486
R00239,8.3179
R00240,-1.6453
R00241,0.0773
R00243,5.8502
R00244,11.4157
R00245,-9.1187
R00246,-0.9946
R00247,-1.2147
R00248,-11.8015
R00249,-0.7104
R00250,0.7552
R00251,-5.18
R00252,-5.0549
R00253,-2.1169
R00255,2.4272
R00256,-4.8506
R00258,-5.1264
R00259,0.183
R00261,-3.7808
R00262,2.8012
R00263,-5.6622
R00264,0.7116
R00265,-3.7309
R00268,-8.8925
R00269,-0.1454
R00270,-0.474
R00271,2.4508
R00272,-1.7685
R00273,-7.438
R00274,-7.7236
R00275,5.6222
R00276,-4.5509
R00277,-3.7966
R00278,4.5281
R00280,-8.6738
R00281,-5.5745
R00282,-8.8522
R00283,-8.7662
R00284,-13.6492
R00285,-6.6912
R00286,-1.5145
R00287,-7.8692
R00288,4.41
R00289,0.5475
R00290,-6.7335
R00293,2.0465
R00294,3.7807
R00295,6.6429
R00296,1.5245
R00298,9.2535
R00299,0.1574
R00300,-6.1726
R00301,-4.8308
R00302,-5.234
R00303,-3.5157
R00311,-11.5292
R00312,-13.9917
R00313,-6.5267
R00314,-14.5312
R00315,0.2807
R00317,-0.5112
R00318,-3.5047
R00319,-9.2838
