row_id,account_id,event_time,amount,currency
R00000,A0049,1772324340000,29.28,SEK
R00001,A0008,1772324880000,14.03,GBP
R00002,A0036,1772332200000,31.28,EUR
R00003,A0026,1772334120000,48.14,USD
R00004,A0016,1772334660000,76.25,SEK
R00005,A0048,1772348280000,32.39,USD
R00006,A0031,1772360400000,97.61,GBP
R00007,A0008,1772366760000,13.56,USD
R00008,A0028,1772372160000,9.96,SEK
R00009,A0036,1772378820000,87.28,USD
R00010,A0024,1772383500000,101.59,EUR
R00011,A0048,1772387040000,43.45,GBP
R00012,A0029,1772392620000,51.61,SEK
R00013,A0000,1772396520000,16.38,USD
R00014,A0010,1772399760000,12.32,SEK
R00015,A0032,1772400060000,16.27,SEK
R00016,A0018,1772400300000,47.23,EUR
R00017,A0022,1772411880000,121.89,GBP
R00018,A0015,1772414460000,12.92,EUR
R00019,A0032,1772416560000,34.35,SEK
R00020,A0050,1772420880000,8.95,SEK
R00021,A0058,1772423880000,10.59,GBP
R00022,A0050,1772432640000,47.35,EUR
R00023,A0001,1772436420000,6.0,EUR
R00024,A0036,1772447940000,97.73,GBP
R00025,A0039,1772448900000,16.05,SEK
R00026,A0059,1772477220000,25.06,USD
R00027,A0039,1772477760000,39.03,GBP
R00028,A0028,1772479920000,10.58,USD
R00029,A0009,1772480160000,23.02,EUR
R00030,A0028,1772482500000,12.09,USD
R00031,A0000,1772496420000,11.69,EUR
R00032,A0052,1772496780000,3.19,GBP
R00033,A0026,1772503380000,5.51,USD
R00034,A0059,1772507340000,6.45,USD
R00035,A0037,1772508780000,22.67,EUR
R00036,A0044,1772511300000,10.77,GBP
R00037,A0017,1772515260000,2.51,GBP
R00038,A0029,1772525520000,53.34,SEK
R00039,A0024,1772532900000,13.43,EUR
R00040,A0044,1772533440000,17.22,GBP
R00041,A0001,1772536260000,53.26,USD
R00042,A0032,1772544900000,70.9,SEK
R00043,A0025,1772550840000,7.87,USD
R00044,A0057,1772554920000,118.52,EUR
R00045,A0013,1772557500000,103.01,GBP
R00046,A0033,1772558880000,2.55,USD
R00047,A0014,1772563920000,15.85,SEK
R00048,A0017,1772568120000,29.37,USD
R00049,A0056,1772575620000,48.66,GBP
R00050,A0025,1772579580000,9.46,EUR
R00051,A0036,1772584860000,19.82,USD
R00052,A0028,1772585700000,36.88,GBP
R00053,A0025,1772587860000,4.48,EUR
R00054,A0047,1772591820000,27.53,SEK
R00055,A0056,1772597220000,52.65,SEK
R00056,A0055,1772611260000,13.88,USD
R00057,A0024,1772622720000,70.2,GBP
R00058,A0049,1772634480000,56.82,USD
R00059,A0034,1772638800000,55.03,USD
R00060,A0029,1772652720000,30.43,SEK
R00061,A0052,1772654760000,11.21,GBP
R00062,A0028,1772657700000,46.42,SEK
R00063,A0047,1772658060000,17.49,GBP
R00064,A0059,1772674020000,8.72,USD
R00065,A0003,1772682180000,24.1,SEK
R00066,A0052,1772683260000,45.13,GBP
R00067,A0058,1772683860000,45.09,GBP
R00068,A0039,1772692320000,8.76,SEK
