row_id,a_val
R00000,8.0882
R00001,13.7745
R00002,10.8955
R00003,12.1886
R00004,3.8238
R00005,6.9085
R00006,12.3095
R00007,10.6451
R00009,9.9261
R00010,8.0317
R00012,11.2372
R00013,14.1833
R00014,8.3383
R00015,11.3712
R00016,17.0858
R00019,12.6033
R00020,17.5955
R00021,10.3127
R00023,7.3139
R00024,12.3243
R00025,11.3868
R00026,9.8396
R00027,8.689
R00028,12.2007
R00029,7.864
R00031,11.8082
R00033,8.9992
R00034,17.6713
R00035,7.2756
R00036,15.6461
R00038,13.9253
R00039,14.1531
R00041,11.7618
R00042,10.3873
R00044,9.5991
R00045,4.7102
R00046,6.5013
R00047,7.4716
R00048,6.8219
R00049,15.7749
R00050,15.5861
R00053,10.5577
R00054,9.4629
R00056,1.6534
R00058,19.6175
R00059,16.1167
R00060,12.7809
R00062,9.263
R00063,9.8499
R00064,7.7559
R00065,9.6405
R00066,12.32
R00067,7.3774
R00068,9.6275
R00069,12.6913
R00071,15.084
R00072,14.1228
R00073,8.4851
R00074,15.4589
R00075,14.132
R00076,12.0091
R00077,5.218
R00078,8.0589
R00080,17.6555
R00081,5.2863
R00084,9.0527
R00085,4.265
R00087,13.8126
R00089,17.0583
R00090,4.6146
R00091,9.108
R00092,15.4893
R00093,3.2186
R00094,13.3846
R00095,10.3895
R00097,6.1047
R00098,7.5752
R00099,7.1598
R00100,11.6752
R00101,10.6618
R00102,8.1193
R00104,5.3546
R00105,11.8628
R00106,11.8445
R00107,6.3331
R00110,10.5338
R00111,14.4521
R00112,17.0783
R00113,10.6201
R00114,6.7952
R00115,12.0383
R00116,10.3437
R00117,6.9936
R00118,6.7565
R00119,8.5008
R00121,12.4716
R00122,14.1767
R00123,4.8838
R00125,17.534
R00126,13.4934
R00127,9.8368
R00128,12.4369
R00129,5.7999
R00130,12.7284
R00131,15.6957
R00133,5.2788
R00136,9.982
R00137,6.2406
R00138,17.1161
R00139,13.7819
R00141,6.3376
R00143,14.1986
R00144,6.2591
R00145,2.6488
R00146,10.8549
R00147,19.2866
R00148,8.9378
R00150,8.1482
R00152,8.6081
R00153,6.0464
R00154,9.9009
R00155,7.6691
R00156,4.6953
R00157,13.0753
R00158,9.7872
R00159,7.2127
R00160,11.0026
R00161,10.4637
R00162,7.3752
R00165,2.0249
R00166,0.6249
R00167,10.8414
R00168,16.8037
R00170,10.4989
R00171,14.3634
R00172,6.5531
R00173,10.877
R00175,8.6269
R00176,4.3223
R00177,17.2013
R00178,2.032
R00179,12.8232
R00180,12.0969
R00181,7.4088
R00182,9.2514
R00183,9.2934
R00184,11.4434
R00185,5.8574
R00186,5.1201
R00188,6.8664
R00189,14.2885
R00190,7.7781
R00191,7.3777
R00192,13.5684
R00194,14.526
R00195,10.6725
R00196,6.3655
R00197,13.3179
R00198,12.347
R00200,10.7789
R00201,13.916
R00202,8.9645
R00203,10.8567
R00204,0.3007
R00206,10.1127
R00207,7.2903
R00208,7.2424
R00209,4.3167
R00211,12.0909
R00212,9.0005
R00213,11.6298
R00214,5.4949
R00215,7.1391
R00216,14.4194
R00217,14.4874
R00219,7.3519
R00220,8.9137
R00221,14.8903
R00222,12.0457
R00223,4.938
R00224,10.5678
R00225,14.1604
R00227,6.5104
R00228,10.1693
R00229,10.0686
R00231,6.5172
R00232,8.9063
R00234,13.8195
R00235,-1.9556
R00236,6.6314
R00237,17.9898
R00238,8.1474
R00242,9.1665
R00243,5.0323
R00244,7.1561
R00245,11.557
R00246,13.7455
R00248,12.2705
R00249,13.7335
R00250,11.2302
R00251,5.1231
R00252,9.5797
R00253,9.3728
R00254,6.6546
R00255,15.6086
R00256,7.3158
R00257,5.1112
R00258,18.1562
R00259,17.6694
R00262,5.2551
R00265,9.6394
R00266,11.4872
R00268,10.8213
R00270,1.6533
R00272,12.4719
R00273,12.7793
R00276,13.846
R00277,14.0537
R00278,10.1444
R00280,8.3998
R00281,14.4302
R00282,7.9011
R00283,7.2132
R00285,4.4847
R00286,7.5677
R00287,14.4309
R00288,2.1933
R00289,3.5894
R00290,5.3063
R00291,14.938
R00292,8.8137
R00295,11.5142
R00296,12.0758
R00298,10.792
R00300,12.4198
R00301,14.5673
R00302,15.0225
R00303,9.8414
R00304,11.6146
R00307,10.0418
R00308,9.2088
R00309,11.8162
R00311,7.7907
R00312,2.7867
R00313,5.9929
R00314,15.4675
R00315,7.5529
R00316,1.4738
R00317,20.0659
R00318,12.2786
