item_id,embedding,label
I0000,"[1.758207, -0.041479, 3.718122, 1.530272, -2.14903, -3.496408, 4.438317, 2.538984, 2.528539, -2.463715, -5.518017, 1.834419, -2.510634, -0.246479, -2.855833, 4.80119]",c1
I0001,"[4.127492, -2.958009, -0.411537, 0.399857, 2.235337, 5.400597, -0.105628, -0.245512, 4.157156, 0.739453, 1.268235, -1.693851, -1.216022, -1.109484, 0.931291, 4.181242]",c0
I0002,"[2.1607, 1.017141, 3.052885, 2.398496, -2.456472, -2.907633, 4.153181, 3.176313, 4.023403, -1.554398, -5.823514, 1.237901, -0.613134, 0.722549, -3.911158, 5.948202]",c1
I0003,"[2.604155, 1.153743, 7.281136, 0.891533, -7.559042, 1.076345, -0.825109, -2.274907, -4.24771, 3.415073, -5.089715, 0.830617, 0.514928, -2.021396, -2.576671, -2.218101]",c5
I0004,"[2.888109, 0.692151, 7.321729, 0.597206, -7.542657, -0.035862, -0.443559, -1.693719, -2.944361, 4.304939, -3.837894, 1.425244, -1.182122, -1.510907, -1.921998, -1.075245]",c5
I0005,"[2.469753, 1.591516, 6.465812, 0.68889, -7.811363, -1.017055, -0.233999, -1.511159, -3.827533, 3.343944, -3.95668, 1.31368, 0.509768, -2.391347, -1.78641, -1.360975]",c5
I0006,"[2.7286, 1.211073, 7.109491, 1.132038, -6.769671, -0.565727, -0.808477, -1.073643, -2.815594, 2.979681, -5.13765, 0.889356, -0.79634, -3.045843, -2.619581, -1.426736]",c5
I0007,"[-3.583628, -1.583183, 1.412758, 1.563885, -1.051602, 2.554773, 2.061051, 3.017456, -4.508992, -0.677277, -0.775007, 4.731693, -5.27671, -6.05911, -1.608873, 3.971823]",c4
I0008,"[2.842295, -2.327187, -1.4329, 0.558186, 1.648608, 3.967817, 0.52033, 0.850217, 5.375701, -1.278427, 1.521572, -0.768224, -0.50253, -1.091915, 0.662203, 4.814607]",c0
I0009,"[-0.178899, 5.131107, 2.969542, -3.215152, 3.868595, -10.517922, -1.394742, 4.427319, 2.867102, -8.045208, -1.006672, -9.638158, 3.13646, -1.654205, 2.834554, -7.347041]",c2
I0010,"[-3.510237, -1.112574, 0.407894, 2.045389, -1.18684, 2.010273, 1.343043, 3.001493, -3.483979, -0.822178, -1.322058, 4.666066, -5.017477, -6.605249, -2.975638, 2.805493]",c4
I0011,"[-3.61303, 0.237933, 3.03898, 0.613722, -1.049727, 3.125924, 1.406273, 1.866693, -4.535814, 0.0264, -1.578053, 5.39641, -4.628791, -5.819618, -2.678287, 2.650368]",c4
I0012,"[3.618359, 1.723586, 0.419393, 1.129154, -2.542356, 0.490124, -4.550438, -1.315002, -0.355827, 2.139845, -0.555706, -2.07131, 2.828263, 6.019477, -2.824479, -2.021905]",c3
I0013,"[5.49119, 2.950829, -0.404456, 1.485489, -3.087963, -0.385027, -3.78424, -2.632117, 0.464574, 1.920012, -0.878, -2.750467, 3.225386, 4.798504, -4.404405, -1.317045]",c3
I0014,"[1.871559, 0.773624, 7.124948, 0.959922, -8.16925, 0.014538, -0.489417, -1.008402, -3.686934, 2.969005, -5.091357, -0.682211, 0.198528, -2.585452, -1.742769, -2.105833]",c5
