row_id,a_val
R00001,8.0663
R00002,3.0845
R00003,5.2149
R00005,6.0463
R00006,9.8358
R00007,12.0168
R00008,13.6054
R00009,12.9418
R00010,12.1158
R00011,12.7924
R00012,9.549
R00013,14.7053
R00014,7.3483
R00015,6.9291
R00016,9.4501
R00017,3.7627
R00020,10.5043
R00021,7.2784
R00022,15.9646
R00023,11.5437
R00024,11.4747
R00025,6.0482
R00026,16.8177
R00027,8.5055
R00028,9.586
R00029,12.218
R00030,7.5247
R00031,12.7416
R00032,9.3751
R00034,9.9568
R00035,12.5913
R00036,9.6568
R00037,10.8258
R00038,4.3852
R00040,7.8993
R00041,6.349
R00042,12.7298
R00043,10.5601
R00045,4.3462
R00046,15.7337
R00047,16.8841
R00048,8.9561
R00049,10.8367
R00050,14.6098
R00051,9.657
R00052,12.2746
R00053,12.0962
R00054,10.618
R00056,9.7284
R00057,8.3365
R00059,7.8619
R00060,1.4899
R00061,9.7253
R00062,11.6892
R00063,8.6211
R00064,10.9128
R00065,9.8361
R00066,12.52
R00067,16.2763
R00068,9.977
R00070,8.3068
R00071,10.2888
R00073,9.9879
R00074,9.8104
R00075,6.1292
R00076,7.1176
R00078,10.6582
R00079,7.3392
R00080,12.8265
R00081,8.9472
R00082,6.3822
R00084,12.4877
R00086,12.0629
R00088,9.3225
R00089,11.625
R00090,7.2574
R00091,9.2125
R00094,13.8641
R00095,13.6884
R00096,13.6474
R00097,13.9763
R00100,7.9962
R00101,12.3455
R00102,8.5917
R00103,2.9042
R00107,12.8162
R00108,6.6386
R00109,13.5193
R00111,6.8067
R00112,3.4774
R00114,17.2024
R00116,11.923
R00117,19.884
R00118,7.3046
R00119,6.7857
R00120,11.2572
R00121,11.4771
R00122,5.8178
R00123,12.8204
R00124,15.6561
R00126,10.4923
R00127,10.6239
R00129,10.174
R00130,5.3452
R00131,13.6437
R00132,10.8121
R00134,3.692
R00135,8.5776
R00136,11.7435
R00137,10.2192
R00138,10.7805
R00139,9.3236
R00140,6.1387
R00143,6.9561
R00144,13.7717
R00145,6.8211
R00146,9.0333
R00147,7.8522
R00148,7.4837
R00149,13.216
R00150,14.3547
R00152,8.0216
R00153,5.9116
R00155,14.3812
R00156,14.0523
R00157,12.297
R00159,6.0651
R00160,9.9095
R00161,9.274
R00162,8.8981
R00165,8.385
R00167,8.6049
R00168,12.3299
R00169,0.2913
R00170,10.521
R00171,15.1574
R00172,14.5179
R00173,13.8372
R00175,12.7259
R00178,7.1832
R00179,9.1407
R00180,10.1282
R00181,-0.2713
R00183,1.6581
R00185,8.4306
R00186,13.5537
R00187,5.1193
R00188,12.0923
R00190,8.2082
R00191,3.8521
R00192,9.3795
R00193,10.2049
R00194,8.5175
R00195,16.0498
R00196,16.0755
R00197,15.2074
R00198,8.0439
R00200,11.5025
R00201,14.5747
R00203,14.6551
R00204,8.9003
R00205,8.8842
R00207,2.8081
R00208,11.0225
R00209,17.1338
R00210,15.1063
R00211,8.4092
R00212,5.5074
R00213,6.4635
R00214,15.8632
R00215,11.5137
R00216,7.7577
R00217,12.6604
R00218,3.6471
R00219,8.0865
R00220,7.0135
R00221,5.2105
R00222,8.4083
R00223,11.7842
R00226,-0.3985
R00227,13.2383
R00229,14.8478
R00230,6.4075
R00232,14.5376
R00233,8.1665
R00234,10.4652
R00235,14.6781
R00236,9.4282
R00238,12.9634
R00239,14.592
R00241,13.9222
R00242,12.9262
R00244,6.2848
R00246,5.7619
R00247,9.6022
R00248,9.2257
R00250,7.9906
R00251,16.1757
R00252,8.1608
R00254,6.9097
R00255,9.7105
R00256,16.2987
R00257,-0.3466
R00259,13.8204
R00260,5.9457
R00261,16.3895
R00262,12.6006
R00263,8.6132
R00264,2.7728
R00265,14.7796
R00266,10.074
R00268,6.144
R00269,13.9889
R00270,3.8185
R00271,13.8109
R00272,6.3761
R00273,7.5487
R00274,3.353
R00276,11.4128
R00277,17.2829
R00278,6.3153
R00279,10.5456
R00281,12.5534
R00283,9.6428
R00284,2.6819
R00285,13.5699
R00286,12.184
R00287,10.4973
R00288,6.6764
R00289,11.5075
R00291,5.6933
R00293,5.4155
R00295,5.8819
R00299,8.6005
R00300,4.5887
R00301,11.4212
R00302,10.5658
R00303,8.6508
R00304,9.7659
R00305,13.2515
R00306,7.6563
R00311,9.6427
R00312,12.2184
R00313,6.2065
R00314,7.2092
R00315,7.3888
R00316,6.989
R00317,9.602
R00318,4.7124
R00319,9.2751
