row_id,b_val
R00000,-9.0224
R00001,-5.309
R00002,-4.6406
R00003,-2.9479
R00004,-8.3507
R00005,-1.4379
R00006,-3.494
R00007,-5.5504
R00008,-4.9203
R00009,-2.3053
R00010,-9.7527
R00011,-3.3147
R00012,-4.3989
R00014,-3.0949
R00016,3.6798
R00019,2.8324
R00020,-7.9106
R00021,2.0953
R00022,0.5655
R00023,0.3665
R00024,2.5092
R00026,-0.7554
R00027,-2.2268
R00028,-4.5605
R00029,-3.509
R00030,-4.4821
R00032,-0.5613
R00033,-3.8821
R00034,-3.7848
R00035,-3.3171
R00036,-12.7062
R00037,-1.6649
R00040,2.9499
R00041,-5.9608
R00042,-3.7964
R00043,-7.5178
R00044,3.6247
R00045,-0.8525
R00048,-3.6092
R00049,-3.9825
R00052,3.5448
R00053,-3.7325
R00054,-1.358
R00057,-1.1361
R00058,3.872
R00060,-4.012
R00061,-1.4991
R00062,-5.0761
R00063,-9.8873
R00065,-6.5717
R00066,-2.3481
R00067,-1.9286
R00068,-7.0556
R00069,-6.6653
R00071,-5.1403
R00073,-3.6354
R00075,-0.38
R00076,-8.0617
R00077,-6.3359
R00078,-3.7038
R00079,3.0766
R00080,-5.9078
R00081,-4.0594
R00082,-5.9241
R00083,-5.5696
R00085,4.7831
R00087,-5.159
R00088,-0.6259
R00089,5.1053
R00090,9.402
R00091,1.184
R00092,1.5449
R00095,-2.2807
R00096,-1.9981
R00097,-9.6001
R00098,0.8709
R00099,-2.4831
R00100,0.2369
R00101,-1.6127
R00102,0.756
R00104,5.3305
R00105,3.023
R00106,-4.8368
R00108,0.3083
R00109,-3.2388
R00110,0.4954
R00111,-0.3093
R00112,1.8572
R00113,-9.1337
R00114,-4.8115
R00115,-5.384
R00116,-10.466
R00120,-3.5283
R00121,-0.8466
R00122,-4.6025
R00123,-11.1421
R00125,-0.9965
R00126,2.1612
R00128,3.9323
R00130,-7.2773
R00131,-3.7774
R00132,-3.1774
R00133,-2.8372
R00134,0.2503
R00135,-4.8075
R00136,-1.4011
R00137,0.0312
R00138,-4.0637
R00139,9.1642
R00140,-3.7239
R00141,-6.0055
R00142,-0.4256
R00144,-1.324
R00145,-1.4997
R00146,-8.4662
R00147,-10.9094
R00148,-10.3662
R00149,-4.9248
R00150,1.5841
R00151,-6.4699
R00152,-7.4131
R00154,-2.7345
R00155,-2.7972
R00156,-0.5864
R00158,-2.2286
R00159,-8.6164
R00160,1.4424
R00162,-5.8353
R00164,2.1619
R00166,5.621
R00167,-3.4097
R00168,-2.6818
R00169,1.6038
R00171,-5.978
R00172,1.1282
R00174,-7.6557
R00176,0.8248
R00177,-7.6242
R00179,-11.8545
R00180,-5.6716
R00182,0.5091
R00183,1.5382
R00184,-4.5381
R00186,-7.6835
R00187,5.5014
R00188,0.7068
R00190,-8.2651
R00191,-13.3238
R00193,-1.7257
R00195,-3.3793
R00196,5.1352
R00197,-11.1447
R00199,-4.7736
R00201,-8.287
R00202,-2.3772
R00203,1.4867
R00204,1.0991
R00205,-8.4733
R00207,-0.5325
R00208,7.1122
R00209,-1.0532
R00210,1.5512
R00211,-0.2921
R00212,-5.0739
R00213,-8.8994
R00214,-5.8833
R00216,1.8877
R00217,-5.3926
R00218,-5.3455
R00219,-10.1587
R00220,-3.8572
R00222,-7.5455
R00223,-0.2699
R00224,-3.6223
R00228,-0.392
R00230,-5.8767
R00231,-7.0057
R00232,1.4475
R00233,-9.3201
R00235,-3.3924
R00237,-3.7106
R00239,2.6084
R00240,0.9732
R00241,-8.8055
R00243,0.9712
R00244,-6.6338
R00245,0.0046
R00246,-8.8518
R00248,-0.7294
R00249,1.7019
R00250,-3.0218
R00252,-9.1249
R00253,-1.2194
R00255,-8.112
R00256,2.6256
R00257,-3.9895
R00261,-9.3902
R00264,7.8456
R00265,-9.5791
R00266,-2.9025
R00267,5.4295
R00268,-0.929
R00270,-2.8876
R00271,-3.3848
R00273,-8.4966
R00274,2.619
R00277,-6.0199
R00278,1.8232
R00279,-0.7937
R00280,0.3311
R00281,-0.7475
R00282,-4.1877
R00283,-1.8399
R00284,-7.0043
R00285,-4.0644
R00287,2.3814
R00289,-8.0071
R00290,-3.8033
R00291,1.8757
R00293,2.69
R00294,-5.1753
R00295,-5.57
R00297,-2.5607
R00300,-8.6224
R00301,-0.3427
R00302,1.3449
R00303,-8.5912
R00304,-11.611
R00306,2.0996
R00307,-7.0058
R00308,-12.8391
R00309,-11.2797
R00310,-3.5931
R00311,-4.4452
R00312,-4.5309
R00313,-3.2466
R00315,-3.535
R00317,-6.0474
R00318,-3.0767
R00319,6.0633
