item_id,embedding,label
I0000,"[-5.056259, -4.458575, -1.196572, 0.715666, -2.000487, -2.356637, -3.239251, -0.829764, -1.925774, -5.701552, -3.744804, 0.353128, -1.902622, -2.181879, 0.392396, -0.611915]",c5
I0001,"[-4.286144, -5.358377, -0.620452, 0.289676, -1.348268, -3.077466, -2.878351, 0.60842, -2.177126, -5.496315, -4.877491, 1.378729, -0.807674, -1.569761, -1.427688, -1.724093]",c5
I0002,"[2.436511, 0.862918, 2.759901, 1.54192, -1.367173, 0.36273, 4.255066, 3.173168, -4.680379, 4.189134, -4.519317, -0.908819, 1.398196, -5.105437, 0.662711, 0.048547]",c0
I0003,"[2.510164, 1.546281, 0.865861, 1.112707, -2.259966, 2.093775, 4.159677, 3.279171, -5.107241, 2.831337, -5.535207, -0.960115, 1.712947, -5.260672, 1.214818, 1.134099]",c0
I0004,"[-5.381726, 0.016103, -0.348023, -4.896867, -4.102451, -0.46575, 5.481614, 1.306686, 5.354523, -4.786682, -4.128852, 4.175635, -0.384851, 0.666645, -1.98459, 0.466421]",c4
I0005,"[2.437859, 1.466792, 1.472403, 1.536486, -2.591668, 0.598998, 2.799045, 2.185783, -5.003473, 3.956276, -4.894388, 0.031749, 1.447458, -5.040389, 0.51697, 1.361834]",c0
I0006,"[2.504487, -0.302218, 1.70044, 1.01582, -3.72556, 0.887541, 3.943732, 3.08161, -4.689581, 4.217445, -3.990325, -1.293876, 2.831385, -3.842281, 1.142373, 0.557742]",c0
I0007,"[5.598026, -5.791685, -3.879946, 3.76754, -2.019566, 8.138906, -2.865781, 2.291244, 2.196345, 1.992712, 0.056193, 4.877578, -7.436348, 0.343326, 4.330751, 6.674394]",c1
I0008,"[2.30559, 1.43317, 1.648595, 1.231325, -2.372852, 0.242369, 4.572063, 3.523932, -5.217345, 3.3362, -5.55066, -1.108383, 2.094796, -4.744366, 0.540906, 0.282891]",c0
I0009,"[-5.502077, -5.136393, -1.259995, 0.073832, -1.311674, -3.759375, -2.735149, -0.481285, -1.534418, -6.360852, -4.295453, 1.22647, -2.237232, -2.199496, 0.937128, -1.323618]",c5
I0010,"[-5.164165, -5.55786, -1.764052, 0.232282, -1.973748, -2.126409, -2.992313, -0.011915, -3.068307, -5.891078, -4.438066, 1.896969, -1.902849, -2.238583, 0.337616, -0.986846]",c5
I0011,"[-5.074939, -4.571287, -1.772799, 0.498192, -1.582658, -2.598135, -2.591341, 0.998391, -1.824045, -5.443645, -4.210864, 0.934119, -0.98842, -2.522759, 0.935639, -1.723146]",c5
I0012,"[1.704604, -0.732417, 2.274151, 0.554587, -1.71079, 0.846801, 2.751619, 1.608084, -4.60903, 3.655822, -3.567631, -0.798557, 2.768335, -4.495601, 1.40973, 1.228613]",c0
I0013,"[-3.904678, 0.559663, 0.112888, -0.629668, 3.268322, 2.127081, -0.592644, 4.394021, 2.198107, 1.428457, -0.24537, -3.709425, 2.002159, -3.424044, -4.382418, -0.920835]",c3
I0014,"[-4.931884, 1.1133, -0.614219, -4.251104, -3.506048, -1.18315, 4.634788, 1.20712, 4.678279, -4.869869, -4.347894, 4.206458, 0.093064, -0.870083, -2.269405, -0.130668]",c4
I0015,"[2.16238, 1.366504, 1.697604, 0.302469, -2.372516, 2.128566, 3.526907, 3.678062, -4.972035, 3.944536, -4.465955, -0.817818, 2.693593, -4.33442, 0.758199, 0.389403]",c0
I0016,"[-4.089797, -1.132391, -0.406945, -3.882029, -3.305662, -1.164671, 5.2515, 1.663689, 6.178031, -5.018246, -4.031551, 3.730977, -0.159207, 0.916432, -2.975189, 1.575894]",c4
I0017,"[2.117223, 0.103894, 1.359574, 1.269736, -2.688037, 2.045741, 3.717189, 3.065368, -5.944216, 3.459551, -3.66772, -0.423135, 2.64099, -4.327336, 1.157676, 0.507263]",c0
I0018,"[6.616674, -4.944866, -3.594725, 4.966257, -1.697413, 7.129914, -2.447554, 4.017949, 2.745621, 2.351257, 0.288003, 3.38427, -6.838736, 0.270686, 3.488957, 6.336204]",c1
I0019,"[-4.076576, -4.848609, -1.363246, 0.887985, -1.737483, -3.304386, -3.462174, -0.538877, -2.949738, -6.072924, -3.996059, 0.67882, -2.34436, -3.17619, -0.132005, -0.607085]",c5
I0020,"[4.839478, -5.790362, -3.571421, 3.422863, -1.77573, 7.606834, -2.49856, 2.544855, 2.607358, 2.494285, -0.515051, 5.216486, -6.279111, 0.627699, 3.562259, 5.844938]",c1
I0021,"[-4.296659, 2.44708, -1.560138, -2.061527, 4.078138, 2.086468, -1.299013, 4.388721, 1.04318, 1.194933, 0.312139, -2.533041, 1.548506, -3.404669, -3.705137, -0.388337]",c3
