query_id,embedding
Q000,"[-3.989771, -5.257372, -1.418873, 0.186447, -1.068161, -3.530676, -3.062363, 0.906081, -2.160683, -5.269332, -3.354041, 1.585999, -1.966483, -1.090021, 0.193974, -1.291097]"
Q001,"[1.922846, 0.528639, 1.728372, 0.917584, -1.287215, 0.885507, 3.783386, 2.838626, -4.657102, 2.346114, -4.926673, -1.364639, 1.868828, -5.414318, 2.086314, 0.659448]"
Q002,"[-5.051604, -5.563683, -1.443751, 0.223114, -2.726534, -2.552625, -3.695305, -0.789917, -2.062283, -5.61334, -4.197015, 1.220105, -1.313346, -1.871328, -0.164196, -1.840699]"
Q003,"[3.274703, -3.571949, 2.793308, -0.764686, 3.108364, 7.238191, -2.487733, -3.312825, 1.141929, 0.900596, 3.937699, 1.756739, -6.229507, 1.906997, 2.30655, -3.357312]"
Q004,"[4.473548, -4.246682, 0.946442, -0.578876, 3.141447, 5.763097, -1.483462, -3.570159, 1.827259, 1.535385, 4.678345, 1.532527, -4.730972, 3.683047, 0.93732, -3.17871]"
Q005,"[4.060398, -4.473161, 2.213624, -0.136312, 2.507871, 7.118757, -0.17634, -3.289557, 0.002849, 1.065347, 4.436022, 1.397692, -5.621231, 3.435352, 1.43522, -2.956383]"
Q006,"[-4.881537, -4.485564, -1.115114, -0.514609, -0.742227, -2.288485, -2.501716, 0.553269, -2.899057, -5.47317, -3.474294, 1.153878, -1.320532, -2.020518, 0.767616, -1.668899]"
Q007,"[7.085932, -5.491405, -3.860671, 4.935695, -2.281874, 7.878255, -3.379357, 3.723656, 2.236737, 2.488294, -0.831722, 2.912234, -6.03037, 1.244557, 4.454929, 6.115785]"
Q008,"[4.2896, -4.575842, 1.974446, -0.121989, 2.775004, 8.031236, -0.887084, -4.232683, 1.012665, 2.319949, 5.43849, 0.776986, -6.913395, 3.984995, 1.38208, -3.258656]"
Q009,"[-5.820931, -5.796489, -1.132542, 0.139886, -0.575941, -3.413993, -3.234015, 1.243207, -1.812765, -5.011014, -3.649078, -0.169613, -3.265946, -1.663542, -1.072198, -0.82132]"
Q010,"[4.13847, -5.339052, 3.077345, -1.26864, 2.929961, 8.428754, -1.331892, -2.763582, 0.117174, 1.312263, 5.225206, -0.014952, -7.442234, 3.665621, 1.491305, -3.718892]"
Q011,"[1.639979, 0.855762, 1.116858, 1.065641, -2.172391, 1.518396, 4.007893, 3.027364, -4.692489, 3.136491, -5.253687, -0.877686, 2.62903, -2.943519, 0.992758, 1.50511]"
Q012,"[4.774026, -4.612567, 0.750422, -0.970322, 2.45685, 7.203672, -0.986105, -3.267995, -0.063959, 0.992268, 4.492046, 1.368635, -5.992722, 3.147904, 1.795258, -3.154988]"
Q013,"[-2.767844, 2.649932, -0.956143, -1.991367, 3.61532, 3.073373, 0.462477, 3.618886, 1.478981, 0.994027, 0.222923, -1.584245, 1.100524, -5.109302, -4.367565, -0.718221]"
Q014,"[4.138649, -4.240854, 0.752723, 0.170347, 2.953265, 7.590172, -0.543521, -2.957994, 0.560152, 1.422713, 4.179061, 3.059779, -6.482732, 3.648614, 2.400945, -3.438153]"
Q015,"[-3.968356, 2.4152, -1.555786, -0.098405, 3.130682, 3.587233, 0.230035, 4.756065, 2.767275, 0.499233, -0.070036, -2.835575, 0.60345, -4.322316, -3.927838, -0.666734]"
Q016,"[-3.877326, 2.472836, -0.615589, -0.53942, 3.177316, 2.557207, 0.187714, 3.709382, 2.66429, 1.54334, 0.86034, -1.850544, 1.334234, -4.305048, -3.731198, -0.911822]"
Q017,"[4.814614, -4.32675, 1.178991, -0.898321, 3.555771, 6.58522, -0.993651, -3.463306, 0.956269, 0.614001, 5.220862, 0.143915, -5.364009, 2.819737, 2.361012, -4.274112]"
Q018,"[-4.672791, -0.096373, -0.298923, -3.85085, -4.782877, -1.013069, 4.753961, 1.302294, 3.989222, -4.520728, -4.010557, 4.286299, -0.106116, 0.11295, -2.566421, 0.460246]"
Q019,"[5.582806, -6.047616, -3.733638, 5.297618, -2.725536, 7.894563, -2.76435, 2.922038, 3.023579, 3.759999, -0.232633, 5.738173, -7.143735, 0.327571, 3.886948, 5.592501]"
Q020,"[-4.493687, 2.470012, -1.107855, -0.62388, 4.104668, 3.039773, -0.392608, 3.698124, 2.784063, 2.02891, 0.494028, -3.04939, 1.199321, -4.264412, -3.67033, -1.338033]"
Q021,"[-5.083895, 0.247619, -0.79193, -4.941118, -3.805383, -0.419428, 5.637689, 1.199175, 5.503362, -4.549844, -4.606864, 4.33051, -0.197127, 0.340506, -2.628426, 1.173322]"
Q022,"[-5.035713, -1.172383, -1.581094, -5.847152, -2.116258, -1.366188, 4.347095, 1.788613, 4.975355, -5.015276, -4.391873, 3.701742, -0.893872, 0.655739, -1.773447, -1.074086]"
Q023,"[-3.680555, 3.194472, -1.684297, -0.915108, 4.647484, 3.030808, -0.453618, 2.87972, 1.551295, 2.145866, 0.094246, -2.302103, 1.826693, -3.801892, -5.077715, -0.48246]"
Q024,"[-4.088319, 1.613025, -1.383138, -0.439989, 3.349385, 4.038893, -0.184393, 3.339776, 1.745081, 0.429913, 0.192123, -1.794044, 2.003995, -3.578742, -3.902106, -1.06048]"
