account_id,event_time,credit_score,tier
A0000,1767259787000,426,bronze
A0000,1774374376000,440,silver
A0001,1767232946000,445,gold
A0001,1773322555000,452,bronze
A0002,1767241470000,451,gold
A0003,1767285544000,329,silver
A0004,1767300522000,557,silver
A0004,1773686190000,608,bronze
A0005,1767310683000,586,gold
A0005,1771930321000,512,gold
A0006,1767297280000,366,gold
A0007,1767268048000,839,gold
A0007,1774768063000,828,gold
A0008,1767266421000,427,bronze
A0008,1769480952000,374,gold
A0009,1767310426000,395,bronze
A0009,1773803550000,399,silver
A0010,1767293741000,593,bronze
A0010,1771860653000,580,silver
A0011,1767253993000,772,silver
A0011,1774092595000,841,bronze
A0012,1767236341000,528,silver
A0012,1773912744000,523,gold
A0013,1767285253000,438,bronze
A0013,1767620058000,498,bronze
A0014,1767238632000,625,silver
A0014,1774139952000,621,bronze
A0015,1767284997000,640,gold
A0015,1767762813000,622,silver
A0016,1767274065000,676,bronze
A0017,1767295917000,764,gold
A0018,1767302209000,749,bronze
A0019,1767287755000,688,gold
A0019,1773388936000,624,bronze
A0020,1767311499000,502,gold
A0021,1767258685000,440,bronze
A0021,1772842055000,505,silver
A0022,1767246955000,549,silver
A0023,1767269529000,357,silver
A0023,1770889401000,300,bronze
A0024,1767268882000,347,gold
A0024,1772938333000,340,silver
A0025,1767228781000,618,bronze
A0026,1767290033000,532,gold
A0026,1774429508000,517,bronze
A0027,1767232831000,669,silver
A0027,1767985314000,606,bronze
A0028,1767244759000,578,silver
A0028,1768476263000,607,silver
A0029,1767301578000,548,bronze
A0029,1773329578000,558,bronze
A0030,1767259839000,455,silver
A0030,1767566929000,457,gold
A0031,1767236749000,741,silver
A0031,1774953533000,671,gold
A0032,1767301387000,495,gold
A0032,1772283922000,438,silver
A0033,1767292239000,477,silver
A0033,1773761897000,407,bronze
A0034,1767294989000,698,bronze
A0034,1772985600000,658,bronze
A0035,1767248984000,467,bronze
A0035,1773164570000,428,silver
A0036,1767231808000,435,silver
A0037,1767287180000,431,silver
A0037,1772343353000,503,silver
A0038,1767263054000,721,bronze
A0039,1767273189000,371,silver
A0039,1774760948000,430,gold
A0040,1767247517000,468,bronze
A0040,1768137166000,468,bronze
A0041,1767301544000,690,gold
A0041,1770031092000,692,bronze
A0042,1767282275000,327,bronze
A0042,1774009980000,356,silver
A0043,1767250402000,779,gold
A0043,1774633669000,798,silver
A0044,1767248859000,538,bronze
A0044,1773339020000,582,gold
A0045,1767275053000,715,silver
A0046,1767285505000,495,silver
A0046,1767869787000,499,silver
A0047,1767301854000,702,silver
A0048,1767267008000,662,bronze
A0049,1767278214000,424,gold
A0050,1767267292000,528,gold
A0050,1773089920000,474,gold
A0051,1767298967000,548,silver
A0051,1768727668000,482,silver
A0052,1767278052000,654,gold
A0052,1774024924000,620,silver
A0053,1767284034000,538,silver
A0054,1767254905000,437,gold
A0055,1767242857000,545,bronze
A0055,1768411448000,520,silver
A0056,1767235321000,533,silver
A0056,1773213845000,528,bronze
A0057,1767303951000,364,silver
A0058,1767230861000,558,gold
A0059,1767300867000,569,gold
A0060,1767273447000,747,bronze
A0060,1769881916000,776,bronze
A0061,1767231388000,438,bronze
A0061,1774698715000,417,gold
A0062,1767258150000,450,silver
A0062,1773336177000,472,silver
A0063,1767310228000,676,gold
A0063,1773805158000,625,bronze
A0064,1767277992000,695,silver
A0064,1774098949000,761,bronze
A0065,1767282371000,544,silver
A0066,1767226149000,587,gold
A0067,1767265565000,362,silver
A0067,1773314376000,320,silver
A0068,1767302643000,642,silver
A0068,1773769047000,571,silver
A0069,1767263144000,651,bronze
A0070,1767299100000,569,bronze
A0070,1768985114000,597,bronze
A0071,1767284640000,818,gold
A0071,1774140837000,850,bronze
A0072,1767227968000,547,gold
A0072,1773468404000,534,bronze
A0073,1767251165000,360,bronze
A0074,1767249564000,385,bronze
A0074,1769748043000,346,silver
A0075,1767225866000,774,bronze
A0075,1768024917000,764,gold
A0076,1767292861000,600,gold
A0076,1768370220000,668,gold
A0077,1767296461000,713,gold
A0078,1767257232000,353,silver
A0078,1769942520000,363,silver
A0079,1767247857000,653,bronze
A0080,1767261419000,737,silver
A0080,1768096317000,784,gold
A0081,1767302620000,637,silver
A0082,1767279149000,605,bronze
A0083,1767266940000,766,bronze
A0084,1767233399000,500,bronze
A0085,1767239644000,381,silver
A0085,1771952371000,459,gold
A0086,1767259827000,818,bronze
A0086,1773952109000,743,silver
A0087,1767245739000,791,bronze
A0087,1768572477000,727,gold
A0088,1767256703000,326,silver
A0089,1767256195000,346,silver
A0089,1773456322000,300,silver
A0090,1767274578000,612,bronze
A0090,1769571226000,683,silver
A0091,1767291571000,621,gold
A0091,1770520991000,608,bronze
A0092,1767292209000,321,bronze
A0092,1774023987000,322,gold
A0093,1767295664000,845,bronze
A0093,1773352753000,826,bronze
A0094,1767269557000,791,silver
A0095,1767304438000,652,bronze
A0095,1774916616000,636,bronze
A0096,1767304950000,510,gold
A0096,1774250835000,501,bronze
A0097,1767266414000,539,silver
A0097,1769416389000,613,silver
A0098,1767232237000,504,silver
A0098,1770818686000,583,bronze
A0099,1767259020000,379,bronze
A0099,1774974404000,435,bronze
