account_id,label_time,churned
A0000,1773363152000,0
A0001,1773001119000,1
A0002,1773366858000,0
A0003,1772138578000,0
A0004,1773437043000,0
A0005,1772289045000,0
A0006,1773467972000,1
A0007,1773011067000,0
A0008,1772996812000,1
A0009,1772892826000,1
A0010,1772381377000,0
A0011,1772453396000,1
A0012,1773385287000,0
A0013,1773089019000,0
A0014,1772948683000,1
A0015,1772777679000,0
A0016,1772954601000,0
A0017,1772840599000,1
A0018,1772865087000,0
A0019,1772983170000,0
A0020,1773293069000,1
A0021,1772008256000,0
A0022,1772620703000,0
A0023,1773666568000,1
A0024,1772477245000,0
A0025,1772963139000,1
A0026,1773351766000,0
A0027,1772286780000,0
A0028,1772033385000,1
A0029,1772002227000,0
A0030,1772498313000,1
A0031,1773373475000,1
A0032,1772976665000,1
A0033,1772251539000,1
A0034,1772173492000,1
A0035,1772553819000,1
A0036,1772019171000,0
A0037,1773156060000,1
A0038,1772690438000,0
A0039,1773382441000,1
A0040,1772081180000,1
A0041,1772060200000,1
A0042,1773372065000,0
A0043,1773093565000,0
A0044,1773168240000,1
A0045,1773142231000,0
A0046,1772894753000,1
A0047,1773047923000,1
A0048,1773503206000,0
A0049,1773193352000,1
A0050,1772977767000,0
A0051,1773314944000,0
A0052,1773165258000,1
A0053,1772135008000,1
A0054,1773273666000,0
A0055,1772815719000,1
A0056,1772428885000,0
A0057,1772410323000,0
A0058,1772593001000,1
A0059,1773040829000,1
A0060,1772203000000,1
A0061,1772356794000,1
A0062,1772878605000,0
A0063,1772777373000,1
A0064,1773028291000,0
A0065,1773409058000,1
A0066,1773618548000,1
A0067,1772802071000,1
A0068,1772470183000,1
A0069,1773698121000,0
A0070,1773541995000,1
A0071,1773634026000,0
A0072,1772109633000,1
A0073,1772698121000,1
A0074,1773628107000,0
A0075,1773461690000,0
A0076,1772512972000,0
A0077,1772791299000,1
A0078,1773090236000,1
A0079,1773106283000,0
A0080,1772087661000,1
A0081,1773268316000,0
A0082,1772833470000,0
A0083,1772360343000,1
A0084,1772127286000,1
A0085,1772355288000,1
A0086,1773335872000,0
A0087,1773648414000,1
A0088,1772129674000,1
A0089,1772268200000,0
A0090,1773304344000,1
A0091,1773117651000,0
A0092,1772357397000,0
A0093,1773174510000,0
A0094,1772462820000,0
A0095,1772298698000,1
A0096,1772784365000,0
A0097,1773354212000,1
A0098,1772554547000,0
A0099,1773384150000,0
