query_id,embedding
Q000,"[1.844915, -3.235585, -1.131267, -1.4372, 1.660139, 0.025676, -1.906979, -2.537081, 2.147054, 1.520458, -4.053027, -4.87845, -1.417504, 1.520088, -1.244946, -2.746822]"
Q001,"[6.297781, -3.079471, 2.041243, -2.585563, 5.458932, -4.78957, -0.426431, -0.247518, -1.333288, -0.467812, 2.728762, 3.925303, -3.284264, -7.66723, -1.780618, 5.227888]"
Q002,"[5.099858, -3.302331, 2.258789, -2.314583, 5.730733, -3.526635, -1.692078, -0.305258, -2.024038, 0.145675, 2.716198, 3.445971, -3.580535, -7.411016, -1.303773, 5.096399]"
Q003,"[-1.715704, -3.302623, -1.857022, 1.148848, 1.327255, -0.421069, -2.333608, -1.912164, 1.602152, 2.975803, -3.259381, -6.463962, -1.983218, 1.240911, -0.435375, -2.990233]"
Q004,"[-0.121388, -3.241556, -1.912458, -0.418907, 1.304022, -0.579456, -1.39291, -1.945607, 1.757782, 2.148238, -3.8241, -6.202013, -2.35667, 0.373759, -1.419203, -2.526607]"
Q005,"[5.521656, -2.718589, 2.245924, -2.803455, 5.243148, -3.338682, -0.910553, 0.735581, 0.123224, 0.760559, 3.971552, 3.935637, -4.45068, -8.110366, -0.671622, 4.373994]"
Q006,"[-0.234607, 5.62257, -4.661223, -4.638335, -0.411221, -1.349249, 2.47545, -2.412661, -1.89769, -0.369874, 0.308659, 1.523448, 2.621365, -1.147584, 2.813148, 5.259696]"
Q007,"[-0.099198, 4.576663, -4.716598, -4.726382, -1.61521, -1.41477, 2.049304, -2.379611, -1.406699, 0.04556, -0.784807, 1.915396, 3.173356, -1.386534, 2.821516, 4.96408]"
Q008,"[4.717408, -4.142282, 1.626447, -2.672021, 6.318797, -3.189469, -0.291487, -0.359, -1.176167, -0.482199, 4.106355, 2.525754, -2.026502, -7.233328, -0.801255, 4.695563]"
Q009,"[4.596378, -2.482842, 2.216787, -3.575631, 3.758675, -2.873335, -1.503451, -0.193215, -0.921715, -1.283559, 3.881672, 3.750612, -4.242885, -6.611406, -0.303843, 4.613762]"
Q010,"[0.036502, -5.62141, -1.414577, -1.581998, -0.982216, 1.847016, 0.732539, -0.724318, 4.626728, -2.0916, 0.164731, 4.928515, -2.709863, 1.705015, 2.291607, 3.034954]"
Q011,"[0.578426, -1.932797, -2.496376, -1.320771, 6.78611, 7.331337, -2.779062, -1.610737, -1.396829, 6.489607, -0.212915, 2.342381, 4.995139, -2.27711, -3.975918, 6.310971]"
Q012,"[0.532974, -2.188398, -2.705057, -0.641873, 6.674736, 7.041829, -2.320682, 0.15361, -1.933997, 8.064283, 1.396861, 2.662939, 5.06752, -3.419352, -4.253504, 6.395404]"
Q013,"[0.598828, -5.534584, -1.265407, -0.640066, -1.505396, 1.126303, 0.636216, -0.153725, 3.490947, -1.762975, 0.601247, 4.071803, -2.711145, 1.624825, 2.637458, 1.157839]"
Q014,"[1.682208, 0.286295, 0.393365, 2.820123, -3.866788, -3.326244, 3.923859, -3.315141, 0.735312, -4.157328, -2.135287, 2.060893, 11.143468, -0.732483, 3.831438, -1.89109]"
Q015,"[0.377018, -2.169526, -2.721395, -0.12078, 7.284698, 8.216113, -1.503787, 0.144967, -2.800666, 7.615928, -0.578729, 1.735352, 4.78883, -3.341132, -3.79969, 6.496828]"
Q016,"[0.615566, -3.075988, -3.314751, -0.719747, 6.364717, 6.585378, -2.680653, -1.033557, -2.310157, 7.214168, 0.750166, 2.093256, 5.557719, -4.089655, -3.632451, 5.826345]"
Q017,"[0.358478, -5.418629, -0.860758, -0.076009, -2.046775, 0.460308, -0.875503, 0.506475, 4.562981, -2.6241, 0.160845, 6.050358, -1.560468, 2.673413, 2.253703, 2.314381]"
Q018,"[0.085078, 5.436483, -4.778494, -5.196972, -1.671438, -1.363686, 1.426598, -2.275495, -1.933195, -0.048109, 0.296285, 2.683751, 3.023301, -0.725985, 2.79051, 4.79609]"
Q019,"[1.707565, -3.215369, -1.198374, -1.027624, -2.919312, 1.664846, 0.201999, -1.074831, 3.270194, -1.633739, -0.370485, 5.223114, -2.694949, 1.515699, 2.445004, 2.461903]"
Q020,"[5.403994, -2.523207, 2.190094, -2.08143, 5.154639, -3.125171, -1.843108, 0.415738, -0.050272, 0.088269, 4.129387, 3.900278, -3.491642, -6.070936, -0.568053, 4.701503]"
Q021,"[-0.178419, 4.457489, -4.744307, -3.994976, -1.079136, -1.307183, 1.849547, -2.691504, -1.36772, 0.952154, 0.344342, 2.309334, 2.251139, -1.082883, 2.188826, 5.052599]"
Q022,"[5.679974, -3.09591, 2.324724, -1.395913, 4.72211, -2.59967, -1.74505, -0.830556, -0.022679, -0.427269, 4.058922, 3.321575, -3.380256, -7.278244, -1.307239, 5.076899]"
Q023,"[-0.096527, 6.179297, -4.364862, -3.642178, -1.009363, -1.059318, 2.232975, -1.725788, -0.969754, -0.134274, 1.08721, 2.078423, 2.677839, -1.914006, 2.649326, 4.4684]"
Q024,"[0.609688, 5.078314, -4.728608, -4.74903, -0.855544, -1.476099, 1.957605, -1.075061, -1.879372, 0.338113, 0.331064, 2.318949, 1.466434, -1.793254, 2.825294, 4.115102]"
