row_id,account_id,event_time,amount,currency
R00000,A0048,1772326320000,25.22,GBP
R00001,A0018,1772329740000,23.03,USD
R00002,A0027,1772331780000,17.21,USD
R00003,A0020,1772332260000,14.3,EUR
R00004,A0059,1772335080000,16.09,GBP
R00005,A0012,1772339820000,25.86,GBP
R00006,A0010,1772342460000,4.97,GBP
R00007,A0052,1772346660000,12.96,GBP
R00008,A0054,1772347080000,8.43,EUR
R00009,A0047,1772347440000,71.78,EUR
R00010,A0048,1772355960000,14.75,GBP
R00011,A0021,1772357400000,58.93,SEK
R00012,A0038,1772364300000,31.25,EUR
R00013,A0022,1772368260000,62.5,SEK
R00014,A0026,1772371080000,7.04,GBP
R00015,A0012,1772374020000,27.59,GBP
R00016,A0049,1772377140000,9.32,GBP
R00017,A0015,1772395980000,8.51,USD
R00018,A0045,1772397120000,36.42,GBP
R00019,A0043,1772399700000,56.73,SEK
R00020,A0033,1772401200000,4.92,GBP
R00021,A0025,1772402700000,103.76,USD
R00022,A0059,1772406600000,20.62,USD
R00023,A0050,1772407740000,5.82,USD
R00024,A0018,1772412540000,4.52,USD
R00025,A0053,1772417400000,152.16,SEK
R00026,A0034,1772418840000,13.33,SEK
R00027,A0017,1772421000000,6.12,GBP
R00028,A0037,1772422980000,6.85,EUR
R00029,A0011,1772426640000,53.67,EUR
R00030,A0010,1772429820000,58.41,GBP
R00031,A0052,1772434260000,25.15,SEK
R00032,A0053,1772439000000,13.34,SEK
R00033,A0023,1772447280000,7.74,USD
R00034,A0033,1772450940000,91.76,USD
R00035,A0041,1772451420000,53.73,USD
R00036,A0046,1772453160000,3.41,EUR
R00037,A0056,1772460000000,21.06,USD
R00038,A0054,1772473380000,16.06,USD
R00039,A0025,1772476260000,11.37,EUR
R00040,A0031,1772482740000,17.77,USD
R00041,A0024,1772486700000,5.72,GBP
R00042,A0058,1772499480000,74.24,GBP
R00043,A0002,1772501880000,85.45,EUR
R00044,A0058,1772502660000,68.28,SEK
R00045,A0001,1772507580000,27.07,USD
R00046,A0009,1772513280000,9.85,EUR
R00047,A0056,1772532840000,18.91,EUR
R00048,A0054,1772538900000,19.82,SEK
R00049,A0020,1772539080000,27.64,USD
R00050,A0049,1772541420000,83.32,USD
R00051,A0011,1772548920000,125.16,SEK
R00052,A0049,1772551500000,13.06,GBP
R00053,A0023,1772553900000,71.39,SEK
R00054,A0036,1772554680000,31.89,EUR
R00055,A0046,1772579700000,13.06,USD
R00056,A0059,1772589840000,12.2,SEK
R00057,A0020,1772591460000,714.04,EUR
R00058,A0051,1772592360000,15.2,SEK
R00059,A0053,1772603460000,72.79,USD
R00060,A0028,1772604300000,15.89,EUR
R00061,A0025,1772609400000,21.3,SEK
R00062,A0015,1772638380000,16.35,GBP
R00063,A0055,1772647860000,4.7,GBP
R00064,A0006,1772649360000,5.83,GBP
R00065,A0040,1772653200000,25.89,GBP
R00066,A0005,1772659800000,7.17,SEK
R00067,A0012,1772661300000,14.29,EUR
R00068,A0038,1772662620000,42.29,GBP
R00069,A0058,1772663100000,30.76,USD
R00070,A0038,1772672520000,14.92,GBP
R00071,A0012,1772672880000,4.64,EUR
R00072,A0015,1772688300000,36.77,GBP
R00073,A0051,1772690760000,113.4,USD
R00074,A0043,1772693940000,29.85,EUR
R00075,A0035,1772699520000,64.96,EUR
R00076,A0002,1772699880000,32.77,USD
R00077,A0004,1772699880000,60.75,EUR
R00078,A0022,1772707860000,8.13,SEK
R00079,A0005,1772720220000,3.61,EUR
R00080,A0049,1772724900000,35.76,SEK
R00081,A0026,1772731920000,20.13,GBP
R00082,A0008,1772742060000,62.95,EUR
R00083,A0026,1772746620000,56.07,USD
R00084,A0012,1772752680000,29.34,SEK
R00085,A0021,1772758440000,9.06,SEK
R00086,A0000,1772759760000,11.38,GBP
R00087,A0041,1772764320000,60.56,EUR
R00088,A0019,1772770200000,8.1,USD
