row_id,account_id,event_time,amount,category
R00433,A0099,1771126680000,2.72,salary
R00566,A0021,1772174220000,27.32,travel
R00342,A0050,1770395280000,21.84,rent
R00407,A0027,1770933480000,2.12,travel
R00519,A0066,1771776060000,2.17,other
R00555,A0091,1772094060000,27.18,grocery
R00381,A0059,1770723240000,2.91,other
R00588,A0108,1772339880000,27.28,grocery
R00576,A0069,1772252880000,35.02,rent
R00325,A0098,1770228840000,19.17,other
R00409,A0045,1770972240000,24.81,grocery
R00329,A0045,1770273420000,5.18,salary
R00434,A0033,1771136580000,50.82,rent
R00479,A0068,1771491000000,2.61,salary
R00376,A0074,1770632220000,21.5,other
R00525,A0069,1771821960000,93.72,grocery
R00584,A0065,1772320380000,56.18,travel
R00447,A0019,1771222860000,9.57,rent
R00333,A0016,1770289800000,39.1,other
R00397,A0052,1770835620000,3.74,travel
R00383,A0031,1770729780000,47.06,salary
R00512,A0019,1771711920000,9.23,other
R00449,A0040,1771237980000,47.66,rent
R00474,A0110,1771457640000,15.25,grocery
R00570,A0102,1772195100000,41.0,grocery
R00398,A0070,1770842280000,15.55,rent
R00492,A0023,1771605420000,43.48,rent
R00327,A0052,1770244920000,15.1,travel
R00437,A0087,1771151100000,58.11,travel
R00575,A0020,1772244120000,13.02,other
R00386,A0101,1770772920000,11.41,rent
R00351,A0001,1770496320000,79.9,travel
R00359,A0049,1770523080000,17.98,grocery
R00595,A0019,1772354340000,14.63,rent
R00548,A0116,1772036040000,262.86,travel
R00425,A0091,1771062120000,41.17,rent
R00571,A0085,1772208420000,29.34,rent
R00324,A0061,1770227520000,12.08,rent
R00340,A0107,1770355680000,19.46,travel
R00321,A0114,1770208500000,25.14,travel
R00444,A0007,1771182660000,27.45,rent
R00534,A0021,1771872420000,44.93,grocery
R00530,A0055,1771838400000,13.11,rent
R00418,A0034,1771027200000,19.08,rent
R00463,A0094,1771391700000,11.88,salary
R00375,A0043,1770626400000,44.29,rent
R00491,A0100,1771578900000,6.53,other
R00487,A0013,1771566360000,127.66,rent
R00441,A0076,1771172460000,5.09,grocery
R00551,A0067,1772049660000,4.55,travel
R00597,A0024,1772364660000,37.77,other
R00411,A0028,1770975420000,70.12,travel
R00535,A0111,1771878840000,8.62,salary
R00568,A0119,1772191860000,50.85,other
R00529,A0007,1771837320000,74.4,rent
R00349,A0103,1770477360000,25.15,other
R00404,A0106,1770920280000,59.17,rent
R00448,A0016,1771237440000,39.86,salary
R00593,A0101,1772347500000,152.69,salary
R00445,A0070,1771206780000,22.3,travel
R00598,A0010,1772366100000,105.2,grocery
R00583,A0006,1772310360000,114.2,salary
R00482,A0103,1771539900000,25.02,other
R00589,A0103,1772340720000,2.77,grocery
R00420,A0045,1771039920000,26.22,rent
