row_id,f1,f2,f3,f4,f5,f6,label
R00000,0.885291,1.08582,2.349475,-0.538625,0.108563,-0.329118,1
R00001,1.516713,1.060691,2.472839,0.691338,0.203379,-1.943802,1
R00002,-0.432714,1.580353,0.221115,-0.635711,-0.471594,-1.630618,0
R00003,-0.147467,1.93987,2.548947,0.492342,0.144852,0.551178,1
R00004,-0.381598,0.171592,-0.1396,-0.289851,-0.217733,-0.248432,0
R00005,-0.374067,1.423486,-0.02647,-1.199359,0.085518,-1.829203,0
R00006,0.326568,-1.374189,0.020163,-0.265431,-0.218946,-0.498703,0
R00007,0.961918,0.52575,2.26441,0.067688,1.405978,0.188824,1
R00008,-0.709785,-1.522152,0.032284,0.356386,0.111208,-0.656375,0
R00009,-0.050581,-0.511795,2.455568,0.096934,-0.523181,0.235342,1
R00010,-0.062857,2.212773,-0.041102,0.075072,0.842335,-0.084139,0
R00011,-1.056715,-0.03484,-0.189641,0.350432,0.620326,0.270318,0
R00012,1.246144,0.764368,0.146453,-0.705322,1.311551,-0.592249,0
R00013,-0.039087,0.685215,-0.069001,-1.799155,-1.051324,1.498815,0
R00014,0.171955,1.437935,0.233039,0.23538,0.847415,-0.528351,0
R00015,-0.309586,2.001825,0.030591,0.67075,-0.521554,0.140686,0
R00016,-0.523454,-0.871593,0.004743,-0.570208,0.039085,-2.048278,0
R00017,-0.48958,0.637237,2.399051,1.154298,1.119047,-0.797376,1
R00018,-0.990359,-1.087827,-0.102333,2.806463,1.142012,-0.958833,0
R00019,0.57544,-0.732131,-0.277959,-0.836217,-1.2289,0.078532,0
R00020,0.141048,0.356163,0.031268,1.08692,0.466559,-0.662337,0
R00021,-1.022858,0.048783,0.056523,0.224176,-1.077671,0.227028,0
R00022,0.002944,0.259884,0.172309,-1.491337,-0.00956,-2.239137,0
R00023,-1.229338,0.021929,-0.036505,-0.86667,-0.286239,-2.453595,0
R00024,-1.115498,0.791307,2.302438,-1.275045,0.737755,0.52432,1
R00025,-0.856996,-1.64185,-0.073205,1.687263,-0.667585,0.702413,0
R00026,0.545785,0.068646,2.539716,0.782175,-1.603822,-1.237842,1
R00027,1.493288,1.280215,0.048749,0.138063,0.338704,-1.491458,0
R00028,2.085652,0.767181,-0.048755,-2.261912,0.374162,1.099008,0
R00029,-0.032443,1.213431,0.07464,-0.871882,0.819163,-1.412533,0
R00030,1.357817,0.539109,-0.033312,-0.756188,-0.184449,-0.114249,0
R00031,-0.405095,-1.313037,-0.176151,-0.171493,1.985462,0.287816,0
R00032,0.696307,0.403167,0.012916,-1.485428,-0.049241,0.058858,0
R00033,-0.115464,1.393668,0.053099,-0.31235,1.494707,-0.393269,0
R00034,0.829408,1.297315,0.368213,-0.126229,0.548978,-0.986742,0
R00035,0.836104,0.41405,0.148046,0.120387,-1.892114,-0.27992,0
R00036,0.604431,0.540761,0.058744,-0.612752,1.132749,0.291367,0
R00037,-0.161533,-0.321166,-0.097244,-1.905226,-0.890369,0.267911,0
R00038,0.816178,-0.832319,2.670512,0.407782,1.281814,0.281826,1
R00039,-0.576169,-0.013929,0.292551,0.084635,-0.169957,-0.010054,0
R00040,-1.285159,-0.877093,2.437983,-1.56225,-0.061099,1.352032,1
R00041,-0.749777,-0.155585,0.097274,-1.313933,-0.351279,0.900113,0
R00042,0.620696,3.630757,2.511222,-0.136894,-1.785737,0.023574,1
R00043,0.01921,0.857449,0.183148,1.646411,-0.803887,0.551271,0
R00044,-0.296417,-0.519511,0.020128,-1.044032,0.234848,-1.695946,0
R00045,0.15334,-0.212338,0.146304,-0.011494,-0.500903,-1.276697,0
R00046,-0.54173,-0.019558,2.539218,-0.238272,0.409757,0.786454,1
