account_id,event_time,health_score
A0000,1767369294000,55.65
A0000,1773307183000,11.48
A0001,1767288106000,47.34
A0001,1773033755000,13.96
A0002,1767368273000,60.29
A0002,1773643338000,87.62
A0003,1767283009000,46.9
A0003,1773721860000,10.87
A0004,1767361844000,55.28
A0004,1774060185000,90.1
A0005,1767281028000,55.05
A0005,1773223227000,91.7
A0006,1767274848000,44.06
A0006,1773093451000,11.01
A0007,1767317409000,49.07
A0007,1773516432000,8.32
A0008,1767250632000,46.78
A0008,1773993712000,90.02
A0009,1767231960000,48.25
A0009,1773412978000,5.45
A0010,1767344914000,51.83
A0010,1773231578000,6.12
A0011,1767259183000,46.37
A0011,1772531477000,12.28
A0012,1767259743000,54.42
A0012,1774329476000,86.63
A0013,1767255027000,51.83
A0013,1772822246000,87.37
A0014,1767265568000,49.58
A0014,1772990941000,88.73
A0015,1767294691000,61.3
A0015,1772736891000,92.43
A0016,1767237534000,59.64
A0016,1773868057000,9.53
A0017,1767263154000,52.37
A0017,1773253692000,14.83
A0018,1767226845000,55.85
A0018,1772608864000,5.01
A0019,1767392619000,47.53
A0019,1772947253000,8.19
A0020,1767323947000,57.68
A0020,1772980186000,91.45
A0021,1767312664000,46.11
A0021,1773312563000,86.61
A0022,1767391366000,48.75
A0022,1773603699000,5.26
A0023,1767397777000,50.36
A0023,1773376776000,89.89
A0024,1767385265000,38.68
A0024,1772675360000,7.06
A0025,1767390501000,50.95
A0025,1773216895000,93.12
A0026,1767361886000,59.9
A0026,1774419616000,93.6
A0027,1767260120000,39.81
A0027,1772735654000,93.75
A0028,1767326452000,50.45
A0028,1773107253000,94.8
A0029,1767227725000,44.89
A0029,1774319864000,12.97
A0030,1767335187000,57.59
A0030,1773240886000,86.17
A0031,1767346289000,45.1
A0031,1773007380000,13.22
A0032,1767277943000,52.08
A0032,1773064090000,90.88
A0033,1767377988000,49.08
A0033,1772750252000,12.24
A0034,1767306615000,49.5
A0034,1772944381000,87.38
A0035,1767305449000,42.61
A0035,1774016345000,90.79
A0036,1767277432000,43.21
A0036,1773273889000,88.84
A0037,1767296141000,51.63
A0037,1774097854000,8.26
A0038,1767341910000,43.48
A0038,1773786941000,5.02
A0039,1767374962000,59.54
A0039,1774154601000,91.4
A0040,1767322813000,52.67
A0040,1774293903000,92.69
A0041,1767306152000,55.36
A0041,1774070732000,85.09
A0042,1767360433000,48.66
A0042,1773437417000,89.73
A0043,1767380675000,53.12
A0043,1774047307000,93.52
A0044,1767387654000,58.82
A0044,1772831972000,85.88
A0045,1767296950000,47.76
A0045,1773891324000,86.06
A0046,1767391972000,46.08
A0046,1774191952000,11.76
A0047,1767362732000,57.06
A0047,1773056655000,85.31
A0048,1767306517000,52.42
A0048,1773102361000,8.09
A0049,1767240364000,59.18
A0049,1773341157000,14.3
A0050,1767317190000,56.76
A0050,1772360833000,7.84
A0051,1767365657000,41.46
A0051,1774091688000,91.41
A0052,1767358469000,52.76
A0052,1774077850000,86.0
A0053,1767310307000,46.2
A0053,1774045803000,11.55
A0054,1767252156000,54.5
A0054,1773776481000,87.34
