account_id,event_time,f1,f2,f3
A0000,1770837480000,-1.6149,0.4252,-2.2893
A0000,1770890100000,-0.1462,-2.8446,2.155
A0000,1770977880000,2.701,-0.2625,-2.1039
A0000,1772823720000,0.2986,-1.1581,2.2778
A0000,1772842800000,2.403,2.5903,-1.3399
A0000,1773064620000,0.7916,-0.3702,0.2431
A0000,1773462120000,1.1559,-0.0691,1.317
A0000,1773767520000,0.4624,-1.2933,1.465
A0000,1774783920000,-0.2136,-0.6109,0.6057
A0001,1771316520000,-2.0843,1.1205,-3.1141
A0001,1771537260000,3.3892,-2.5226,-1.9886
A0001,1771564260000,-1.8906,1.9726,0.041
A0001,1772131380000,-1.6969,-0.2071,0.1237
A0001,1772238900000,3.2085,-3.0497,-1.4341
A0001,1773618120000,-1.4252,0.0945,-0.715
A0001,1773989280000,0.595,-2.1704,-0.4706
A0001,1774922400000,-2.5037,-1.5542,3.8048
A0002,1770844020000,-3.1487,-1.2967,0.2271
A0002,1770923460000,-2.1718,-2.3668,-1.4122
A0002,1771404600000,-0.0528,0.9512,1.9978
A0002,1771812120000,-0.6901,-2.1032,-1.3992
A0002,1772362200000,1.9327,-1.8762,-1.2466
A0002,1772436660000,-1.8329,-1.5891,0.7398
A0003,1772062080000,0.6992,-0.276,1.9532
A0003,1772142540000,-0.9705,-2.8327,-1.6297
A0003,1772782020000,1.4519,-4.8926,1.246
A0003,1774182300000,5.8185,0.7895,-1.5963
A0003,1774327560000,-0.4224,-1.4275,1.916
A0004,1770258420000,-2.309,2.4717,0.6975
A0004,1770589320000,0.1217,4.8315,-0.2556
A0004,1771339140000,-1.6779,-1.5087,1.0989
A0004,1771398960000,0.4929,0.2656,3.3377
A0004,1771467060000,0.3718,-1.153,-0.2993
A0004,1772091780000,1.4053,-3.9003,3.7705
A0004,1773790980000,0.5428,-1.5786,0.6019
A0005,1770368760000,-0.0603,0.9524,0.6242
A0005,1770479880000,4.1571,-0.1553,-1.1365
A0005,1771841220000,1.9904,-0.8129,-3.5598
A0005,1773022680000,3.2493,-0.5609,-0.2794
A0005,1773510300000,-0.155,-0.0109,2.8699
A0005,1774087620000,0.573,-0.331,-5.6003
A0005,1774274280000,-1.1359,1.9747,1.585
A0005,1774616400000,-0.0216,-2.6329,-3.752
A0005,1774910760000,3.2879,-3.5609,-4.7988
A0006,1770366180000,1.0289,0.8606,0.2268
A0006,1772275680000,-1.5019,1.1475,-1.0144
A0006,1773475620000,3.7723,-0.6251,-0.5596
A0006,1774072620000,3.2932,0.2096,-0.4374
A0006,1774561140000,-1.0708,2.027,-0.4726
A0006,1774850820000,4.2754,-0.0361,-2.1698
A0007,1770049620000,-1.0742,4.5795,3.8853
A0007,1771057680000,-0.9334,-1.549,1.0166
A0007,1771667880000,1.6176,-2.7164,-0.2191
A0007,1773194640000,-0.7193,0.6325,-1.2571
A0007,1773707520000,4.1042,0.1026,1.7652
A0008,1771596660000,2.6373,1.9343,4.4849
A0008,1772074020000,-2.7534,2.1157,2.4844
A0008,1772392080000,2.1018,-1.3364,-2.2148
A0008,1773372900000,0.0053,0.0023,1.3911
A0008,1773543180000,1.6821,2.6706,1.1631
A0008,1774492020000,-0.7271,1.3298,0.6492
A0009,1770661320000,2.4323,-1.7523,1.728
A0009,1770900660000,1.573,0.6521,1.8732
A0009,1771045080000,-6.694,0.5561,0.7918
A0009,1772884200000,-0.4719,-0.5664,-1.2868
A0009,1772985120000,2.6679,2.5544,0.6114
A0009,1774227540000,0.0688,0.9242,-1.7365
A0009,1774530060000,0.0625,0.5838,3.0094
A0010,1770021900000,1.6483,0.4224,5.6713
A0010,1770579540000,0.8116,-3.0793,0.4975
A0010,1771175820000,1.3703,-0.4591,-1.0616
A0010,1772686140000,-1.169,-4.1434,-2.9691
A0010,1772891700000,0.9262,0.764,-1.0894
A0010,1773350760000,1.1975,-2.0394,1.1564
A0010,1774230480000,-1.0581,-0.5739,-1.0361
A0010,1774644840000,-2.6358,-2.2503,-4.6818
A0010,1774769640000,0.0111,0.3833,-0.2524
A0011,1771690200000,0.8365,0.5729,1.3458
A0011,1771741320000,4.0301,1.6068,-2.9548
A0011,1772632020000,1.8536,0.0063,2.088
A0011,1772769660000,-0.7251,3.5597,1.0224
A0011,1773418860000,-1.0043,2.2981,-0.7171
A0012,1769951760000,-1.8034,-1.5966,2.8887
A0012,1770926760000,0.7079,1.1954,-2.1211
A0012,1771498020000,2.0959,-0.117,-2.9303
A0012,1771612380000,-1.3357,0.4759,-1.9414
A0012,1771934100000,-1.1202,-1.2095,-1.4545
A0012,1773502680000,3.5967,-2.9802,0.2987
A0012,1774486560000,-0.0016,4.8851,-2.4832
A0012,1774626300000,0.3953,4.3672,-0.1766
A0013,1770208920000,0.8421,-0.8659,-1.298
A0013,1770591480000,-2.6306,-0.8882,0.4316
A0013,1770834960000,-1.4125,2.1565,3.1885
A0013,1771744440000,-0.0022,0.3593,-0.7153
A0013,1773513720000,-1.2834,-0.0576,-1.6653
A0013,1774165500000,-1.0596,-3.0846,1.9515
A0013,1774787700000,1.157,-3.5652,1.7307
A0014,1770155460000,-0.7854,-0.917,1.2775
A0014,1771043340000,-1.7067,0.7612,-1.5203
A0014,1771825560000,4.0124,-1.525,-1.2084
A0014,1772455980000,0.362,-3.5838,1.8148
A0014,1772888040000,1.1711,-1.8783,0.4161
A0014,1773419460000,0.6583,1.4525,2.4854
A0014,1773823020000,-1.3343,-0.1575,1.0079
A0014,1774962780000,-3.4958,1.0626,-2.6431
A0015,1770252360000,0.6131,-2.3403,0.0483
A0015,1770637500000,-3.0918,-1.4337,0.7895
A0015,1771339620000,0.3368,-1.4114,1.8107
A0015,1771774860000,-0.2063,-0.1067,2.6325
A0015,1771840860000,-1.9361,-2.7799,-0.9489
A0015,1773711300000,-0.0128,1.9937,0.2555
A0015,1774651680000,-0.4727,1.2721,0.8509
A0016,1769943000000,-1.6767,-2.9119,-1.7319
A0016,1770124080000,-3.2844,1.9739,0.0758
A0016,1771080120000,2.6714,0.5304,-0.1838
A0016,1772582760000,0.5234,-0.0288,-0.8684
A0016,1773034080000,0.2802,-0.1206,0.2517
A0016,1773601380000,1.3138,-0.4618,-0.6979
A0016,1775059980000,1.0518,-2.1822,-1.1313
A0017,1771639440000,0.2781,-0.6175,1.8996
A0017,1771745460000,-3.5522,2.9115,0.8151
A0017,1772168280000,-0.5581,0.9573,-1.4149
A0017,1772377920000,0.3635,0.5438,-0.8134
A0017,1772857740000,1.549,1.506,2.1234
A0017,1774305060000,1.7051,-0.9654,0.6211
A0017,1774588080000,-2.5333,0.1489,0.6714
A0018,1770471780000,5.2517,0.879,-1.0267
A0018,1770666780000,1.1429,3.2152,0.5331
A0018,1771330920000,0.3298,-4.5814,-1.1709
A0018,1772020980000,-2.0537,2.7698,1.4396
A0018,1773426480000,2.8549,0.6651,0.9001
A0018,1774228680000,0.8896,-2.4764,-2.3238
A0019,1769940960000,-1.4605,-2.6242,0.4082
A0019,1770206160000,1.0304,-0.135,2.4071
A0019,1771458120000,1.924,-5.2504,-3.1579
A0019,1771757700000,1.1374,-0.8339,-0.6253
A0019,1772615700000,-0.284,0.844,-1.1138
A0019,1772869020000,2.8561,2.7324,-1.3727
A0019,1773381540000,-0.311,-5.249,-0.7179
A0019,1773805440000,0.39,2.0184,-0.9593
A0020,1770656880000,-0.5023,-0.3984,0.3099
A0020,1771272420000,1.185,-2.6526,-1.1209
A0020,1771761720000,1.0195,2.5596,-0.7708
A0020,1771961400000,1.3533,0.5656,-0.2754
A0020,1773730080000,-1.4635,1.9795,-2.8075
A0020,1774089780000,1.104,-1.1404,0.3413
A0020,1775084940000,-2.4896,0.7857,-0.3903
A0021,1771659780000,-0.3245,-1.4875,0.414
A0021,1771778880000,0.1119,0.7111,1.3128
A0021,1772245680000,-1.6416,2.8484,-0.9535
A0021,1772516160000,3.1337,0.1737,-0.2916
A0021,1772799360000,-2.0272,1.6601,-1.3698
A0021,1774621200000,2.5434,4.2563,-0.2175
A0021,1774721880000,-0.8131,0.8924,1.0745
A0022,1771028220000,3.077,4.5965,-2.3246
A0022,1771311360000,-2.5256,1.1419,1.4426
A0022,1772008260000,0.7466,-3.7679,-2.5384
A0022,1772558340000,-0.2046,-3.4659,0.7845
A0022,1772802000000,-1.668,-1.4484,-2.2047
A0022,1772902680000,-1.1795,-0.0289,0.4051
A0022,1773671100000,0.2235,1.0358,0.4187
A0023,1769915340000,2.8567,1.6385,-0.6107
A0023,1770766920000,1.2636,-2.0943,2.757
A0023,1770956460000,0.0368,-0.6876,-1.5716
A0023,1771179360000,-1.3057,-3.0042,-1.977
A0023,1771643040000,1.7064,-1.0386,-1.0368
A0023,1772577960000,-0.9066,2.0458,-0.185
A0023,1772873640000,1.1667,-0.1284,2.6958
A0023,1773055800000,-0.9605,-0.7541,-1.8044
A0024,1770977760000,1.797,1.6166,-0.379
A0024,1772056920000,-4.8623,0.4795,2.9055
A0024,1772110560000,-1.8888,-0.9536,0.8569
A0024,1772382840000,-0.1397,3.0607,0.7239
A0024,1773784920000,-1.8692,-1.1844,3.3858
A0024,1774428060000,-1.022,1.5522,5.0857
A0024,1775077740000,-2.071,-0.8851,-0.9941
A0025,1770754860000,2.7108,-1.1889,1.4619
A0025,1771564560000,0.0484,1.1523,-1.8601
A0025,1771792620000,-1.0219,1.6722,2.4494
A0025,1773051540000,-0.9224,1.4804,-0.1469
A0025,1774373280000,-0.4433,1.43,0.841
A0025,1774549560000,-1.3058,-1.031,-1.5789
A0026,1770919980000,1.3741,-0.1814,-2.5433
A0026,1771086780000,-0.4711,-3.2007,-2.044
A0026,1772518380000,1.1472,-1.6561,-0.4527
A0026,1774867740000,0.7334,-1.5898,-0.0349
A0026,1774925460000,-1.3303,0.2278,-2.0797
A0027,1770902880000,-0.1134,3.1728,2.2063
A0027,1771259460000,-4.4257,-3.0687,0.6264
A0027,1771613940000,-4.5744,3.3855,1.584
A0027,1772363520000,2.2812,1.0366,-0.5888
A0027,1772873040000,-2.2689,-0.6851,2.8967
A0027,1773666780000,-1.1096,2.0139,2.3801
A0028,1770395220000,-1.4903,-2.0335,-0.5208
A0028,1770577980000,1.0892,1.9594,-0.4451
A0028,1771664880000,-0.1125,1.1394,0.2162
A0028,1772770860000,1.3828,-0.824,-0.5842
A0028,1773005280000,2.4668,0.1345,3.3507
A0028,1773488340000,-3.0844,-0.5724,4.7315
A0028,1774634100000,0.0443,-4.1486,1.6712
A0029,1769999760000,1.266,-2.0299,-0.4496
A0029,1771164900000,1.0876,3.808,4.7379
A0029,1771695660000,-2.7013,-0.4215,0.4496
A0029,1772997180000,-2.3678,-4.7216,-0.3463
A0029,1774006320000,0.8212,-2.7243,-0.3585
A0029,1774857000000,-0.0681,0.0119,3.042
A0030,1770292020000,-1.3475,-0.9038,2.0689
A0030,1771193460000,-1.9208,-1.06,3.5042
A0030,1771364820000,-3.8562,-1.4306,-2.1306
A0030,1771663440000,-3.0622,-3.3495,-0.5784
