user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,0.5018,0.34,-0.5268,0.7432,-1.2559,1.3692,-0.2564,1.1889
U0001,-1.0849,1.4977,-0.6233,-0.6248,1.5323,0.6096,1.1205,-2.4708
U0002,-2.1255,1.9643,-0.0015,1.7395,0.968,0.6782,-0.2056,-0.0822
U0003,0.275,-1.1241,-0.7755,-0.4587,0.7488,-0.2438,0.9665,-2.5924
U0004,1.7381,-1.6273,0.2475,-1.3408,-1.1239,-1.906,0.9092,0.85
U0005,0.6458,2.1421,0.156,-1.4168,-1.1251,1.2836,-1.6797,0.402
U0006,1.7611,-0.0136,-0.6113,1.7701,-1.382,0.7973,0.3241,-0.922
U0007,0.4394,1.8392,1.7713,-0.2719,0.3007,0.6603,-1.5109,-1.7955
U0008,-0.5411,0.6409,-0.6544,1.7383,-1.3348,0.7211,0.965,0.0058
U0009,-1.4223,-1.2959,-1.1783,1.0069,1.0521,1.04,0.4293,0.5594
U0010,-0.829,1.4466,-0.3418,1.5548,0.7276,-1.6548,0.5052,0.6918
U0011,-0.4993,0.7797,2.06,0.0703,1.3672,0.122,-0.2571,-1.672
U0012,-0.9371,-1.6793,0.6309,-1.4401,-0.3551,1.2586,-0.7893,0.8828
U0013,-0.8886,0.8853,-0.0675,0.5623,-1.0621,0.1926,0.5105,-0.6863
U0014,1.9126,-0.3881,0.2754,0.7708,0.9946,0.3842,0.5719,-1.2386
U0015,-0.4807,-0.1881,-0.341,0.056,-2.2788,1.5315,0.2084,-1.7383
U0016,1.0847,-0.5291,-1.8861,-1.5652,0.5393,-2.7311,-0.8632,-0.8226
U0017,-1.2418,-0.4579,-1.1158,0.6137,-0.2414,0.77,0.1974,-0.6918
U0018,-0.8367,-0.0905,0.173,-0.8355,-0.0924,-0.2943,0.002,0.193
U0019,1.5305,-0.527,0.7228,0.5023,0.5313,-0.2285,1.8115,-0.2647
U0020,0.924,-1.0478,-0.1468,-2.5305,1.5437,-0.7661,-1.8435,1.4539
U0021,-0.6789,1.8859,-2.0934,0.2324,-1.3988,-1.1703,0.6272,1.1096
U0022,-0.3066,1.1729,0.6606,1.1437,-0.5483,0.5647,0.7392,0.9394
U0023,0.7479,0.9583,-0.2324,-0.7987,-0.5786,0.974,-0.7494,-0.4508
U0024,-0.0847,-0.0252,0.1497,-2.6011,1.3212,-0.5067,1.6775,0.1231
U0025,0.346,1.6571,0.7952,-0.9924,1.0105,1.8338,0.9625,-0.0791
U0026,0.4055,1.282,1.6003,0.4815,0.4665,-1.0029,-0.3041,0.7019
U0027,-0.5353,1.9468,-0.4752,-0.6741,1.5639,1.9367,0.124,-0.4498
U0028,-0.6225,-1.0875,-0.4529,-0.1602,0.9198,0.4225,-0.8121,0.2104
U0029,0.8164,-0.0684,1.6968,-0.1158,-0.2362,-1.4841,0.5378,-0.2038
U0030,0.8507,-1.099,-0.0852,0.7276,0.478,1.5298,0.6252,0.0921
U0031,0.7334,-1.3724,1.6036,-0.1339,0.6579,0.33,-1.1967,0.8851
U0032,-0.1294,-2.9388,-0.7252,-0.8699,-0.8562,-0.4856,1.6138,1.0205
U0033,-1.347,-0.2766,-0.5724,0.285,0.4761,0.9063,-1.4792,0.6267
U0034,1.5304,-0.2774,-0.1781,0.6855,1.0645,0.3569,-1.2912,-0.2354
U0035,1.1953,-0.3022,-0.4467,-0.5239,-1.5596,1.1285,0.3713,-1.3211
U0036,-1.4613,0.0465,-0.9283,0.3642,-1.1442,-1.2104,-1.763,-0.3509
U0037,0.7753,0.3442,-0.5259,-2.1802,0.5959,0.6664,-0.068,1.0764
U0038,0.1193,0.6173,-1.1289,-1.175,-0.0387,0.2595,-0.0413,1.1994
U0039,-1.3304,0.225,0.2236,-0.2877,-1.2292,0.1201,-0.3765,0.11
