row_id,b_val
R00005,4.9991
R00006,-3.7554
R00007,-3.2641
R00009,6.8657
R00010,-0.2565
R00011,-4.4919
R00012,-1.8527
R00013,-7.123
R00014,-2.8239
R00015,-1.3021
R00016,6.4503
R00018,-7.2471
R00019,-3.6749
R00021,-3.9813
R00022,3.1465
R00023,-2.8442
R00024,-2.368
R00025,2.1049
R00026,5.5918
R00027,-6.2853
R00028,-0.0731
R00031,-3.6026
R00032,-0.938
R00033,6.1124
R00034,3.5266
R00035,-0.8164
R00037,3.7991
R00038,-2.0432
R00039,2.7043
R00040,0.8495
R00041,-15.3081
R00044,5.9644
R00047,-8.2587
R00048,-0.2466
R00049,-10.1176
R00050,-1.2042
R00051,-2.2696
R00052,-4.0618
R00054,3.1713
R00055,1.9383
R00056,2.0647
R00058,-6.9224
R00059,2.9228
R00060,-1.9549
R00061,-7.7842
R00062,0.6025
R00064,-12.0424
R00067,-10.7205
R00068,1.0661
R00069,-14.7923
R00071,-5.2163
R00072,-4.3208
R00073,-4.9944
R00075,0.2635
R00076,-6.7834
R00077,-7.4194
R00078,-3.0821
R00080,-1.8502
R00081,-5.0461
R00083,-3.2915
R00084,-1.5799
R00087,-0.4532
R00088,-0.7784
R00089,0.784
R00090,-3.2367
R00091,2.7117
R00092,-3.1464
R00093,-6.4295
R00094,-12.5969
R00097,-9.466
R00098,-4.592
R00099,1.1613
R00100,-4.4023
R00102,6.5424
R00103,-4.5789
R00106,-4.7083
R00107,-5.1802
R00108,-20.264
R00109,-2.0684
R00110,-4.1795
R00111,-0.6427
R00112,5.1694
R00113,-3.1714
R00114,-15.6386
R00115,-6.4729
R00116,-3.6012
R00117,0.2433
R00119,-4.5229
R00120,-1.1656
R00121,-10.903
R00122,4.9646
R00123,10.107
R00125,-0.1119
R00127,-3.4682
R00128,-1.6545
R00129,-10.0933
R00130,-5.6448
R00131,-2.1266
R00132,0.2655
R00135,-8.5126
R00136,4.5338
R00137,-1.73
R00141,-2.3622
R00142,-4.6818
R00143,-1.6545
R00144,2.5866
R00145,-2.9934
R00146,-11.0298
R00147,-11.6378
R00149,-5.4502
R00150,-2.8361
R00151,-4.4663
R00152,-9.0761
R00153,-0.2564
R00156,-0.5755
R00157,-3.6366
R00158,-2.0946
R00159,-3.717
R00160,-11.706
R00161,-4.8666
R00162,5.1041
R00163,2.5285
R00164,-8.0693
R00165,-5.0041
R00166,-2.8779
R00169,-4.3015
R00171,-13.1018
R00172,-8.9487
R00173,-1.3809
R00175,-6.0809
R00176,-5.592
R00177,2.0651
R00178,-5.8285
R00179,-5.5145
R00180,-1.4128
R00182,-4.1419
R00183,6.6663
R00184,-0.4729
R00185,0.0063
R00186,-2.8096
R00187,0.9221
R00188,3.851
R00189,6.0471
R00192,-3.6084
R00193,3.3265
R00194,3.4851
R00196,5.0778
R00197,5.1554
R00198,-3.8986
R00199,-11.8354
R00201,0.7422
R00202,0.1588
R00203,7.5546
R00205,4.0271
R00206,-1.393
R00207,1.7433
R00208,-9.5107
R00209,-2.9658
R00210,-0.4535
R00211,-0.1972
R00212,4.3524
R00214,-0.9003
R00215,3.0217
R00218,-4.9574
R00220,-0.2824
R00221,-3.6438
R00222,-2.2475
R00223,-12.3991
R00224,-6.4183
R00225,-7.7872
R00226,-2.1731
R00227,-8.5627
R00228,-11.3614
R00229,-4.4196
R00230,-9.6192
R00233,-1.1343
R00235,-8.1717
R00239,7.4576
R00240,-10.3982
R00241,1.0559
R00242,-0.0616
R00243,4.2826
R00244,1.2255
R00246,-0.4368
R00247,-8.9464
R00248,-5.4293
R00249,-1.5239
R00250,-0.3727
R00251,-4.7396
R00254,-1.7299
R00255,0.0801
R00258,-6.0964
R00259,2.243
R00260,-3.8062
R00261,-3.8197
R00263,-3.6721
R00264,-3.8151
R00266,-4.1544
R00267,-1.9169
R00268,-3.4474
R00270,-2.5589
R00272,-6.6426
R00274,-5.1211
R00275,-4.8368
R00276,-9.0788
R00278,-1.1933
R00279,5.2485
R00280,2.8063
R00281,-3.0634
R00283,3.9397
R00284,-3.9202
R00285,-2.1756
R00287,0.0105
R00288,-0.0819
R00289,-4.6043
R00290,4.1668
R00291,1.5373
R00292,-6.9581
R00294,-3.1276
R00295,9.5471
R00296,-7.7764
R00297,-5.2028
R00299,0.6849
R00300,-4.0274
R00301,3.304
R00303,-5.7412
R00304,6.3414
R00305,0.6848
R00307,-1.3114
R00308,-9.7743
R00309,-4.2645
R00310,-1.4886
R00311,7.8304
R00312,-2.5779
R00313,-1.372
R00314,3.7247
R00315,-9.1411
R00317,-0.9543
R00318,-3.5712
R00319,-2.903
