account_id,f1,f2,f3,f4
A0000,-1.1756,2.6789,-0.1613,1.2114
A0001,-0.9655,4.1451,1.0814,-7.0282
A0002,1.3491,2.6257,1.79,-6.7138
A0003,-0.8936,3.9767,0.0149,-8.9143
A0004,-0.248,3.9925,0.9249,-7.1527
A0005,-2.4145,2.4515,-0.0958,-4.0551
A0006,0.3103,4.5491,-1.6152,-9.9116
A0007,-0.9102,4.3586,1.7895,-7.7553
A0008,-0.5174,1.5497,-0.082,-6.5279
A0009,-0.856,1.6882,1.2935,-4.4217
A0010,-1.7172,3.4612,-0.8376,-2.0939
A0011,-1.7274,1.8223,2.6964,-3.2756
A0012,-1.0804,3.0802,0.1834,-3.9907
A0013,-1.6352,0.7963,1.0729,-1.1914
A0014,-0.759,5.5736,0.2283,-4.8178
A0015,-1.5461,3.2703,0.1392,-1.35
A0016,0.2183,1.0781,0.8718,-5.6385
A0017,-1.7051,3.892,1.0823,-2.524
A0018,-1.3344,3.3879,1.6484,-4.8458
A0019,-1.1192,2.3961,1.6726,-6.7867
A0020,-1.8055,2.1357,-0.9539,-9.6787
A0021,-1.2423,4.0323,1.0573,-4.2658
A0022,-1.617,3.068,0.9081,-1.1849
A0023,-0.9353,3.5502,0.0586,-6.803
A0024,-1.2557,3.0755,1.3576,-2.3459
A0025,-0.1075,1.8431,1.0964,-5.6558
A0026,-1.5411,0.7315,0.1298,-1.7551
A0027,-1.1306,4.4178,-1.0815,-3.1249
A0028,-0.4761,5.0501,1.7469,-7.3928
A0029,-0.9492,2.6753,1.3867,-2.8741
A0030,-0.3285,1.0259,3.3483,-4.4357
A0031,-1.3192,2.872,1.3152,-2.4903
A0032,-0.6526,3.078,1.3902,-3.8464
A0033,-2.3943,1.054,0.7954,-11.4058
A0034,-1.3159,5.9668,0.2684,-3.9681
A0035,-0.6609,4.0471,0.1791,-6.9132
A0036,-0.7798,2.3336,1.1911,-6.8072
A0037,-1.7904,2.4817,-0.3631,-7.3426
A0038,-1.1519,2.3404,2.5111,-7.8548
A0039,-1.4053,0.651,1.7425,-6.1833
A0040,-0.3221,3.2419,2.1777,-3.8606
A0041,-0.8977,4.129,3.5419,-1.0113
A0042,-1.7034,5.0822,0.3805,-2.7617
A0043,-0.3377,1.3629,-0.795,-4.8264
A0044,-0.9328,1.4903,1.152,-1.4887
A0045,-1.5673,2.6323,1.5485,-5.8943
A0046,-1.4093,2.4346,2.9307,-4.4145
A0047,-0.3256,2.6421,0.2321,-4.8563
A0048,-1.3932,1.445,4.0478,-5.5714
A0049,-2.1567,3.0384,2.3544,-6.5152
A0050,-2.8789,3.8301,0.985,-1.4865
A0051,-1.7218,4.8416,1.551,-4.4731
A0052,-1.2522,3.0736,1.4364,-2.8526
A0053,-1.0433,2.0885,0.2237,-0.9763
A0054,0.425,3.8848,0.7881,-5.5598
A0055,0.3492,3.7826,-2.1672,-2.3478
A0056,-1.2125,2.5343,2.0278,-4.0744
A0057,0.2755,1.4795,1.0606,-0.6266
A0058,-2.3541,2.7706,1.443,-2.5779
A0059,-1.3823,2.0719,1.9617,-2.5571
A0060,-0.7826,2.4368,-1.3132,-8.4567
A0061,-1.3312,5.1225,1.4761,-7.8055
A0062,-0.4811,1.4742,-1.6224,-8.5633
A0063,-1.4888,3.704,0.5763,-3.7978
A0064,-0.7455,2.1544,1.1017,-7.287
A0065,-0.1602,4.6881,1.4369,-7.012
A0066,-1.4039,5.0347,0.176,-3.6587
A0067,-1.2091,4.7796,-1.2034,-3.604
A0068,-0.4388,2.0598,0.5518,-4.0865
A0069,0.1932,3.0215,0.6894,-4.8355
A0070,-2.1392,0.8152,0.8974,-4.096
A0071,-0.8246,0.748,2.3564,-6.5695
A0072,-1.1194,2.5742,2.7937,-4.4874
A0073,-0.7253,2.7537,2.0281,-2.6005
A0074,-1.5033,1.3357,0.9424,-5.3449
A0075,-2.5347,3.1297,1.1183,-3.31
A0076,-1.9106,2.8396,2.3641,-0.4415
A0077,-0.6827,2.6098,2.0809,-3.646
A0078,-0.5999,1.4615,-0.9038,0.005
A0079,-1.524,2.5792,0.2836,-5.5246
A0080,-1.4115,4.0616,2.6507,-3.9998
A0081,-1.0169,3.5521,1.3066,-4.6722
A0082,-2.0622,1.7089,0.8789,0.1121
A0083,-0.2931,1.7838,1.7511,-5.8832
A0084,-0.8188,2.045,-0.2032,-6.8408
A0085,-0.3573,3.3682,1.253,-3.46
A0086,-0.73,2.5956,0.8532,-3.6996
A0087,-0.5727,1.0162,1.5702,-3.728
A0088,-1.0105,2.3485,4.6236,-3.5087
A0089,-0.3306,3.027,2.5221,-3.2542
A0090,-2.0194,4.4645,-0.5306,-4.7794
A0091,-0.1074,2.2185,3.4377,-5.8318
A0092,-1.6384,2.626,0.0221,-4.7509
A0093,-0.8821,1.6308,2.6272,-5.1437
A0094,-0.9884,4.838,0.5653,-2.536
A0095,-0.8173,2.12,1.4947,-4.8433
A0096,0.0649,2.7129,1.212,-2.3669
A0097,-0.5209,2.9207,1.052,-3.1582
A0098,-1.0138,2.0676,1.8099,-2.9321
A0099,-1.1054,4.8652,1.3879,-8.4645
A0100,-1.2638,2.173,1.8736,-0.3834
A0101,-2.0492,2.0503,4.5917,-8.0789
