item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.5411,-0.7137,-1.3573,-0.5003,0.8939,0.9824,0.3858,0.3239
I0001,0.4822,-0.9998,-1.9322,0.0463,-0.0929,-0.4818,0.9425,-0.8443
I0002,0.4655,0.8482,1.1728,-0.2608,2.2434,0.0664,-0.0696,-0.3771
I0003,-1.43,-0.2498,1.6789,1.2681,-0.061,-2.1582,-0.3397,-0.4282
I0004,0.6092,0.9896,0.5329,-0.2399,-1.1854,-0.7609,1.4201,-0.5997
I0005,-0.5005,0.1153,0.6724,0.2402,0.2456,-1.0638,-0.0438,-1.3373
I0006,0.6178,-1.1094,-1.1336,0.6498,-1.2997,-0.0949,0.5086,0.7726
I0007,1.1801,0.275,-1.1424,0.7019,-0.9719,1.4042,0.984,0.0121
I0008,0.3031,-0.6641,0.0474,-0.7303,0.1528,1.0059,-1.419,-0.2189
I0009,-0.3448,-0.2052,2.0153,-0.258,1.562,-0.0032,-0.2606,-0.2391
I0010,0.4655,0.8482,1.1728,-0.2608,2.2434,0.0664,-0.0696,-0.3771
I0011,1.1164,-0.5167,0.6022,-0.5293,-0.2888,0.278,0.6871,1.395
I0012,2.9351,-0.2198,-0.0609,2.0881,0.1442,-0.4994,-1.2058,-0.8331
I0013,0.3403,0.4721,-0.6526,-1.5484,-0.718,1.5162,0.8376,0.8991
I0014,0.5356,-0.1361,1.2211,-0.4415,-0.5079,1.1716,0.1515,0.6218
I0015,0.8982,1.2513,-0.6969,-0.2268,0.5255,-1.1548,0.3461,-0.9363
I0016,-3.0458,0.6491,-0.2842,0.0138,0.4775,-1.5431,1.1616,-0.6386
I0017,-1.2879,-1.9507,-0.0896,0.0266,-0.7784,1.5486,-0.5312,-1.7667
I0018,0.9786,-0.5325,0.761,-0.4421,0.3292,-0.2375,0.3286,0.8375
I0019,-1.0347,-0.6205,-1.8055,0.3535,1.1495,-0.732,-0.6655,0.5153
I0020,-0.5005,0.1153,0.6724,0.2402,0.2456,-1.0638,-0.0438,-1.3373
I0021,-0.856,-0.8975,0.3117,-0.8299,-0.7474,-3.3955,-2.0567,0.5348
I0022,0.6092,0.9896,0.5329,-0.2399,-1.1854,-0.7609,1.4201,-0.5997
I0023,0.9085,-0.9706,-1.2779,0.0037,0.7359,-0.973,0.4923,0.8707
I0024,0.6178,-1.1094,-1.1336,0.6498,-1.2997,-0.0949,0.5086,0.7726
I0025,0.0858,0.349,0.0052,1.0672,-0.3106,0.1444,-1.5064,0.7695
I0026,0.7962,0.3945,0.6006,0.005,0.5995,0.7839,0.1886,0.1012
I0027,-1.43,-0.2498,1.6789,1.2681,-0.061,-2.1582,-0.3397,-0.4282
I0028,0.279,0.1284,0.4728,0.2513,-0.4689,1.3069,0.3591,0.1011
I0029,0.3639,-1.7918,-0.9691,-0.1115,0.1068,0.4178,-1.2978,0.76
I0030,0.1748,0.7662,0.791,0.8906,0.8312,-1.3058,0.1341,-0.3142
I0031,1.4496,-0.8074,-0.0915,1.0109,1.2367,-0.6486,1.2461,-0.5361
I0032,0.5642,-0.8839,-0.0851,1.1914,0.3804,0.2557,0.8188,-0.2381
I0033,-0.556,-0.0843,0.0829,0.102,1.2777,1.5743,1.3856,1.7127
I0034,0.0349,1.4139,-1.8063,-0.5999,0.0002,-1.5598,0.2365,0.828
I0035,0.9008,0.3358,-1.0956,0.8026,1.1936,0.4352,-1.5034,0.6162
I0036,-1.1772,1.4699,3.2573,1.3065,1.5463,1.3131,1.3593,1.145
I0037,0.848,-1.5071,0.7082,-0.8406,0.5123,0.148,0.172,0.3698
I0038,-0.2161,1.8144,1.1097,-0.2341,-1.9442,0.8261,-1.4513,-1.0761
I0039,-0.2134,1.0426,-1.2723,-1.7312,-2.0005,-0.3754,0.0739,-0.2507
I0040,-2.0184,-0.9294,-1.3439,0.1545,-2.5832,-0.8842,0.1972,-1.3668
I0041,0.5698,0.1906,-0.8121,-0.2264,0.3898,-0.6594,-0.7246,-0.4175
I0042,-0.2316,0.4303,3.0194,-1.6189,0.4672,0.9408,-2.0909,-0.0974
I0043,-0.9282,-0.1763,-0.5443,-0.1665,0.5267,0.7111,1.5115,-0.7846
I0044,0.7783,-1.5438,1.2703,-2.2052,1.4581,0.0591,-1.2177,-0.5484
I0045,0.3326,1.5758,-0.6975,1.875,1.0061,0.2703,-0.3262,-0.5855
I0046,1.2716,-1.0448,-0.1692,0.6812,0.0819,1.2627,0.5436,1.7348
I0047,1.1801,0.275,-1.1424,0.7019,-0.9719,1.4042,0.984,0.0121
I0048,-0.6807,-1.6816,-0.2729,1.0097,0.385,-3.0426,0.8777,-1.4405
I0049,-1.286,-0.3788,-1.2053,-0.1852,1.3674,-1.2243,-0.1064,2.3425
I0050,0.7817,-0.0133,-0.4449,-0.154,-0.8149,0.5592,0.1229,1.2032
I0051,0.5698,0.1906,-0.8121,-0.2264,0.3898,-0.6594,-0.7246,-0.4175
