row_id,f1,f2,f3,f4,f5,f6,label
R00000,1.131209,1.098259,0.971468,0.220128,-1.257925,0.148323,0
R00001,-1.30129,0.572562,-0.239571,-0.630275,0.107508,0.286482,0
R00002,-0.372766,-1.081077,1.908919,1.171733,-1.147727,-0.021977,0
R00003,1.024543,-0.699681,2.339674,-0.374513,-0.1446,0.181862,0
R00004,0.906384,0.625794,0.530252,0.430632,0.441389,2.414754,1
R00005,0.084396,0.294953,-0.849457,0.847603,0.941748,-0.008315,0
R00006,2.142529,-1.475369,0.509092,-0.387637,0.653899,2.441276,1
R00007,-0.783151,1.117675,-0.857632,0.29703,-0.223863,-0.131337,0
R00008,0.493468,2.580962,0.661213,-0.931945,1.70183,0.003697,0
R00009,0.001459,0.528527,-1.224071,1.671359,0.097754,2.418026,1
R00010,0.252231,-0.978629,0.745455,0.807473,-2.491156,2.61492,1
R00011,1.074148,0.684259,0.778609,-0.283902,-0.597185,0.156455,0
R00012,-0.115341,-0.201123,0.795755,-0.17538,0.416065,2.530585,1
R00013,0.252594,-0.14734,0.065282,-1.368512,-0.805666,2.555966,1
R00014,-1.739377,2.563731,1.610085,2.752379,1.859296,2.457416,1
R00015,0.080008,1.461135,-0.489007,0.313334,0.092471,-0.04376,0
R00016,0.410981,-0.978235,-0.132979,2.28443,1.306905,0.044918,0
R00017,1.067437,0.145385,0.340579,-1.140699,-0.792135,0.007942,0
R00018,-0.045637,-0.997593,-0.24829,0.269234,-1.655657,2.288293,1
R00019,-0.185637,0.331399,-1.527276,2.711062,-0.371934,2.718363,1
R00020,1.173043,-0.453021,-0.307836,1.506105,0.672784,0.241503,0
R00021,1.313983,-1.015222,1.224498,-0.032307,0.376965,-0.023139,0
R00022,1.881171,-0.416109,2.07967,-0.914699,1.116795,2.437285,1
R00023,0.190023,-0.720668,-1.202578,0.580146,-0.413595,-0.048025,0
R00024,0.070789,-0.095338,-0.180255,-0.574389,-0.707239,0.073647,0
R00025,0.128745,0.134238,0.505417,-0.649567,-1.569975,0.024499,0
R00026,1.092592,1.655428,1.123393,0.35158,-0.919325,0.240532,0
R00027,0.291179,-0.939275,0.991574,-0.273176,0.189972,2.794445,1
R00028,1.469056,1.627027,-0.097107,-1.333668,-0.467753,-0.000939,0
R00029,-0.89141,3.032559,-0.57992,-0.655256,0.571414,-0.007826,0
R00030,1.39219,0.495245,-0.376631,-0.498006,-0.147951,2.473886,1
R00031,1.053513,1.865052,1.610841,-0.916687,1.173957,-0.040913,0
R00032,-0.271381,-0.415636,0.124188,-0.226506,-0.944204,2.635219,1
R00033,1.960181,0.623269,-0.995957,-1.698227,1.016402,2.578655,1
R00034,-0.749415,1.073316,0.664565,-0.165774,1.543831,2.567,1
R00035,0.238756,0.239906,0.740461,-0.383921,0.025273,-0.245778,0
R00036,-0.068894,1.273565,-1.515088,-2.345276,0.650148,-0.124017,0
R00037,-1.919281,-1.675157,0.018917,1.361437,0.532609,2.518562,1
R00038,-1.090953,-1.288922,0.954164,0.222652,-1.43498,0.018801,0
R00039,0.445867,0.524774,0.337716,-0.658178,1.52161,0.060859,0
R00040,-0.61135,-0.268095,-1.933147,-1.274262,0.054845,-0.137219,0
R00041,1.114927,0.04955,0.442782,1.192654,-1.126646,0.08325,0
R00042,-0.146853,-0.486135,0.504122,-1.484361,0.06823,-0.192227,0
R00043,0.639586,-1.163647,0.283715,-0.11292,-1.094088,-0.174077,0
R00044,0.304387,1.44155,0.147894,-1.707218,0.901134,-0.155452,0
R00045,0.520911,0.80827,1.423951,0.095893,-1.459159,-0.267978,0
R00046,0.508315,1.795119,0.898925,-0.114914,0.587588,0.069553,0
R00047,-1.350713,-1.080733,1.875721,0.616787,-0.327472,2.442037,1
R00048,-0.415296,-0.811793,-1.0098,1.374216,-1.078204,2.463734,1
R00049,0.092398,0.859937,-0.479975,0.200285,1.160072,0.134974,0
R00050,0.288956,-0.504812,-0.86835,-0.537983,1.243382,-0.038445,0
R00051,0.166883,-0.625095,-0.000108,-0.043732,1.087099,2.666658,1
R00052,-1.68184,-0.329377,0.645804,-1.942433,-1.047055,0.18312,0
R00053,-1.423016,0.018695,-0.563503,1.414221,-1.119655,-0.040971,0
R00054,0.577077,1.461905,-1.191795,0.019151,0.585705,2.447129,1
R00055,-0.709383,0.32661,-0.621071,-0.284734,-0.463099,-0.01178,0
R00056,0.073424,0.62329,0.686539,1.323818,0.579599,2.418695,1
R00057,-0.422528,0.105215,-0.700834,1.516349,1.310839,2.382242,1
R00058,-0.28484,0.776458,0.48849,2.567255,0.32697,2.539055,1
R00059,-0.685922,-0.703154,0.503908,0.414343,-0.175305,-0.139971,0
R00060,0.626918,-1.064078,-2.36262,-1.015458,2.136186,2.430774,1
R00061,0.69362,0.847066,-1.182458,0.481499,-0.335348,2.527762,1
R00062,0.733457,0.952138,1.796566,1.079393,-0.903825,-0.003147,0
R00063,0.677428,-0.74962,0.004416,1.524368,0.052062,0.293623,0
R00064,1.014048,-0.365379,-0.312316,1.05506,-0.083184,0.046188,0
R00065,-1.437737,-1.432392,0.450323,-1.728377,-0.359199,0.261504,0
R00066,-0.70541,-0.363104,-0.941808,0.243413,-0.711654,0.001085,0
R00067,-1.652246,0.468992,-0.442339,-1.846192,0.363525,0.272623,0
R00068,1.255282,-1.041148,2.171401,0.531076,0.989559,2.598891,1
R00069,-0.108781,-0.337355,-1.330986,0.361777,-0.60901,0.108751,0
R00070,-1.195125,-0.263519,-0.221914,0.240747,1.074729,-0.090193,0
R00071,0.154883,-0.501578,1.741078,2.112547,0.918432,2.530373,1
R00072,0.038809,0.154824,-0.001295,-0.984391,-0.728903,0.094699,0
R00073,-0.11346,1.135744,0.047313,-0.490166,0.517081,-0.062279,0
R00074,1.581133,0.646397,-0.668754,-1.472422,-2.387121,0.043581,0
R00075,-1.125852,0.642712,-0.054786,1.393311,-1.143398,2.354217,1
R00076,0.086603,-0.619778,0.278944,0.949414,2.391727,0.04695,0
R00077,1.142009,-0.024371,0.636546,0.533199,-1.048028,-0.169874,0
R00078,1.472626,-1.007236,0.498259,1.039835,-1.034199,0.074034,0
R00079,-0.386417,0.599448,0.456479,1.405458,0.723054,2.558219,1
