row_id,f1,f2,f3,f4,f5
S00000,1.612117,1.056688,0.811164,1.062927,-0.835437
S00001,0.315357,0.66889,1.322981,0.155579,-0.699512
S00002,0.225668,1.089483,-0.456339,-0.966095,1.628811
S00003,-0.994678,-0.518433,0.057172,-1.302081,1.438328
S00004,-1.191484,-2.564192,-0.539453,-1.244097,-0.11962
S00005,0.196909,-0.222226,-1.045514,-2.536279,0.124794
S00006,-0.17246,-0.52934,-0.473053,-0.218811,1.660157
S00007,-0.093341,0.072424,0.622353,0.05607,-0.634712
S00008,-0.036575,-2.148696,-0.338942,1.397262,-0.409988
S00009,0.58881,-1.735928,-0.846772,1.450445,0.503794
S00010,0.118386,-1.105542,-1.33272,-0.107448,-0.179143
S00011,-0.901583,-2.09453,0.579562,-1.326604,-1.082293
S00012,0.418621,-0.520636,0.133413,-2.075719,-0.989202
S00013,-0.085596,1.33739,-0.816128,-1.34348,-0.588593
S00014,-1.273454,0.313334,1.025331,-0.046731,1.425631
S00015,0.462697,-1.012421,0.905271,1.238945,1.246083
S00016,-1.862304,-0.625308,-0.639474,-1.056159,1.018849
S00017,0.555434,1.064467,-0.10291,0.604677,1.317847
S00018,0.652597,-0.690167,-0.254702,0.503849,-1.894961
S00019,0.549931,-0.720336,-0.168748,0.600179,-0.804374
S00020,-1.313291,0.344584,-0.991881,-0.523624,-0.954848
S00021,-0.250629,0.636116,1.495811,0.466026,-1.61117
S00022,0.158706,0.485015,-0.284069,1.221095,-0.194982
S00023,0.759307,-0.648159,-0.864319,0.259499,0.021061
S00024,-0.420957,-0.2081,-0.68188,0.545856,-0.906947
S00025,0.015158,0.752426,-2.034801,-1.458004,-0.250397
S00026,-0.42931,1.333715,0.581858,-0.285413,0.787931
S00027,1.398059,1.748628,-0.277638,1.343217,-0.312214
S00028,0.169,-0.483381,0.799471,0.152694,-0.74259
S00029,-0.994202,1.176077,-2.016969,1.526313,0.042559
S00030,-1.787798,0.071557,0.590086,0.548382,-0.134045
S00031,0.157314,-0.987314,-0.061029,0.050471,1.077638
