account_id,f1,f2,f3,f4
A0000,6.623,-2.1199,-4.2728,-2.8346
A0001,9.4654,-6.0189,-3.871,-3.3543
A0002,5.645,-3.1904,-2.1583,-2.285
A0003,4.4586,-5.0259,-2.5545,-3.818
A0004,3.9293,-1.8707,-3.7657,-4.872
A0005,3.0704,-4.4231,-2.201,0.2825
A0006,3.8784,-3.0817,-1.705,-0.9932
A0007,4.769,-5.4974,-4.5476,-1.6411
A0008,2.5105,-3.6284,-3.8794,-1.9018
A0009,5.5978,-3.4666,-1.7699,-3.7038
A0010,3.0304,-3.3452,-3.637,-4.4791
A0011,6.2587,-5.586,-3.4174,0.2463
A0012,5.5908,-4.9269,-5.7482,0.075
A0013,7.1186,-2.6655,-4.5928,0.432
A0014,7.2415,-4.6778,-4.3754,-4.0391
A0015,1.3341,-2.9416,-5.8637,-3.6434
A0016,4.8267,-1.6376,-3.0227,-1.4158
A0017,5.2901,-3.9227,-4.3583,-6.8069
A0018,8.6596,-3.4958,-3.16,-5.7741
A0019,7.6225,-3.1052,-0.2431,1.5727
A0020,4.1378,-3.8376,-1.8034,-1.7889
A0021,4.9761,-4.9126,-3.4326,-1.3561
A0022,3.6678,-5.2699,-0.465,-3.0666
A0023,6.6973,-5.3405,-1.6767,-6.564
A0024,5.1836,-4.7648,-3.2644,0.6416
A0025,2.0214,-4.7943,-1.3506,-1.6354
A0026,2.0072,-2.0368,-2.8679,-6.0306
A0027,3.6841,-5.1711,-4.948,-1.4212
A0028,3.9565,-5.2085,-3.4172,-2.2722
A0029,5.0858,-3.7153,-3.723,-2.9878
A0030,2.7742,-2.3917,-1.5417,-5.7189
A0031,5.3524,-1.7993,-3.0195,-1.5077
A0032,2.7542,-5.2104,-2.0422,-4.0943
A0033,8.3612,-4.8252,-2.417,-0.1582
A0034,7.3501,-4.0009,-3.0259,-6.5585
A0035,1.0753,-3.3308,-5.1221,-5.7238
A0036,7.0625,-3.4153,-4.9416,-1.6654
A0037,3.5555,-4.4968,-3.9378,-9.2023
A0038,5.7671,-4.2569,-0.7316,-4.6677
A0039,0.5636,-4.1127,-1.933,-2.9297
A0040,2.2523,-4.7658,-4.9493,-2.3042
A0041,8.0366,-3.9936,-4.1417,-5.8068
A0042,8.4334,-3.2388,-1.3481,-1.5716
A0043,6.8845,-4.5583,-3.2721,-4.6181
A0044,5.2137,-3.2902,-5.8081,-3.7652
A0045,5.0695,-4.135,-4.6562,-0.2659
A0046,6.9531,-3.6193,-1.4688,-1.8378
A0047,3.7232,-4.4192,-1.8862,-10.0484
A0048,2.1642,-4.8148,-3.1888,-0.4354
A0049,3.345,-4.6287,-6.4307,-5.2556
A0050,5.834,-5.887,-3.8356,-2.7317
A0051,11.3423,-4.3652,-4.1896,0.7468
A0052,6.2615,-6.3441,-5.6765,-4.5942
A0053,6.2188,-5.6118,-3.2201,-5.9788
A0054,5.2115,-2.6314,-6.1346,-6.1719
A0055,8.7393,-3.5221,-5.2882,-3.6488
A0056,4.7033,-3.1923,0.7409,-6.2211
A0057,6.2528,-4.0373,-2.1261,-6.0945
A0058,11.8773,-5.9732,-5.9587,0.2351
A0059,2.4202,-3.383,-5.9107,-5.331
A0060,3.0653,-4.6086,-2.4838,-1.0839
A0061,5.8303,-5.4909,-5.9036,-2.737
A0062,5.5016,-6.0185,-2.5877,-6.356
A0063,3.7452,-4.2581,-4.3743,-3.1321
A0064,5.1519,-1.9158,-4.2594,-4.1621
A0065,4.6485,-3.611,-3.4656,-1.8346
A0066,0.2757,-3.7704,-2.0846,-8.0473
A0067,6.3167,-2.7518,-4.5045,-1.4306
A0068,6.7034,-2.8286,-4.8006,-11.3621
A0069,3.1319,-4.4989,-0.6615,-0.9187
A0070,0.0836,-3.1763,-0.5014,-3.4717
A0071,12.3764,-4.5701,-3.5879,-6.4182
A0072,4.4122,-7.1194,0.2134,-5.1179
A0073,3.2156,-3.7286,-1.7491,-5.691
A0074,6.7733,-4.4845,-3.5931,-1.8853
A0075,8.7549,-4.3028,-3.1677,-6.8461
A0076,4.8809,-5.0518,-2.6346,-3.4005
A0077,6.124,-5.1376,-4.7008,-3.0973
A0078,6.4822,-3.499,-3.4489,-0.6621
A0079,8.8674,-2.8847,-1.3235,-1.1103
A0080,6.8994,-4.355,-5.4582,-2.7988
A0081,7.5108,-3.5663,-5.077,-8.1101
A0082,1.2196,-4.7705,-1.8315,-3.4825
A0083,5.8951,-5.6746,-1.8305,-3.2708
A0084,6.4554,-4.0986,-5.2624,0.8081
A0085,5.9576,-5.4338,-1.1355,1.0173
A0086,8.3533,-3.2847,-3.5025,-4.1993
A0087,1.0089,-2.8553,-2.9722,0.0652
A0088,6.7223,-5.1413,-4.3083,-0.5703
