row_id,f1,f2,f3,f4,f5,f6,label
R00000,-0.812232,-2.084722,1.341376,-0.046693,1.62132,1.147254,0
R00001,-0.081998,-0.765452,-0.652981,0.049153,0.391853,1.057494,0
R00002,1.978942,-0.809359,0.181574,2.420329,-1.19091,0.40593,1
R00003,1.238599,-0.983527,-1.5801,-0.05243,-1.424538,0.774724,0
R00004,-0.596602,0.341409,1.165186,0.029067,1.024311,0.08813,0
R00005,-0.520021,-0.932332,1.38263,-0.349905,0.572528,0.090552,0
R00006,-0.647451,-0.069674,-0.42957,0.196094,-0.235617,-0.179918,0
R00007,-0.283481,1.420791,0.234701,2.513412,-0.018422,2.167102,1
R00008,0.985521,0.249355,0.091122,2.491091,1.399772,-0.258073,1
R00009,0.735338,0.375682,0.313303,-0.017233,1.673843,-0.338547,0
R00010,-0.022175,0.271638,1.913802,0.058606,0.534514,0.656897,0
R00011,-0.041413,1.25271,-0.622774,0.145774,0.067978,-0.229913,0
R00012,0.748517,-0.122245,1.049959,2.644916,-0.720717,-0.831511,1
R00013,-0.079746,2.122316,-1.222439,-0.113146,-1.084835,0.138246,0
R00014,-0.237727,2.053114,0.469957,2.710518,0.220061,-0.612275,1
R00015,-0.949572,0.996525,-0.097931,0.033939,0.817044,-0.429498,0
R00016,-0.467806,0.098888,-1.311018,0.068837,-2.030054,-0.758389,0
R00017,-2.909993,-2.148575,-1.558943,0.046334,0.012664,1.458592,0
R00018,-1.024064,-0.340742,1.100793,0.022838,-0.018529,0.541784,0
R00019,1.458386,-0.730092,-0.435029,-0.081275,0.732416,0.165168,0
R00020,-1.859408,0.798493,-1.17282,2.356024,0.436197,-0.567752,1
R00021,-1.194756,-0.276504,1.372842,0.051937,0.444097,-0.191524,0
R00022,-0.308936,0.075393,0.758714,0.013508,-0.745626,-0.300938,0
R00023,0.220033,0.189761,1.087038,-0.172292,-0.24453,-0.280563,0
R00024,-0.647478,-0.627961,1.927019,-0.150804,-2.32097,-2.675994,0
R00025,0.222443,0.915707,-0.203234,0.169559,1.326753,1.198427,0
R00026,1.70392,0.445728,0.877996,2.269732,-0.183952,2.105879,1
R00027,-0.696035,1.365998,-0.028692,0.059567,0.139509,0.427204,0
R00028,2.189307,-0.191027,0.693626,-0.230326,-0.731626,-0.495363,0
R00029,0.148048,0.809791,-0.376331,2.47954,1.786134,-1.035922,1
R00030,0.096307,-0.359912,0.962869,-0.002275,-0.232162,-0.521066,0
R00031,-0.002307,1.915391,-0.226837,-0.083961,0.809127,0.399606,0
R00032,-0.877126,-0.473346,-0.146981,-0.092786,0.44247,0.336915,0
R00033,0.617007,1.116291,-0.938392,0.270275,0.399783,0.518493,0
R00034,-1.215328,0.122868,0.880442,2.393649,0.796842,-0.047438,1
R00035,-0.282703,-0.593444,-0.310651,-0.224161,-1.006254,-0.170096,0
R00036,0.788257,-0.62428,-1.080042,0.125296,0.47664,-0.043182,0
R00037,-0.70276,-0.97627,-1.611827,2.538372,-0.480428,0.607579,1
R00038,0.843558,0.672911,1.342199,-0.028565,-0.230539,1.335443,0
R00039,-0.565473,-0.750972,1.299336,2.510865,0.406271,-0.75704,1
R00040,1.218469,0.26014,-0.136034,2.269124,0.402738,0.534851,1
R00041,-0.904015,-0.096249,0.575535,0.098371,-0.310402,0.739399,0
R00042,0.196935,0.596304,-0.585578,2.369621,-0.428425,1.561674,1
R00043,1.37987,0.318628,-0.144582,0.206952,-0.08045,-1.941623,0
R00044,-0.871035,1.023726,1.261847,2.726689,1.690721,-0.848939,1
R00045,-0.340979,-1.195397,-0.476681,-0.084051,-0.280473,-0.259383,0
