item_id,embedding,label
I0000,"[0.036633, 0.891816, 2.205937, -3.248625, 6.051374, -6.103296, -3.899028, -2.279367, -4.111918, -0.082383, -0.08943, 0.184533, 0.085195, -1.060126, -5.3482, 1.291309]",c5
I0001,"[-0.966411, 0.744774, 2.470891, -2.34662, 6.120162, -5.405736, -5.010408, -2.174405, -3.605459, -1.080381, 0.317894, 0.524282, 0.44194, -1.329984, -6.017423, 2.247728]",c5
I0002,"[-1.066662, 3.874456, 2.714012, 3.698624, -2.829365, -0.532096, -3.888624, -3.018532, 1.718461, -0.9552, 1.397302, -1.368286, -3.036957, 3.945684, -0.760667, 2.225276]",c0
I0003,"[-3.500191, 4.282321, 6.287066, -3.645902, 0.530287, -0.250432, -0.703134, -3.881793, 3.648823, 1.974196, 0.049123, -7.287606, 4.165557, -0.926203, 2.507377, 5.446603]",c1
I0004,"[9.677262, 1.90463, -1.522381, -3.192679, 2.381543, -0.084409, 1.662753, -1.940911, -0.115161, -2.996045, 3.389324, 2.086435, 1.20834, -1.155872, -1.686974, 0.486789]",c4
I0005,"[-1.372889, -2.776196, -0.306114, 0.921001, 2.708712, 2.697064, -0.830724, -1.164284, -1.37564, 4.862855, 2.969342, 0.509253, 5.299051, -2.135587, -2.438379, -0.587927]",c2
I0006,"[-2.576183, -4.042187, -0.458853, 0.92339, 3.999073, 2.358245, -0.234621, -0.214327, -0.675586, 5.208139, 2.410182, 2.416997, 3.765088, -2.066192, -2.378121, -0.243976]",c2
I0007,"[-2.946751, 5.041228, 6.533925, -2.560313, 1.117625, 1.779686, -1.454763, -4.126835, 2.468239, 2.711251, 0.612114, -7.992494, 4.122087, -1.474649, 2.631285, 5.106895]",c1
I0008,"[9.60302, 1.038114, -2.819469, -3.623275, 2.225837, 0.133633, 2.356415, -2.430694, 0.243656, -2.116885, 1.111568, 1.202085, 2.005964, -0.99962, -2.482558, -0.223863]",c4
I0009,"[9.20211, 0.736366, -1.669516, -2.627344, 1.879698, -0.310824, 2.56267, -2.960598, 0.133664, -2.157674, 2.293344, 0.183415, 1.413112, -0.661131, -2.286369, -0.948187]",c4
I0010,"[9.294271, 0.45131, -1.068197, -2.96868, 1.737066, 0.121043, 1.848961, -1.125446, -0.175913, -2.138225, 0.183544, 0.156583, 1.147329, 0.35152, -2.962461, -0.755844]",c4
I0011,"[-1.547821, 0.174038, -2.214659, 0.150926, 3.810006, 3.348396, -1.38965, -2.47349, 4.505647, -7.707499, -1.416587, -0.830372, 3.048784, 3.092086, -3.274709, 0.435979]",c3
I0012,"[-0.532359, 4.142599, 2.039512, 3.934842, -3.139051, -0.575191, -4.698186, -1.747091, 1.786484, -1.5055, 1.171744, -1.368242, -2.460512, 4.083416, -0.708877, 3.42223]",c0
I0013,"[-1.143225, 0.792627, 3.05417, -1.484002, 4.962941, -5.600217, -4.465745, -2.400678, -4.494521, 0.854682, 0.383845, -0.476242, 1.875723, -1.530724, -5.129723, 2.117907]",c5
I0014,"[9.705464, 1.055042, -1.587394, -2.896993, 1.964847, 0.113966, 2.640191, -2.008447, -1.041086, -1.956762, 1.678271, 1.97672, 0.587318, -1.108764, -1.848631, -0.430553]",c4
I0015,"[-1.18396, 4.350933, 1.1298, 4.237878, -2.546082, -1.599982, -3.760088, -2.346794, 2.221349, 0.207909, 1.794613, -1.030007, -2.412689, 4.45084, -1.094371, 2.589667]",c0
I0016,"[-1.714689, 0.358584, 2.739071, -3.050819, 5.99912, -5.745295, -3.915875, -1.043063, -3.64693, 0.628903, 0.203611, 0.009471, -1.03708, -0.785272, -5.05908, 1.907702]",c5
I0017,"[10.401228, 0.344821, -1.212712, -3.714678, 2.064261, 0.086964, 2.676936, -3.053444, 0.042014, -2.840162, 1.303147, 1.344255, 2.81111, -0.24436, -2.765573, -0.839695]",c4
I0018,"[-1.444979, -0.199823, 3.228565, -2.830395, 4.543881, -6.080502, -4.078108, -2.200852, -4.275267, 0.477336, -0.760564, 0.064486, -0.160963, -0.720321, -4.640981, 2.304952]",c5
I0019,"[10.007208, 0.575085, -1.737873, -3.110826, 2.059115, 0.694957, 2.129452, -2.70447, -0.130445, -2.10635, 0.478802, 0.464926, 2.812105, -0.029333, -1.000324, 0.043606]",c4
I0020,"[9.407601, -0.827565, -1.069145, -2.712362, 2.293739, 0.106344, 2.272964, -2.912004, -0.380646, -0.87951, 2.053085, 0.811699, 0.572778, -1.369561, -1.75732, -0.578069]",c4
I0021,"[-0.709141, 0.399123, 2.584612, -1.81292, 5.516615, -6.572441, -4.996498, -2.661883, -2.154844, -0.872774, -0.598669, 0.644582, 0.404911, -1.660348, -5.896693, 2.150419]",c5
I0022,"[-1.991408, -0.624492, -1.717392, 0.495387, 3.848981, 3.813897, -1.795994, -2.166395, 4.892415, -6.86736, -2.380102, -1.865244, 4.720845, 3.006953, -4.962378, -0.791613]",c3
I0023,"[-3.498485, 4.205943, 6.255479, -3.643025, 1.214899, -0.847616, -1.629286, -3.525199, 2.109289, 3.2067, 0.05149, -8.402024, 5.775179, -0.750391, 3.163817, 7.661959]",c1
I0024,"[-3.074813, 4.344949, 8.078616, -2.750463, 2.129359, -0.072958, -1.489555, -3.122321, 1.253046, 3.546209, 0.326901, -8.264155, 4.691593, -1.074246, 3.177253, 5.203193]",c1
I0025,"[-1.729695, -0.024169, 2.430141, -1.95139, 6.680194, -5.491902, -3.177558, -3.191718, -3.786123, -0.437668, 0.191328, 0.159764, 0.009386, -1.109238, -5.514661, 2.030634]",c5
I0026,"[-1.760255, -3.352165, 0.150175, 0.607344, 3.837756, 2.940048, 0.747047, -0.341866, -1.466008, 4.916191, 1.474652, 0.325886, 4.345124, -2.079984, -2.163932, -1.015409]",c2
I0027,"[-1.778265, -0.337131, -2.334434, -1.598632, 4.618746, 3.599147, -3.317217, -2.837583, 3.967018, -8.018185, -0.864926, -1.656977, 3.08565, 2.854896, -3.795232, -0.359533]",c3
I0028,"[-4.176232, 4.438391, 6.796429, -3.489783, 1.894971, 1.0465, -1.353032, -3.881578, 2.005937, 3.066586, -0.113243, -7.450041, 5.128644, -1.129868, 1.674061, 5.701039]",c1
I0029,"[-4.369902, 4.296189, 6.572222, -3.334701, 1.375953, 1.193759, -1.966677, -2.976697, 1.108464, 2.837743, 0.401819, -8.163606, 4.190115, -0.809722, 3.218499, 6.049487]",c1
I0030,"[-3.573888, 4.995491, 6.476949, -3.438146, 1.172518, 0.307084, -1.919536, -2.675499, 0.956999, 2.25417, 0.56593, -8.061697, 5.119922, -0.355648, 3.360465, 5.52817]",c1
