item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,2.327,0.0187,-0.6945,0.7431,0.5475,-2.1034,1.447,0.5115
I0001,0.5955,1.284,-0.1398,-0.3905,1.1003,0.5537,-1.3762,0.2036
I0002,0.1368,-1.3237,-0.2473,0.8693,0.0654,-1.0768,-0.8198,-1.9379
I0003,0.6177,-0.3975,0.0799,1.8401,-0.5657,-1.2967,0.0851,-1.0967
I0004,0.9391,-0.1261,0.8237,1.5591,-2.41,-1.267,-0.0494,0.264
I0005,0.7583,0.9405,-1.0225,-0.5121,1.3465,0.9356,-1.2256,0.7149
I0006,0.0321,-2.0561,0.0815,-0.0996,-0.4178,-1.1245,0.8438,1.4666
I0007,-0.5838,-1.3705,1.1808,-1.1021,-1.1207,1.0538,-0.7226,0.3584
I0008,-0.7031,-0.5473,-1.1652,-1.259,0.5536,-0.3144,-0.6554,-0.1401
I0009,-0.9694,0.1102,-0.9963,0.4335,1.4665,0.065,-0.0515,-1.9667
I0010,-0.9793,0.1064,-0.6657,0.1526,0.0105,0.6091,0.3592,-0.7328
I0011,0.2324,0.2502,0.6414,-1.8058,-2.8426,-0.8072,-1.1564,0.9208
I0012,0.2578,0.0752,1.3975,-1.5636,-0.7168,0.8501,-2.3538,-0.6795
I0013,0.2948,-0.6337,0.0065,-0.7888,-0.84,1.2053,-0.7862,-0.2459
I0014,1.3889,0.4636,-0.1855,-0.3054,-0.8363,-0.8405,0.1324,-0.333
I0015,1.3973,1.905,0.2464,-0.1155,0.9889,0.6378,0.5257,1.1011
I0016,0.1368,-1.3237,-0.2473,0.8693,0.0654,-1.0768,-0.8198,-1.9379
I0017,0.793,1.1104,0.0423,-0.2617,1.4817,0.1685,-0.1678,-0.7894
I0018,0.5437,0.8505,0.448,0.4187,1.3688,-0.2057,1.9705,0.93
I0019,-0.2649,-0.8203,0.1189,0.5877,-1.5555,0.1033,0.5037,0.6349
I0020,0.2473,-1.1195,-2.2839,0.7015,-0.3099,0.1441,-1.3766,-0.0099
I0021,-1.7447,-0.6198,0.417,-0.2009,-0.1247,-0.4979,-1.2668,-0.0327
I0022,-0.7031,-0.5473,-1.1652,-1.259,0.5536,-0.3144,-0.6554,-0.1401
I0023,-0.4568,0.118,2.0971,-0.7441,-0.076,-1.0753,0.5991,-0.3954
I0024,0.5368,0.3374,0.8429,0.8304,-1.1162,-0.6498,-0.298,0.7837
I0025,0.516,1.6578,0.3411,-0.6376,-1.6092,0.881,-0.3356,2.1645
I0026,-0.6167,0.6762,0.1337,1.6034,-0.5116,1.0369,-0.3806,-1.0212
I0027,-0.189,-0.0405,-0.5977,0.1449,-0.3882,-0.0049,0.4557,0.4633
I0028,-0.4568,0.118,2.0971,-0.7441,-0.076,-1.0753,0.5991,-0.3954
I0029,1.0806,-1.0432,-0.589,-0.1907,0.8029,0.6332,-0.3738,1.1515
I0030,-0.189,-0.0405,-0.5977,0.1449,-0.3882,-0.0049,0.4557,0.4633
I0031,0.4962,0.3716,0.6146,-0.548,-0.5378,0.116,0.3835,0.4411
I0032,1.196,0.514,-0.0469,1.0375,-0.291,-0.2758,-0.4001,0.8483
I0033,-2.0299,0.2142,-1.134,1.3751,-0.2504,-2.3605,1.5278,1.2197
